Actor/EditorSuffix/GuideVisualQuadSplat,(Deprecated)=0
Unit/EditorPrefix/CycloneMissilesWeapon,武器 - /// Weapon -=22993
Unit/EditorPrefix/DevourerMissile,武器 - /// Weapon -=22994
Unit/EditorPrefix/GiantYeti,小生物 - /// Critter -=22995
Unit/EditorPrefix/HybridDoorsThinLeft,混源體 -  /// Hybrid -=22996
Unit/EditorPrefix/HybridDoorsThinLeftLowered,混源體 -  /// Hybrid -=22997
Unit/EditorPrefix/HybridDoorsThinRight,混源體 -  /// Hybrid -=22998
Unit/EditorPrefix/HybridDoorsThinRightLowered,混源體 -  /// Hybrid -=22999
Unit/EditorPrefix/HybridDoorsWideLeft,混源體 -  /// Hybrid -=23000
Unit/EditorPrefix/HybridDoorsWideLeftLowered,混源體 -  /// Hybrid -=23001
Unit/EditorPrefix/HybridDoorsWideRight,混源體 -  /// Hybrid -=23002
Unit/EditorPrefix/HybridDoorsWideRightLowered,混源體 -  /// Hybrid -=23003
Unit/EditorPrefix/KorhalBaseDoor,克哈星 -  /// Korhal -=23004
Unit/EditorPrefix/KorhalPalaceGateWeapon,武器 - /// Weapon -=23005
Unit/EditorPrefix/KorhalSporeCannon,=23006
Unit/EditorPrefix/LabBot,小生物 - /// Critter -=23007
Unit/EditorPrefix/LabExtendingBridge,尤摩捷 /// Umojan=23008
Unit/EditorPrefix/LabExtendingBridgeOut,尤摩捷 /// Umojan=23009
Unit/EditorPrefix/LabMineralField,實驗室 /// Lab=23010
Unit/EditorPrefix/LocustMP,百生獸 - /// Swarm Host -=23011
Unit/EditorPrefix/MissileTankWeapon,武器 - /// Weapon -=23012
Unit/EditorPrefix/NoxiousCreepUnit,蟲群后蟲 -  /// Swarm Queen -=23013
Unit/EditorPrefix/NydusCanalAttackerWeapon,武器 - /// Weapon -=23014
Unit/EditorPrefix/ParasiticInvasionWeapon,武器 - /// Weapon -=23015
Unit/EditorPrefix/PickupEngineCharge,拾取 -  /// Pickup -=23016
Unit/EditorPrefix/PickupPalletGas,拾取 -  /// Pickup -=23017
Unit/EditorPrefix/PickupPalletMinerals,拾取 -  /// Pickup -=23018
Unit/EditorPrefix/PickupScrapSalvage1x1,拾取 -  /// Pickup -=23019
Unit/EditorPrefix/PickupScrapSalvage2x2,拾取 -  /// Pickup -=23020
Unit/EditorPrefix/PickupScrapSalvage3x3,拾取 -  /// Pickup -=23021
Unit/EditorPrefix/ProtossWarpDriveUnit,神族 /// Protoss=23022
Unit/EditorPrefix/PsiBoltWeapon,武器 - /// Weapon -=23023
Unit/EditorPrefix/ShipEscapePod,神族 /// Protoss=23024
Unit/EditorPrefix/ShipForceFieldWallULBR,船艦 /// Ship=23025
Unit/EditorPrefix/ShipForceFieldWallURBL,船艦 /// Ship=23026
Unit/EditorPrefix/ShipGeneratorSmall,神族 /// Protoss=23027
Unit/EditorPrefix/SpaceArmoredGenerator,太空 /// Space=23028
Unit/EditorPrefix/SpaceArmoredGeneratorB,太空 /// Space=23029
Unit/EditorPrefix/StarshipVentDoorUnit2,神族 /// Protoss=23030
Unit/EditorPrefix/StarshipVentdoorUnit,神族 /// Protoss=23031
Unit/EditorPrefix/StarshipVentdoorUnitULBR,神族 /// Protoss=23032
Unit/EditorPrefix/ThornLizard,小生物 - /// Critter -=23033
Unit/EditorPrefix/TornadoMissileDummyWeapon,武器 - /// Weapon -=23034
Unit/EditorPrefix/TornadoMissileWeapon,武器 - /// Weapon -=23035
Unit/EditorPrefix/UmojanLabCageDestructible,尤摩捷實驗室_可破壞的 -  /// Umojan Lab Destructible -=23036
Unit/EditorPrefix/UmojanLabDebris,尤摩捷實驗室 /// Umojan Lab=23037
Unit/EditorPrefix/UmojanLabDissectionArmDestructible,尤摩捷實驗室_可破壞的 -  /// Umojan Lab Destructible -=23038
Unit/EditorPrefix/UmojanLabDoorsLeft,尤摩捷 /// Umojan=23039
Unit/EditorPrefix/UmojanLabDoorsLeftLowered,尤摩捷 /// Umojan=23040
Unit/EditorPrefix/UmojanLabDoorsRight,尤摩捷 /// Umojan=23041
Unit/EditorPrefix/UmojanLabDoorsRightLowered,尤摩捷 /// Umojan=23042
Unit/EditorPrefix/UmojanLabDoorsThinLeft,尤摩捷 /// Umojan=23043
Unit/EditorPrefix/UmojanLabDoorsThinLeftLowered,尤摩捷 /// Umojan=23044
Unit/EditorPrefix/UmojanLabDoorsThinRight,尤摩捷 /// Umojan=23045
Unit/EditorPrefix/UmojanLabDoorsThinRightLowered,尤摩捷 /// Umojan=23046
Unit/EditorPrefix/UmojanLabGenerator,尤摩捷實驗室 -  /// Umojan Lab -=23047
Unit/EditorPrefix/UmojanLabLabGate00Left,尤摩捷實驗室 - =23048
Unit/EditorPrefix/UmojanLabLabGate00LeftLowered,尤摩捷實驗室 - =23049
Unit/EditorPrefix/UmojanLabLabGate00Right,尤摩捷實驗室 - =23050
Unit/EditorPrefix/UmojanLabLabGate00RightLowered,尤摩捷實驗室 - =23051
Unit/EditorPrefix/UmojanLabLabGate01Left,尤摩捷實驗室 - =23052
Unit/EditorPrefix/UmojanLabLabGate01LeftLowered,尤摩捷實驗室 - =23053
Unit/EditorPrefix/UmojanLabLabGate01Right,尤摩捷實驗室 - =23054
Unit/EditorPrefix/UmojanLabLabGate01RightLowered,尤摩捷實驗室 - =23055
Unit/EditorPrefix/UmojanLabMicrobot,尤摩捷實驗室 /// Umojan Lab=23056
Unit/EditorPrefix/UmojanLabMineralField,尤摩捷實驗室 /// Umojan Lab=23057
Unit/EditorPrefix/UmojanLabMonitorFloorDestructible1,尤摩捷實驗室_可破壞的 -  /// Umojan Lab Destructible -=23058
Unit/EditorPrefix/UmojanLabMonitorFloorDestructible2,尤摩捷實驗室_可破壞的 -  /// Umojan Lab Destructible -=23059
Unit/EditorPrefix/UmojanLabMonitorFloorDestructible3,尤摩捷實驗室_可破壞的 -  /// Umojan Lab Destructible -=23060
Unit/EditorPrefix/UmojanLabStasisTubeDestructible1,尤摩捷實驗室_可破壞的 -  /// Umojan Lab Destructible -=23061
Unit/EditorPrefix/UmojanLabStasisTubeDestructible2,尤摩捷實驗室_可破壞的 -  /// Umojan Lab Destructible -=23062
Unit/EditorPrefix/UmojanLabWarbot,尤摩捷實驗室 /// Umojan Lab=23063
Unit/EditorPrefix/ViperConsumeStructureWeapon,武器 - /// Weapon -=23064
Unit/EditorPrefix/WarHoundWeapon,武器 - /// Weapon -=23065
Unit/EditorPrefix/WidowMineAirWeapon,武器 - /// Weapon -=23066
Unit/EditorPrefix/WidowMineWeapon,武器 - /// Weapon -=23067
Unit/EditorPrefix/WreckageCargoTruck,戰利品 -  /// Loot -=23068
Unit/EditorPrefix/WreckageLoot,=23069
Unit/EditorPrefix/YoinkMissile,武器 - /// Weapon -=23070
Unit/EditorPrefix/ZergTowerArtillery,=23071
Unit/EditorPrefix/Zerus02Chrysalis,=23072
Unit/EditorPrefix/ZerusAlienTreeHover,小生物 - /// Critter -=23073
Unit/EditorPrefix/ZerusAlienTreeViperA,小生物 - /// Critter -=23074
Unit/EditorPrefix/ZerusAlienTreeViperB,小生物 - /// Critter -=23075
Unit/EditorPrefix/ZerusAlienTreeViperC,小生物 - /// Critter -=23076
Unit/EditorPrefix/ZerusAlienTreeWalker,小生物 - /// Critter -=23077
Unit/EditorPrefix/ZerusDestructibleArch,可破壞的 /// Destructible=23078
Unit/EditorPrefix/ZerusDestructibleArchRubble,可破壞的 /// Destructible=23079
Unit/EditorSuffix/AssimilatorTerrazine,(態化氫) /// (Terrazine)=23080
Unit/EditorSuffix/CharDestructibleArch,(查爾星) /// (Char)=23081
Unit/EditorSuffix/CharDestructibleArchRubble,(查爾星) /// (Char)=23082
Unit/EditorSuffix/CollapsibleRockTowerDebrisRampLeft,(坡道左) /// (Ramp Left)=23083
Unit/EditorSuffix/CollapsibleRockTowerDebrisRampRight,(坡道右) /// (Ramp Right)=23084
Unit/EditorSuffix/CollapsibleRockTowerDiagonal,(斜向) /// (Diagonal)=23085
Unit/EditorSuffix/CollapsibleRockTowerPushUnit,(預留位置單位) /// (Placeholder Unit)=23086
Unit/EditorSuffix/CollapsibleRockTowerPushUnitRampLeft,(預留位置單位) /// (Placeholder Unit)=23087
Unit/EditorSuffix/CollapsibleRockTowerPushUnitRampRight,(預留位置單位) /// (Placeholder Unit)=23088
Unit/EditorSuffix/CollapsibleRockTowerRampLeft,(坡道左) /// (Ramp Left)=23089
Unit/EditorSuffix/CollapsibleRockTowerRampRight,(坡道右) /// (Ramp Right)=23090
Unit/EditorSuffix/CollapsibleTerranTowerDiagonal,(斜向) /// (Diagonal)=23091
Unit/EditorSuffix/CollapsibleTerranTowerPushUnitRampLeft,(預留位置單位) /// (Placeholder Unit)=23092
Unit/EditorSuffix/CollapsibleTerranTowerPushUnitRampRight,(預留位置單位) /// (Placeholder Unit)=23093
Unit/EditorSuffix/CollapsibleTerranTowerRampLeft,(坡道左) /// (Ramp Left)=23094
Unit/EditorSuffix/CollapsibleTerranTowerRampRight,(坡道右) /// (Ramp Right)=23095
Unit/EditorSuffix/CreepTumorQueen,(后蟲) /// (Queen)=23096
Unit/EditorSuffix/CreepTumorUsed,(已使用) /// (Used)=23097
Unit/EditorSuffix/DarkProtossTurret,(黑暗神族砲塔) /// (Dark Protoss Turret)=23098
Unit/EditorSuffix/DebrisRampLeft,(坡道左) /// (Ramp Left)=23099
Unit/EditorSuffix/DebrisRampRight,(坡道右) /// (Ramp Right)=23100
Unit/EditorSuffix/DefensiveWall45,- 45 /// - 45=23101
Unit/EditorSuffix/DefensiveWall45GateEast,- 45 閘門_東 /// - 45 Gate East=23102
Unit/EditorSuffix/DefensiveWall45GateLargeEast,- 45 閘門_大型_東 /// - 45 Gate Large East=23103
Unit/EditorSuffix/DefensiveWall45GateLargeEastLowered,- 45 閘門_大型_東_已降下 /// - 45 Gate Large East Lowered=23104
Unit/EditorSuffix/DefensiveWall45GateLargeWest,- 45 閘門_大型_西 /// - 45 Gate Large West=23105
Unit/EditorSuffix/DefensiveWall45GateLargeWestLowered,- 45 閘門_大型_西_已降下 /// - 45 Gate Large West Lowered=23106
Unit/EditorSuffix/DefensiveWall45GateWest,- 45 閘門_西 /// - 45 Gate West=23107
Unit/EditorSuffix/DefensiveWall45Inner,- 45-90 合併_向內 /// - 45-90 Merge Inner=23108
Unit/EditorSuffix/DefensiveWall45Outer,- 45-90 合併_向外 /// - 45-90 Merge Outer=23109
Unit/EditorSuffix/DefensiveWall45Ramp,- 45 坡道 /// - 45 Ramp=23110
Unit/EditorSuffix/DefensiveWall90,- 寬 /// - Wide=23111
Unit/EditorSuffix/DefensiveWall90Inner,- 45 轉角_向內 /// - 45 Corner Inner=23112
Unit/EditorSuffix/DefensiveWall90Outer,- 45 轉角_向外 /// - 45 Corner Outer=23113
Unit/EditorSuffix/DesertPlanetSearchlight,- 可破壞的 - 沙漠 /// - Destructible - Desert=23114
Unit/EditorSuffix/DesertPlanetStreetlight,- 可破壞的 - 沙漠 /// - Destructible - Desert=23115
Unit/EditorSuffix/DestructibleArchCardinal,(基本方向) /// (Cardinal Facing)=23116
Unit/EditorSuffix/DestructibleArchOrdinal,(順序方向) /// (Ordinal Facing)=23117
Unit/EditorSuffix/DestructibleCityDebris2x4Horizontal,- 城市 - 2x4 水平 /// - City - 2x4 Horizontal=23118
Unit/EditorSuffix/DestructibleCityDebris2x4Vertical,- 城市 - 2x4 垂直 /// - City - 2x4 Vertical=23119
Unit/EditorSuffix/DestructibleCityDebris2x6Horizontal,- 城市 - 2x6 水平 /// - City - 2x6 Horizontal=23120
Unit/EditorSuffix/DestructibleCityDebris2x6Vertical,- 城市 - 2x6 垂直 /// - City - 2x6 Vertical=23121
Unit/EditorSuffix/DestructibleCityDebris4x4,- 城市 - 4x4 /// - City - 4x4=23122
Unit/EditorSuffix/DestructibleCityDebris6x6,- 城市 - 6x6 /// - City - 6x6=23123
Unit/EditorSuffix/DestructibleCityDebrisHugeDiagonalBLUR,- 城市 - 巨型斜向 / /// - City - Huge Diagonal /=23124
Unit/EditorSuffix/DestructibleCityDebrisHugeDiagonalULBR,- 城市 - 巨型斜向 \ /// - City - Huge Diagonal \=23125
Unit/EditorSuffix/DestructibleIce2x4Horizontal,- 2x4(水平) /// - 2x4 Horizontal=23126
Unit/EditorSuffix/DestructibleIce2x4Vertical,- 2x4(垂直) /// - 2x4 Vertical=23127
Unit/EditorSuffix/DestructibleIce2x6Horizontal,- 2x6(水平) /// - 2x6 Horizontal=23128
Unit/EditorSuffix/DestructibleIce2x6Vertical,- 2x6(垂直) /// - 2x6 Vertical=23129
Unit/EditorSuffix/DestructibleIce4x4,- 4x4 /// - 4x4=23130
Unit/EditorSuffix/DestructibleIce6x6,- 6x6 /// - 6x6=23131
Unit/EditorSuffix/DestructibleIceDiagonalHugeBLUR,- 巨型(斜向 /) /// - Huge Diagonal /=23132
Unit/EditorSuffix/DestructibleIceDiagonalHugeULBR,- 巨型(斜向 \) /// - Huge Diagonal \=23133
Unit/EditorSuffix/DestructibleIceHorizontalHuge,- 巨型(水平向) /// - Huge Horizontal=23134
Unit/EditorSuffix/DestructibleIceVerticalHuge,- 巨型(垂直向) /// - Huge Vertical=23135
Unit/EditorSuffix/DestructibleRock6x6Weak,- 6x6 (低生命值/無提示訊息) /// - 6x6 (Lower HP/No Hover Msg)=23136
Unit/EditorSuffix/DestructibleRockEx12x4Horizontal,- Ex1 - 2x4 水平 /// - Ex1 - 2x4 Horizontal=23137
Unit/EditorSuffix/DestructibleRockEx12x4Vertical,- Ex1- 2x4 垂直 /// - Ex1- 2x4 Vertical=23138
Unit/EditorSuffix/DestructibleRockEx12x6Horizontal,- Ex1- 2x6 水平 /// - Ex1- 2x6 Horizontal=23139
Unit/EditorSuffix/DestructibleRockEx12x6Vertical,- Ex1- 2x6 垂直 /// - Ex1- 2x6 Vertical=23140
Unit/EditorSuffix/DestructibleRockEx14x4,- Ex1- 4x4 /// - Ex1- 4x4=23141
Unit/EditorSuffix/DestructibleRockEx16x6,- Ex1- 6x6 /// - Ex1- 6x6=23142
Unit/EditorSuffix/DestructibleRockEx1DiagonalHugeBLUR,- Ex1- 巨型斜向 / /// - Ex1- Huge Diagonal /=23143
Unit/EditorSuffix/DestructibleRockEx1DiagonalHugeULBR,- 巨型斜向 \ /// - Ex1- Huge Diagonal \=23144
Unit/EditorSuffix/DestructibleRockEx1HorizontalHuge,- 巨型水平向 /// - Ex1- Huge Horizontal=23145
Unit/EditorSuffix/DestructibleRockEx1VerticalHuge,- 巨型垂直向 /// - Ex1- Huge Vertical=23146
Unit/EditorSuffix/DestructibleStatue4x4,- 4x4 /// - 4x4=23147
Unit/EditorSuffix/DestructibleWall45,- 45 /// - 45=23148
Unit/EditorSuffix/DestructibleWall45GateEast,- 45 閘門_東 /// - 45 Gate East=23149
Unit/EditorSuffix/DestructibleWall45GateWest,- 45 閘門_西 /// - 45 Gate West=23150
Unit/EditorSuffix/DestructibleWall45Inner,- 45-90 合併_向內 /// - 45-90 Merge Inner=23151
Unit/EditorSuffix/DestructibleWall45Outer,- 45-90 合併_向外 /// - 45-90 Merge Outer=23152
Unit/EditorSuffix/DestructibleWall45Ramp,- 45 坡道 /// - 45 Ramp=23153
Unit/EditorSuffix/DestructibleWall90,- 寬 /// - Wide=23154
Unit/EditorSuffix/DestructibleWall90Inner,- 45 轉角_向內 /// - 45 Corner Inner=23155
Unit/EditorSuffix/DestructibleWall90Outer,- 45 轉角_向外 /// - 45 Corner Outer=23156
Unit/EditorSuffix/Expedition02ShuttleRadar,(遠征隊02) /// (Expedition02)=23157
Unit/EditorSuffix/ExtendingBridgeNE,- 東北 /// - NE=23158
Unit/EditorSuffix/ExtendingBridgeNEOut,- 東北_已展開 /// - NE Extended=23159
Unit/EditorSuffix/ExtendingBridgeNW,- 西北 /// - NW=23160
Unit/EditorSuffix/ExtendingBridgeNWOut,- 西北_已展開 /// - NW Extended=23161
Unit/EditorSuffix/ExtendingBridgeSE,- 東南 /// - SE=23162
Unit/EditorSuffix/ExtendingBridgeSEOut,- 東南已展開 /// - SE Extended=23163
Unit/EditorSuffix/ExtendingBridgeSW,- 西南 /// - SW=23164
Unit/EditorSuffix/ExtendingBridgeSWOut,- 西南已展開 /// - SW Extended=23165
Unit/EditorSuffix/ExtractorTerrazine,(態化氫) /// (Terrazine)=23166
Unit/EditorSuffix/GunTower,(大型) /// (Large)=23167
Unit/EditorSuffix/GunTowerSmall,(小型) /// (Small)=23168
Unit/EditorSuffix/HellionTank,(戰鬥模式) /// (Battle Mode)=23169
Unit/EditorSuffix/HybridChannel,(卡司塔那)(頻道) /// (Castanar) (Channel)=23170
Unit/EditorSuffix/HybridDoorsThinLeft,- 薄 - 左 /// - Thin - Left=23171
Unit/EditorSuffix/HybridDoorsThinLeftLowered,- 薄 - 左 - 已降下 /// - Thin - Left - Lowered=23172
Unit/EditorSuffix/HybridDoorsThinRight,- 薄 - 右 /// - Thin - Right=23173
Unit/EditorSuffix/HybridDoorsThinRightLowered,- 薄 - 右 - 已降下 /// - Thin - Right - Lowered=23174
Unit/EditorSuffix/HybridDoorsWideLeft,- 寬 - 左 /// - Wide - Left=23175
Unit/EditorSuffix/HybridDoorsWideLeftLowered,- 寬 - 左 - 已降下 /// - Wide - Left - Lowered=23176
Unit/EditorSuffix/HybridDoorsWideRight,- 寬 - 右 /// - Wide - Right=23177
Unit/EditorSuffix/HybridDoorsWideRightLowered,- 寬 - 右側 - 已降下 /// - Wide - Right - Lowered=23178
Unit/EditorSuffix/Ice2x2NonConjoined,(可破壞的 - 2x2非結合) /// (Destructible 2x2 Non-Conjoined)=23179
Unit/EditorSuffix/IceDarkProtossTurret,(黑暗神族砲塔 - 冰凍) /// (Dark Protoss Turret - Ice)=23180
Unit/EditorSuffix/IceProtossCrates,(冰凍) /// (Ice)=23181
Unit/EditorSuffix/InfestedDominionHousing1,-3x3 /// - 3x3=23182
Unit/EditorSuffix/InfestedDominionHousing2,-2x2 /// - 2x2=23183
Unit/EditorSuffix/InfestedDominionHousing3,- 3x4 /// - 3x4=23184
Unit/EditorSuffix/Infestor2,(施放者) /// (Spellcaster)=23185
Unit/EditorSuffix/KorhalSporeCannon,(克哈星) /// (Korhal)=23186
Unit/EditorSuffix/KorhalSporeCannonShell,(克哈星,表層) /// (Korhal, Shell)=23187
Unit/EditorSuffix/LabExtendingBridge,- 已收起 /// - Retracted=23188
Unit/EditorSuffix/LabExtendingBridgeOut,- 已展開 /// - Extended=23189
Unit/EditorSuffix/LabMineralField,(多) /// (Multi)=23190
Unit/EditorSuffix/LabTurretUp,(飛行) /// (Firing)=23191
Unit/EditorSuffix/LocustMPBurrowed,(遁地的) /// (Burrowed)=23192
Unit/EditorSuffix/LurkerMP,(蟲族之心 - 多人) /// (Swarm Multi)=23193
Unit/EditorSuffix/LurkerMPBurrowed,(蟲族之心 - 多人，已遁地) /// (Swarm Multi, Burrowed)=23194
Unit/EditorSuffix/LurkerMPEgg,(蟲族之心 - 多人) /// (Swarm Multi)=23195
Unit/EditorSuffix/MilitarizedColonistShip,(已著陸) /// (Landed)=23196
Unit/EditorSuffix/MilitarizedColonistShipFlying,(飛行中) /// (Flying)=23197
Unit/EditorSuffix/MilitarizedColonistShipOmega,(已著陸) /// (Landed)=23198
Unit/EditorSuffix/MilitarizedColonistShipOmegaFlying,(飛行中) /// (Flying)=23199
Unit/EditorSuffix/NoxiousCreepUnit,(單位) /// (Unit)=23200
Unit/EditorSuffix/OracleRevelation,(天啟模式) /// (Revelation Mode)=23201
Unit/EditorSuffix/PickupPalletGas,(500瓦斯) /// (500 Gas)=23202
Unit/EditorSuffix/PickupPalletMinerals,(500晶礦) /// (500 Minerals)=23203
Unit/EditorSuffix/PickupScrapSalvage1x1,(100晶礦，50瓦斯) /// (100 Minerals, 50 Gas)=23204
Unit/EditorSuffix/PickupScrapSalvage2x2,(200晶礦，100瓦斯) /// (200 Minerals, 100 Gas)=23205
Unit/EditorSuffix/PickupScrapSalvage3x3,(300晶礦，200瓦斯) /// (300 Minerals, 200 Gas)=23206
Unit/EditorSuffix/ProtossVespeneGeyser,- 神族=23207
Unit/EditorSuffix/QueenClassic,(經典) /// (Classic)=23208
Unit/EditorSuffix/RaynorLab,(陸戰隊，實驗室) /// (Marine, Lab)=23209
Unit/EditorSuffix/RefineryTerrazine,(態化氫) /// (Terrazine)=23210
Unit/EditorSuffix/RoughTerrain,(陷阱塊) /// (Snare Patches)=23211
Unit/EditorSuffix/ShipForceFieldWallULBR,- \ 有角度 /// - \ Angled=23212
Unit/EditorSuffix/ShipForceFieldWallURBL,- / 有角度 /// - / Angled=23213
Unit/EditorSuffix/ShipGeneratorSmall,=23214
Unit/EditorSuffix/ShipPhotonCannon,- 星際戰艦 /// - Starship=23215
Unit/EditorSuffix/SpaceArmoredGenerator,( \ 斜角) /// ( \ Angled)=23216
Unit/EditorSuffix/SpaceArmoredGeneratorB,( / 斜角) /// ( / Angled)=23217
Unit/EditorSuffix/SpacePrisonerBig,(大型) /// (Big)=23218
Unit/EditorSuffix/StarshipHoldingPenLargeUnit,- 大型 /// - Large=23219
Unit/EditorSuffix/StarshipVentDoorUnit2,(斜向左上右下) /// (ULBR)=23220
Unit/EditorSuffix/StarshipVentdoorUnit,(斜向右上左下) /// (BLUR)=23221
Unit/EditorSuffix/StarshipVentdoorUnitULBR,(斜向左上右下) /// (ULBR)=23222
Unit/EditorSuffix/SwarmHostBurrowedMP,(遁地的) /// (Burrowed)=23223
Unit/EditorSuffix/SwarmHostCocoon,(繭) /// (Cocoon)=23224
Unit/EditorSuffix/SwarmLarva,=23225
Unit/EditorSuffix/SwarmQueen,(普通) /// (Normal)=23226
Unit/EditorSuffix/SwarmQueenBurrowed,(普通;遁地的) /// (Normal; Burrowed)=23227
Unit/EditorSuffix/UmojanLabDoorsLeft,(左側) /// (Left)=23228
Unit/EditorSuffix/UmojanLabDoorsLeftLowered,(左側，開啟) /// (Left, Open)=23229
Unit/EditorSuffix/UmojanLabDoorsRight,(右側) /// (Right)=23230
Unit/EditorSuffix/UmojanLabDoorsRightLowered,(右側，開啟) /// (Right, Open)=23231
Unit/EditorSuffix/UmojanLabDoorsThinLeft,(左側) /// (Left)=23232
Unit/EditorSuffix/UmojanLabDoorsThinLeftLowered,(左側，開啟) /// (Left, Open)=23233
Unit/EditorSuffix/UmojanLabDoorsThinRight,(右側) /// (Right)=23234
Unit/EditorSuffix/UmojanLabDoorsThinRightLowered,(右側，開啟) /// (Right, Open)=23235
Unit/EditorSuffix/UmojanLabDoorsWideLeft,(寬，左側) /// (Wide, Left)=23236
Unit/EditorSuffix/UmojanLabDoorsWideLeftLowered,(寬，左側，已降下) /// (Wide, Left, Lowered)=23237
Unit/EditorSuffix/UmojanLabDoorsWideRight,(寬，右側) /// (Wide, Right)=23238
Unit/EditorSuffix/UmojanLabDoorsWideRightLowered,(寬，右側，已降下) /// (Wide, Right, Lowered)=23239
Unit/EditorSuffix/UmojanLabLabGate00Left,- 00 - 左 /// - 00 - Left=23240
Unit/EditorSuffix/UmojanLabLabGate00LeftLowered,- 00 - 左 - 已降下 /// - 00 - Left - Lowered=23241
Unit/EditorSuffix/UmojanLabLabGate00Right,- 00 - 右 /// - 00 - Right=23242
Unit/EditorSuffix/UmojanLabLabGate00RightLowered,- 00 - 右 - 已降下 /// - 00 - Right - Lowered=23243
Unit/EditorSuffix/UmojanLabLabGate01Left,- 01 - 左 /// - 01 - Left=23244
Unit/EditorSuffix/UmojanLabLabGate01LeftLowered,- 01 - 左 - 已降下 /// - 01 - Left - Lowered=23245
Unit/EditorSuffix/UmojanLabLabGate01Right,- 01 - 右 /// - 01 - Right=23246
Unit/EditorSuffix/UmojanLabLabGate01RightLowered,- 01 - 右 - 已降下 /// - 01 - Right - Lowered=23247
Unit/EditorSuffix/UnbuildableBricksSmallUnit,(小型) /// (Small)=23248
Unit/EditorSuffix/UnbuildablePlatesSmallUnit,(小型) /// (Small)=23249
Unit/EditorSuffix/UnbuildableRocksSmallUnit,(小型) /// (Small)=23250
Unit/EditorSuffix/WidowMineBurrowed,(遁地的) /// (Burrowed)=23251
Unit/EditorSuffix/ZealotPhysicsTest,(物理測試) /// (Physics Test)=23252
Unit/EditorSuffix/ZergDropPodLarge,(蟲族，大型) /// (Zerg, Large)=23253
Unit/EditorSuffix/ZerusDestructibleArch,(澤瑞斯) /// (Zerus)=23254
Unit/EditorSuffix/ZerusDestructibleArchRubble,(澤瑞斯) /// (Zerus)=23255
Upgrade/EditorPrefix/DestroyerFasterTrain,毀滅者 - /// Destroyer -=23256
Upgrade/EditorPrefix/DestroyerFasterUpgrades,毀滅者 - /// Destroyer -=23257
Upgrade/EditorPrefix/DestroyerGasIncrease,毀滅者 - /// Destroyer -=23258
Upgrade/EditorPrefix/DestroyerImprovedOverlords,毀滅者 - /// Destroyer -=23259
Upgrade/EditorPrefix/FracturingSpines,蟲族之心 - 遁地獸 - /// HotS - Lurker -=23260
Upgrade/EditorPrefix/HotSBurrowSurge,蟲族之心 -  /// HotS -=23261
Upgrade/EditorPrefix/HotSCausticAdditive,蟲族之心 - 暴風艦 - /// HotS - Tempest -=23262
Upgrade/EditorPrefix/HotSCellRejuvenation,蟲族之心 - 螳螂 - /// HotS - Mantis -=23263
Upgrade/EditorPrefix/HotSCorrosiveBile,蟲族之心 -  /// HotS -=23264
Upgrade/EditorPrefix/HotSElongatedProboscis,蟲族之心 - 突襲獸(舊) - /// HotS - Prowler (Old) -=23265
Upgrade/EditorPrefix/HotSExtendedLash,蟲族之心 - 暴風艦 - /// HotS - Tempest -=23266
Upgrade/EditorPrefix/HotSGapingMaw,蟲族之心 - 吞噬蟲 - /// HotS - Devourer -=23267
Upgrade/EditorPrefix/HotSHardenedClaws,蟲族之心 - 突襲獸 - /// HotS - Prowler -=23268
Upgrade/EditorPrefix/HotSImprovedOsmosis,蟲族之心 - 吞噬蟲 - /// HotS - Devourer -=23269
Upgrade/EditorPrefix/HotSImprovedSporeTracking,蟲族之心 - 吞噬蟲 - /// HotS - Devourer -=23270
Upgrade/EditorPrefix/HotSInterlockingScales,蟲族之心 - 突襲獸 - /// HotS - Prowler -=23271
Upgrade/EditorPrefix/HotSKerriganKit1,zz Deprecated - Do Not Delete - /// zz Deprecated - Do Not Delete -=23272
Upgrade/EditorPrefix/HotSKerriganKit3,zz Deprecated - Do Not Delete - /// zz Deprecated - Do Not Delete -=23273
Upgrade/EditorPrefix/HotSLashingTongue,蟲族之心 -  /// HotS -=23274
Upgrade/EditorPrefix/HotSProtoSentience,蟲族之心 - 螳螂 - /// HotS - Mantis -=23275
Upgrade/EditorPrefix/HotSRedundantMembranes,蟲族之心 - 異化蟲 /// HotS - Zergling -=23276
Upgrade/EditorPrefix/HotSSecondaryGooDucts,蟲族之心 - 暴風艦 /// HotS - Tempest -=23277
Upgrade/EditorPrefix/HotSSerratedSpike,蟲族之心 - 暴風艦 /// HotS - Tempest -=23278
Upgrade/EditorPrefix/HotSStoneBurrow,蟲族之心 - 突襲獸 - /// HotS - Prowler -=23279
Upgrade/EditorPrefix/HotSTissueAssimilation,蟲族之心 - 螳螂 - /// HotS - Mantis -=23280
Upgrade/EditorPrefix/HotSTributaryDigestiveTract,蟲族之心 -  /// HotS -=23281
Upgrade/EditorPrefix/HotSTunnelingClaws,蟲族之心 - 突襲獸 - /// HotS - Prowler -=23282
Upgrade/EditorPrefix/HotSViscousSecretion,蟲族之心 - 暴風艦 /// HotS - Tempest -=23283
Upgrade/EditorPrefix/HotsAcceleratedMorph,噬爆蟲 - /// Gorgeling -=23284
Upgrade/EditorPrefix/HotsBarbedTalons,迅猛蟲 -  /// Raptor -=23285
