AUTHENTICATION_BETA_REGION,Beta=0
SkinPack/ShortName/HighTemplarIhanrii,伊翰利高階聖堂武士 /// Ihan-rii High Templar=17758
SkinPack/ShortName/HighTemplarPurifierSkinPack,淨化者高階聖堂武士 /// Purifier High Templar=17759
SkinPack/ShortName/HighTemplarTaldarimSkinPack,試煉者高階聖堂武士 /// Forged High Templar=17760
SkinPack/ShortName/HydraliskDenMecha,擬態機甲刺蛇獸穴 /// Simulant Hydralisk Den=17761
SkinPack/ShortName/HydraliskDenRCZ,地獄犬刺蛇獸穴 /// Cerberus Hydralisk Den=17762
SkinPack/ShortName/HydraliskMecha,擬態機甲刺蛇 /// Simulant Hydralisk=17763
SkinPack/ShortName/HydraliskNoxiousSkinPack,烈毒刺蛇 /// Noxious Hydralisk=17764
SkinPack/ShortName/HydraliskPrimalSkinPack,原生刺蛇 /// Primal Hydralisk=17765
SkinPack/ShortName/HydraliskRCZ,地獄犬刺蛇 /// Cerberus Hydralisk=17766
SkinPack/ShortName/HydraliskRemastered,經典刺蛇 /// Classic Hydralisk=17767
SkinPack/ShortName/HydraliskWebbySkinPack,利維坦刺蛇 /// Leviathan Hydralisk=17768
SkinPack/ShortName/ImmortalAdunSkinPack,亞頓不朽者 /// Adun Immortal=17769
SkinPack/ShortName/ImmortalGolden,黃金紀元不朽者 /// Golden Age Immortal=17770
SkinPack/ShortName/ImmortalIhanrii,伊翰利不朽者 /// Ihan-rii Immortal=17771
SkinPack/ShortName/ImmortalPurifierSkinPack,淨化者不朽者 /// Purifier Immortal=17772
SkinPack/ShortName/ImmortalTaldarimSkinPack,試煉者不朽者 /// Forged Immortal=17773
SkinPack/ShortName/InfestationPitMecha,擬態機甲感染巢 /// Simulant Infestation Pit=17774
SkinPack/ShortName/InfestationPitRCZ,地獄犬感染巢 /// Cerberus Infestation Pit=17775
SkinPack/ShortName/InfestorMecha,擬態機甲感染蟲 /// Simulant Infestor=17776
SkinPack/ShortName/InfestorPrimalSkinPack,原生感染蟲 /// Primal Infestor=17777
SkinPack/ShortName/InfestorRCZ,地獄犬感染蟲 /// Cerberus Infestor=17778
SkinPack/ShortName/InfestorWebbySkinPack,利維坦感染蟲 /// Leviathan Infestor=17779
SkinPack/ShortName/LarvaMecha,擬態機甲幼蟲 /// Simulant Larva=17780
SkinPack/ShortName/LarvaRCZ,地獄犬幼蟲 /// Cerberus Larva=17781
SkinPack/ShortName/LiberatorCovertOpsSkinPack,特種部隊解放者 /// Special Forces Liberator=17782
SkinPack/ShortName/LiberatorJunkerSkinPack,米拉掠奪者的解放者 /// Mira's Marauders Liberator=17783
SkinPack/ShortName/LiberatorSilver,泰拉朵解放者 /// Tyrador Liberator=17784
SkinPack/ShortName/LiberatorUmojan,尤摩捷解放者 /// Umojan Liberator=17785
SkinPack/ShortName/LurkerDenMecha,擬態機甲遁地獸穴 /// Simulant Lurker Den=17786
SkinPack/ShortName/LurkerDenRCZ,地獄犬遁地獸穴 /// Cerberus Lurker Den=17787
SkinPack/ShortName/LurkerMecha,擬態機甲遁地獸 /// Simulant Lurker=17788
SkinPack/ShortName/LurkerPrimalSkinPack,原生遁地獸 /// Primal Lurker=17789
SkinPack/ShortName/LurkerRCZ,地獄犬遁地獸 /// Cerberus Lurker=17790
SkinPack/ShortName/LurkerWebbySkinPack,利維坦遁地獸 /// Leviathan Lurker=17791
SkinPack/ShortName/MarauderCovertOpsSkinPack,特種部隊掠奪者 /// Special Forces Marauder=17792
SkinPack/ShortName/MarauderDeluxeSkinPack,升級版掠奪者 /// Upgraded Marauder=17793
SkinPack/ShortName/MarauderJunkerSkinPack,米拉掠奪者的掠奪者 /// Mira's Marauders Marauder=17794
SkinPack/ShortName/MarauderSilver,泰拉朵掠奪者 /// Tyrador Marauder=17795
SkinPack/ShortName/MarauderUmojan,尤摩捷掠奪者 /// Umojan Marauder=17796
SkinPack/ShortName/MarineCovertOpsSkinPack,特種部隊陸戰隊 /// Special Forces Marine=17797
SkinPack/ShortName/MarineJunkerSkinPack,米拉掠奪者的陸戰隊 /// Mira's Marauders Marine=17798
SkinPack/ShortName/MarineRemastered,經典陸戰隊 /// Classic Marine=17799
SkinPack/ShortName/MarineSilver,泰拉朵陸戰隊 /// Tyrador Marine=17800
SkinPack/ShortName/MarineUmojan,尤摩捷陸戰隊 /// Umojan Marine=17801
SkinPack/ShortName/MedivacCovertOpsSkinPack,特種部隊醫療艇 /// Special Forces Medivac=17802
SkinPack/ShortName/MedivacJunkerSkinPack,米拉掠奪者的醫療艇 /// Mira's Marauders Medivac=17803
SkinPack/ShortName/MedivacSilver,泰拉朵醫療艇 /// Tyrador Medivac=17804
SkinPack/ShortName/MedivacUmojan,尤摩捷醫療艇 /// Umojan Medivac=17805
SkinPack/ShortName/MissileTurretCovertOps,特種部隊飛彈砲台 /// Special Forces Missile Turret=17806
SkinPack/ShortName/MissileTurretSilver,泰拉朵飛彈砲台 /// Tyrador Missile Turret=17807
SkinPack/ShortName/MothershipGolden,黃金紀元聖母艦 /// Golden Age Mothership=17808
SkinPack/ShortName/MothershipIhanrii,伊翰利聖母艦 /// Ihan-rii Mothership=17809
SkinPack/ShortName/MothershipPurifierSkinPack,淨化者聖母艦 /// Purifier Mothership=17810
SkinPack/ShortName/MothershipTaldarimSkinPack,試煉者聖母艦 /// Forged Mothership=17811
SkinPack/ShortName/MutaliskMecha,擬態機甲飛螳 /// Simulant Mutalisk=17812
SkinPack/ShortName/MutaliskPrimalSkinPack,原生飛螳 /// Primal Mutalisk=17813
SkinPack/ShortName/MutaliskRCZ,地獄犬飛螳 /// Cerberus Mutalisk=17814
SkinPack/ShortName/MutaliskWebbySkinPack,利維坦飛螳 /// Leviathan Mutalisk=17815
SkinPack/ShortName/NexusForged,試煉者星核 /// Forged Nexus=17816
SkinPack/ShortName/NexusIhanrii,伊翰利星核 /// Ihan-rii Nexus=17817
SkinPack/ShortName/NexusRemastered,經典星核 /// Classic Nexus=17818
SkinPack/ShortName/NydusNetworkMecha,擬態機甲蟲殖地網 /// Simulant Nydus Network=17819
SkinPack/ShortName/NydusNetworkRCZ,地獄犬蟲殖地網 /// Cerberus Nydus Network=17820
SkinPack/ShortName/ObserverGolden,黃金紀元觀察者 /// Golden Age Observer=17821
SkinPack/ShortName/ObserverIhanrii,伊翰利觀察者 /// Ihan-rii Observer=17822
SkinPack/ShortName/ObserverPurifierSkinPack,淨化者觀察者 /// Purifier Observer=17823
SkinPack/ShortName/ObserverTaldarimSkinPack,試煉者觀察者 /// Forged Observer=17824
SkinPack/ShortName/OracleGolden,黃金紀元先知艦 /// Golden Age Oracle=17825
SkinPack/ShortName/OracleIhanrii,伊翰利先知艦 /// Ihan-rii Oracle=17826
SkinPack/ShortName/OraclePurifierSkinPack,淨化者先知艦 /// Purifier Oracle=17827
SkinPack/ShortName/OracleTaldarimSkinPack,試煉者先知艦 /// Forged Oracle=17828
SkinPack/ShortName/OverSeerPrimalSkinPack,原生監察王蟲 /// Primal Overseer=17829
SkinPack/ShortName/OverSeerWebbySkinPack,利維坦監察王蟲 /// Leviathan Overseer=17830
SkinPack/ShortName/OverlordMecha,擬態機甲王蟲 /// Simulant Overlord=17831
SkinPack/ShortName/OverlordPrimalSkinPack,原生王蟲 /// Primal Overlord=17832
SkinPack/ShortName/OverlordRCZ,地獄犬王蟲 /// Cerberus Overlord=17833
SkinPack/ShortName/OverlordWebbySkinPack,利維坦王蟲 /// Leviathan Overlord=17834
SkinPack/ShortName/OverseerMecha,擬態機甲監察王蟲 /// Simulant Overseer=17835
SkinPack/ShortName/OverseerRCZ,地獄犬監察王蟲 /// Cerberus Overseer=17836
SkinPack/ShortName/PhoenixGolden,黃金紀元鳳凰戰機 /// Golden Age Phoenix=17837
SkinPack/ShortName/PhoenixIhanrii,伊翰利鳳凰戰機 /// Ihan-rii Phoenix=17838
SkinPack/ShortName/PhoenixPurifierSkinPack,淨化者鳳凰戰機 /// Purifier Phoenix=17839
SkinPack/ShortName/PhoenixTaldarimSkinPack,試煉者鳳凰戰機 /// Forged Phoenix=17840
SkinPack/ShortName/PhotonCannonForged,試煉者光子加農砲 /// Forged Photon Cannon=17841
SkinPack/ShortName/PhotonCannonIhanrii,伊翰利光子加農砲 /// Ihan-rii Photon Cannon=17842
SkinPack/ShortName/ProbeGolden,黃金紀元探測機 /// Golden Age Probe=17843
SkinPack/ShortName/ProbeIhanrii,伊翰利探測機 /// Ihan-rii Probe=17844
SkinPack/ShortName/ProbePurifierSkinPack,淨化者探測機 /// Purifier Probe=17845
SkinPack/ShortName/ProbeRemastered,經典探測機=17846
SkinPack/ShortName/ProbeTaldarimSkinPack,試煉者探測機 /// Forged Probe=17847
SkinPack/ShortName/PylonForged,試煉者水晶塔 /// Forged Pylon=17848
SkinPack/ShortName/PylonIhanrii,伊翰利水晶塔 /// Ihan-rii Pylon=17849
SkinPack/ShortName/QueenMecha,擬態機甲后蟲 /// Simulant Queen=17850
SkinPack/ShortName/QueenPrimalSkinPack,原生后蟲 /// Primal Queen=17851
SkinPack/ShortName/QueenRCZ,地獄犬后蟲 /// Cerberus Queen=17852
SkinPack/ShortName/QueenWebbySkinPack,利維坦后蟲 /// Leviathan Queen=17853
SkinPack/ShortName/RavagerBoneSkinPack,外骨骼劫毀蟲 /// Bone Ravager=17854
SkinPack/ShortName/RavagerMecha,擬態機甲劫毀蟲 /// Simulant Ravager=17855
SkinPack/ShortName/RavagerPrimalSkinPack,原生劫毀蟲 /// Primal Ravager=17856
SkinPack/ShortName/RavagerRCZ,地獄犬劫毀蟲 /// Cerberus Ravager=17857
SkinPack/ShortName/RavagerWebbySkinPack,利維坦劫毀蟲 /// Leviathan Ravager=17858
SkinPack/ShortName/RavenCovertOpsSkinPack,特種部隊渡鴉 /// Special Forces Raven=17859
SkinPack/ShortName/RavenJunkerSkinPack,米拉掠奪者的渡鴉 /// Mira's Marauders Raven=17860
SkinPack/ShortName/RavenSilver,泰拉朵渡鴉 /// Tyrador Raven=17861
SkinPack/ShortName/RavenUmojan,尤摩捷渡鴉 /// Umojan Raven=17862
SkinPack/ShortName/ReactorCovertOps,特種部隊反應爐 /// Special Forces Reactor=17863
SkinPack/ShortName/ReactorSilver,泰拉朵反應爐 /// Tyrador Reactor=17864
SkinPack/ShortName/ReaperCovertOpsSkinPack,特種部隊死神 /// Special Forces Reaper=17865
SkinPack/ShortName/ReaperJunkerSkinPack,米拉掠奪者的死神 /// Mira's Marauders Reaper=17866
SkinPack/ShortName/ReaperSilver,泰拉朵死神 /// Tyrador Reaper=17867
SkinPack/ShortName/ReaperUmojan,尤摩捷死神 /// Umojan Reaper=17868
SkinPack/ShortName/RefineryCovertOps,特種部隊瓦斯精煉廠 /// Special Forces Refinery=17869
SkinPack/ShortName/RefinerySilver,泰拉朵瓦斯精煉廠 /// Tyrador Refinery=17870
SkinPack/ShortName/RoachDeluxeSkinPack,進化版蟑螂 /// Evolved Roach=17871
SkinPack/ShortName/RoachMecha,擬態機甲蟑螂 /// Simulant Roach=17872
SkinPack/ShortName/RoachPrimalSkinPack,原生蟑螂 /// Primal Roach=17873
SkinPack/ShortName/RoachRCZ,地獄犬蟑螂 /// Cerberus Roach=17874
SkinPack/ShortName/RoachWarrenMecha,擬態機甲蟑螂繁殖場 /// Simulant Roach Warren=17875
SkinPack/ShortName/RoachWarrenRCZ,地獄犬蟑螂繁殖場 /// Cerberus Roach Warren=17876
SkinPack/ShortName/RoachWebbySkinPack,利維坦蟑螂 /// Leviathan Roach=17877
SkinPack/ShortName/RoboticsBayForged,試煉者機械研究所 /// Forged Robotics Bay=17878
SkinPack/ShortName/RoboticsBayIhanrii,伊翰利機械研究所 /// Ihan-rii Robotics Bay=17879
SkinPack/ShortName/RoboticsFacilityForged,試煉者機械製造廠 /// Forged Robotics Facility=17880
SkinPack/ShortName/RoboticsFacilityIhanrii,伊翰利機械製造廠 /// Ihan-rii Robotics Facility=17881
SkinPack/ShortName/SCVCovertOpsSkinPack,特種部隊太空工程車 /// Special Forces SCV=17882
SkinPack/ShortName/SCVJunkerMMSkinPack,米拉掠奪者的太空工程車 /// Mira's Marauders SCV=17883
SkinPack/ShortName/SCVRemastered,經典太空工程車=17884
SkinPack/ShortName/SCVSilver,泰拉朵太空工程車 /// Tyrador SCV=17885
SkinPack/ShortName/SCVUmojan,尤摩捷太空工程車 /// Umojan SCV=17886
SkinPack/ShortName/SensorTowerCovertOps,特種部隊感應塔 /// Special Forces Sensor Tower=17887
SkinPack/ShortName/SensorTowerSilver,泰拉朵感應塔 /// Tyrador Sensor Tower=17888
SkinPack/ShortName/SentryGolden,黃金紀元哨衛 /// Golden Age Sentry=17889
SkinPack/ShortName/SentryIhanrii,伊翰利哨衛 /// Ihan-rii Sentry=17890
SkinPack/ShortName/SentryPurifierSkinPack,淨化者哨衛 /// Purifier Sentry=17891
SkinPack/ShortName/SentryTaldarimSkinPack,試煉者哨衛 /// Forged Sentry=17892
SkinPack/ShortName/ShieldBatteryForged,試煉者護盾充能器 /// Forged Shield Battery=17893
SkinPack/ShortName/ShieldBatteryIhanrii,伊翰利護盾充能器 /// Ihan-rii Shield Battery=17894
SkinPack/ShortName/SiegeTankCovertOpsSkinPack,特種部隊攻城坦克 /// Special Forces Siege Tank=17895
SkinPack/ShortName/SiegeTankJunkerSkinPack,米拉掠奪者的攻城坦克 /// Mira's Marauders Siege Tank=17896
SkinPack/ShortName/SiegeTankMercSkinPack,特戰隊攻城坦克 /// Commando Siege Tank=17897
SkinPack/ShortName/SiegeTankSilver,泰拉朵攻城坦克 /// Tyrador Siege Tank=17898
SkinPack/ShortName/SiegeTankUmojan,尤摩捷攻城坦克 /// Umojan Siege Tank=17899
SkinPack/ShortName/SpawningPoolMecha,擬態機甲孵化池 /// Simulant Spawning Pool=17900
SkinPack/ShortName/SpawningPoolRCZ,地獄犬孵化池 /// Cerberus Spawning Pool=17901
SkinPack/ShortName/SpineCrawlerMecha,擬態機甲脊刺爬行蟲 /// Simulant Spine Crawler=17902
SkinPack/ShortName/SpineCrawlerRCZ,地獄犬脊刺爬行蟲 /// Cerberus Spine Crawler=17903
SkinPack/ShortName/SpireMecha,擬態機甲螺旋塔 /// Simulant Spire=17904
SkinPack/ShortName/SpireRCZ,地獄犬螺旋塔 /// Cerberus Spire=17905
SkinPack/ShortName/SporeCrawlerMecha,擬態機甲孢子爬行蟲 /// Simulant Spore Crawler=17906
SkinPack/ShortName/SporeCrawlerRCZ,地獄犬孢子爬行蟲 /// Cerberus Spore Crawler=17907
SkinPack/ShortName/StalkerDeluxeSkinPack,高階追獵者 /// Advanced Stalker=17908
SkinPack/ShortName/StalkerGolden,黃金紀元追獵者 /// Golden Age Stalker=17909
SkinPack/ShortName/StalkerIhanrii,伊翰利追獵者 /// Ihan-rii Stalker=17910
SkinPack/ShortName/StalkerPurifierSkinPack,淨化者追獵者 /// Purifier Stalker=17911
SkinPack/ShortName/StalkerTaldarimSkinPack,試煉者追獵者 /// Forged Stalker=17912
SkinPack/ShortName/StargateForged,試煉者星際之門 /// Forged Stargate=17913
SkinPack/ShortName/StargateIhanrii,伊翰利星際之門 /// Ihan-rii Stargate=17914
SkinPack/ShortName/StarportCovertOps,特種部隊星際港 /// Special Forces Starport=17915
SkinPack/ShortName/StarportSilver,泰拉朵星際港 /// Tyrador Starport=17916
SkinPack/ShortName/SupplyDepotCovertOps,特種部隊補給站 /// Special Forces Supply Depot=17917
SkinPack/ShortName/SupplyDepotSilver,泰拉朵補給站 /// Tyrador Supply Depot=17918
SkinPack/ShortName/SwarmHostMecha,擬態機甲百生獸 /// Simulant Swarm Host=17919
SkinPack/ShortName/SwarmHostPrimalSkinPack,原生百生獸 /// Primal Swarm Host=17920
SkinPack/ShortName/SwarmHostRCZ,地獄犬百生獸 /// Cerberus Swarm Host=17921
SkinPack/ShortName/SwarmHostWebbySkinPack,利維坦百生獸 /// Leviathan Swarm Host=17922
SkinPack/ShortName/TechLabCovertOps,特種部隊科技實驗室 /// Special Forces Tech Lab=17923
SkinPack/ShortName/TechLabSilver,泰拉朵科技實驗室 /// Tyrador Tech Lab=17924
SkinPack/ShortName/TempestGolden,黃金紀元暴風艦 /// Golden Age Tempest=17925
SkinPack/ShortName/TempestIhanrii,伊翰利暴風艦 /// Ihan-rii Tempest=17926
SkinPack/ShortName/TempestPurifierSkinPack,淨化者暴風艦 /// Purifier Tempest=17927
SkinPack/ShortName/TempestTaldarimSkinPack,試煉者暴風艦 /// Forged Tempest=17928
SkinPack/ShortName/TemplarArchiveForged,試煉者聖堂文庫 /// Forged Templar Archives=17929
SkinPack/ShortName/TemplarArchiveIhanrii,伊翰利聖堂文庫 /// Ihan-rii Templar Archives=17930
SkinPack/ShortName/ThorCovertOpsSkinPack,特種部隊雷神 /// Special Forces Thor=17931
SkinPack/ShortName/ThorJunkerSkinPack,米拉掠奪者的雷神 /// Mira's Marauders Thor=17932
SkinPack/ShortName/ThorSilver,泰拉朵雷神 /// Tyrador Thor=17933
SkinPack/ShortName/ThorUmojan,尤摩捷雷神 /// Umojan Thor=17934
SkinPack/ShortName/TwilightCouncilForged,試煉者暮光議會 /// Forged Twilight Council=17935
SkinPack/ShortName/TwilightCouncilIhanrii,伊翰利暮光議會 /// Ihan-rii Twilight Council=17936
SkinPack/ShortName/UltraliskCavernMecha,擬態機甲雷獸洞穴 /// Simulant Ultralisk Cavern=17937
SkinPack/ShortName/UltraliskCavernRCZ,地獄犬雷獸洞穴 /// Cerberus Ultralisk Cavern=17938
SkinPack/ShortName/UltraliskMecha,擬態機甲雷獸 /// Simulant Ultralisk=17939
SkinPack/ShortName/UltraliskPrimalSkinPack,原生雷獸 /// Primal Ultralisk=17940
SkinPack/ShortName/UltraliskRCZ,地獄犬雷獸 /// Cerberus Ultralisk=17941
SkinPack/ShortName/UltraliskRemastered,經典雷獸 /// Classic Ultralisk=17942
SkinPack/ShortName/UltraliskWebbySkinPack,利維坦雷獸 /// Leviathan Ultralisk=17943
SkinPack/ShortName/VikingCovertOpsSkinPack,特種部隊維京戰機 /// Special Forces Viking=17944
SkinPack/ShortName/VikingJunkerSkinPack,米拉掠奪者的維京戰機 /// Mira's Marauders Viking=17945
SkinPack/ShortName/VikingMechaSkinPack,機甲維京戰機 /// Mecha Viking=17946
SkinPack/ShortName/VikingSilver,泰拉朵維京戰機 /// Tyrador Viking=17947
SkinPack/ShortName/VikingUmojan,尤摩捷維京戰機 /// Umojan Viking=17948
SkinPack/ShortName/ViperMecha,擬態機甲飛蟒 /// Simulant Viper=17949
SkinPack/ShortName/ViperPrimalSkinPack,原生飛蟒 /// Primal Viper=17950
SkinPack/ShortName/ViperRCZ,地獄犬飛蟒 /// Cerberus Viper=17951
SkinPack/ShortName/ViperWebbySkinPack,利維坦飛蟒 /// Leviathan Viper=17952
SkinPack/ShortName/VoidRayGolden,黃金紀元虛空艦 /// Golden Age Void Ray=17953
SkinPack/ShortName/VoidRayIhanrii,伊翰利虛空艦 /// Ihan-rii Void Ray=17954
SkinPack/ShortName/VoidRayPurifierSkinPack,淨化者虛空艦 /// Purifier Void Ray=17955
SkinPack/ShortName/VoidRayTaldarimSkinPack,試煉者虛空艦 /// Forged Void Ray=17956
SkinPack/ShortName/WarpPrismGolden,黃金紀元傳輸稜鏡 /// Golden Age Warp Prism=17957
SkinPack/ShortName/WarpPrismIhanrii,伊翰利傳輸稜鏡 /// Ihan-rii Warp Prism=17958
SkinPack/ShortName/WarpPrismNerazimSkinPack,夏庫拉斯傳輸稜鏡 /// Shakuras Warp Prism=17959
SkinPack/ShortName/WarpPrismPurifierSkinPack,淨化者傳輸稜鏡 /// Purifier Warp Prism=17960
SkinPack/ShortName/WarpPrismTaldarimSkinPack,試煉者傳輸稜鏡 /// Forged Warp Prism=17961
SkinPack/ShortName/WidowMineCovertOpsSkinPack,特種部隊寡婦詭雷 /// Special Forces Widow Mine=17962
SkinPack/ShortName/WidowMineJunkerSkinPack,米拉掠奪者的寡婦詭雷 /// Mira's Marauders Widow Mine=17963
SkinPack/ShortName/WidowMineSilver,泰拉朵寡婦詭雷 /// Tyrador Widow Mine=17964
SkinPack/ShortName/WidowMineUmojan,尤摩捷寡婦詭雷 /// Umojan Widow Mine=17965
SkinPack/ShortName/ZealotGolden,黃金紀元狂戰士 /// Golden Age Zealot=17966
SkinPack/ShortName/ZealotIhanrii,伊翰利狂戰士 /// Ihan-rii Zealot=17967
SkinPack/ShortName/ZealotPurifierSkinPack,淨化者狂戰士 /// Purifier Zealot=17968
SkinPack/ShortName/ZealotRemastered,經典狂戰士 /// Classic Zealot=17969
SkinPack/ShortName/ZealotTaldarimSkinPack,試煉者狂戰士 /// Forged Zealot=17970
SkinPack/ShortName/ZerglingMecha,擬態機甲異化蟲 /// Simulant Zergling=17971
SkinPack/ShortName/ZerglingPrimalSkinPack,原生異化蟲 /// Primal Zergling=17972
SkinPack/ShortName/ZerglingRCZ,地獄犬異化蟲 /// Cerberus Zergling=17973
SkinPack/ShortName/ZerglingWebbySkinPack,利維坦異化蟲 /// Leviathan Zergling=17974
SkinSet/Name/PlayerSetting,玩家設定值=17975
Switcher/IDS_LAUNCH_ERROR,啟動《星海爭霸II》時發生錯誤，請稍後再試。 /// An error occurred starting StarCraft II.  Please try again.=17976
Switcher/IDS_MISSING_BUILD,缺少必要檔案，無法執行《星海爭霸II》。請重新安裝。 /// Unable to run StarCraft II. Required files are missing. Please reinstall StarCraft II.=17977
Switcher/IDS_MISSING_INSTRUCTION,無法執行《星海爭霸II》64位元客戶端。您的處理器不符合最低系統需求，需要可支援CMPXCHG16B指令的處理器。請改為執行32位元客戶端。 /// Unable to run StarCraft II 64 bit client. Processor does not meet minimum system requirements. CMPXCHG16B instruction support is required. Please run the 32 bit client instead.=17978
Switcher/IDS_MISSING_SSE,無法執行《星海爭霸II》。您的處理器不符合最低系統需求，需要使用可支援SSE／SSE2的處理器。 /// Unable to run StarCraft II. Processor does not meet minimum system requirements. SSE/SSE2 support is required.=17979
Switcher/IDS_TITLE,《星海爭霸II》 /// StarCraft II=17980
Terrain/Name/Agria,[過期]阿格利亞（叢林） /// [Outdated] Agria (Jungle)=17981
Terrain/Name/Aiur,[過期]艾爾（市區） /// [Outdated] Aiur (Urban)=17982
Terrain/Name/Avernus,[過期]愛弗諾斯（星際平台） /// [Outdated] Avernus (Space Platform)=17983
Terrain/Name/BelShir,[過期]貝爾石（叢林） /// [Outdated] Bel'Shir (Jungle)=17984
Terrain/Name/BraxisAlpha,[過期]布萊西斯‧阿爾法星（星際平台） /// [Outdated] Braxis Alpha (Space Platform)=17985
Terrain/Name/Castanar,[過期]卡司塔那（軍事設施） /// [Outdated] Castanar (Installation)=17986
Terrain/Name/Char,[過期]查爾星（火山地形） /// [Outdated] Char (Volcanic)=17987
Terrain/Name/Haven,[過期]海文星（叢林） /// [Outdated] Haven (Jungle)=17988
Terrain/Name/Korhal,[過期]克哈星（市區） /// [Outdated] Korhal (Urban)=17989
Terrain/Name/MarSara,[過期]瑪而‧薩拉（荒地） /// [Outdated] Mar Sara (Wasteland)=17990
Terrain/Name/Meinhoff,[過期]曼霍夫（月球地形） /// [Outdated] Meinhoff (Lunar)=17991
Terrain/Name/Monlyth,[過期]蒙利斯（月球地形） /// [Outdated] Monlyth (Lunar)=17992
Terrain/Name/NewFolsom,[過期]紐佛森（火山地形） /// [Outdated] New Folsom (Volcanic)=17993
Terrain/Name/PortZion,[過期]錫安港（荒地） /// [Outdated] Port Zion (Wasteland)=17994
Terrain/Name/Redstone,[過期]紅石星（火山地形） /// [Outdated] Redstone (Volcanic)=17995
Terrain/Name/Shakuras,[過期]夏庫拉斯（荒地） /// [Outdated] Shakuras (Wasteland)=17996
Terrain/Name/Tarsonis,[過期]塔桑尼斯（市區） /// [Outdated] Tarsonis (Urban)=17997
Terrain/Name/Typhon,[過期]鈦風 （荒地） /// [Outdated] Typhon (Wasteland)=17998
Terrain/Name/Tyrador,[過期]泰拉朵（市區） /// [Outdated] Tyrador (Urban)=17999
Terrain/Name/Ulaan,[過期]烏蘭（洞穴） /// [Outdated] Ulaan (Cave)=18000
Terrain/Name/Ulnar,[過期]奧納（薩爾納加世界艦） /// [Outdated] Ulnar (Xel Naga World Ship)=18001
Terrain/Name/Valhalla,[過期]瓦爾哈拉（月球地形） /// [Outdated] Valhalla (Lunar)=18002
Terrain/Name/Xil,[過期]錫爾（荒地） /// [Outdated] Xil (Wasteland)=18003
Terrain/Name/ZhakulDas,[過期]扎庫達斯（叢林） /// [Outdated] Zhakul'Das (Jungle)=18004
Tutorial/Title/CameraControl,鏡頭控制 /// Camera Control=18005
Tutorial/Title/Combat,戰鬥 /// Combat=18006
Tutorial/Title/Movement,移動 /// Movement=18007
Tutorial/Title/Overview,總覽 /// Overview=18008
Tutorial/Title/Protoss,神族 /// Protoss=18009
Tutorial/Title/ResourceCollection,資源採集 /// Resource Collection=18010
Tutorial/Title/TerranBaseConstruction,人類基地建造 /// Terran Base Construction=18011
Tutorial/Title/TerranSupply,人類補給 /// Terran Supply=18012
Tutorial/Title/TerranUnitProduction,生產人類單位 /// Terran Unit Production=18013
Tutorial/Title/Zerg,蟲族 /// Zerg=18014
UI/AIBuild/LateAirIcon,Assets\Textures\ui_aicommand_build_late_airunits.dds /// Assets\Textures\ui_aicommand_build_late_airunits.dds=18015
UI/AIBuild/LateAirName,<s val="@@StandardTooltipHeader">後期模式：生產空中單位</s><n/> /// <s val="@@StandardTooltipHeader">Late Game: Create Air</s><n/>=18016
UI/AIBuild/LateAirTip,著重於生產威力強大的空中單位。<n/><n/>單位可能包括：<n/><c val="FFFFFF">人類：戰巡艦、女妖轟炸機和維京戰機<n/>蟲族：寄生王蟲、飛螳和腐化飛蟲<n/>神族：暴風艦、航空母艦和虛空艦</c><n/><n/><c val="0080ff">每個A.I.只能選擇一種後期模式</c><n/>啟用：PLAYERS /// Focuses on producing devastating air units.<n/><n/>Example Units:<n/><c val="FFFFFF">T: Battlecruiser, Banshee, Viking<n/>Z: Broodlord, Mutalisk, Corruptor<n/>P: Tempest, Carrier, Voidray</c><n/><n/><c val="0080ff">Only one late game selection per A.I.</c><n/>Active: PLAYERS=18017
UI/AIBuild/LateCoreIcon,Assets\Textures\ui_aicommand_build_late_basicunits.dds /// Assets\Textures\ui_aicommand_build_late_basicunits.dds=18018
UI/AIBuild/LateCoreName,<s val="@@StandardTooltipHeader">後期模式：生產基礎單位</s><n/> /// <s val="@@StandardTooltipHeader">Late Game: Create Basic Units</s><n/>=18019
UI/AIBuild/LateCoreTip,主要著重於生產大量的基礎單位。<n/><n/>單位可能包括：<n/><c val="FFFFFF">人類：陸戰隊、掠奪者和醫療艇<n/>蟲族：異化蟲、毒爆蟲、蟑螂和感染蟲<n/>神族：狂戰士、追獵者、哨衛和不朽者</c><n/><n/><c val="0080ff">每個A.I.只能選擇一種後期模式</c><n/>啟用：PLAYERS /// Focuses on producing a large amount of basic units.<n/><n/>Example Units:<n/><c val="FFFFFF">T: Marine, Marauder, Medivac<n/>Z: Zergling, Baneling, Roach, Infestor<n/>P: Zealot, Stalker, Sentry, Immortal</c><n/><n/><c val="0080ff">Only one late game selection per A.I.</c><n/>Active: PLAYERS=18020
UI/AIBuild/LateSpecialIcon,Assets\Textures\ui_aicommand_build_late_casterunits.dds /// Assets\Textures\ui_aicommand_build_late_casterunits.dds=18021
UI/AIBuild/LateSpecialName,<s val="@@StandardTooltipHeader">後期模式：生產能施放技能的單位</s><n/> /// <s val="@@StandardTooltipHeader">Late Game: Create Casters</s><n/>=18022
