RequirementNode/Name/1,1=0
Behavior/Tooltip/AlgoritmStrikeFighterStartUnit,=6403
Behavior/Tooltip/Detector1122,Эта боевая единица может обнаруживать замаскированные или закопанные войска в поле обзора.=6404
Behavior/Tooltip/DrakkarAlgoritmForComrades,=6405
Behavior/Tooltip/DrakkarAlgoritmSlowing,=6406
Behavior/Tooltip/PenemundeAlgoritmContinueAttack,=6407
Behavior/Tooltip/PenemundeAlgoritmDownRange,=6408
Behavior/Tooltip/PenemundeAlgoritmMaxDPS,=6409
Behavior/Tooltip/PenemundeAlgoritmStartSlow,Боевая единица  получает  постоянно нарастающий урон.=6410
Behavior/Tooltip/ResourceDoublingField,Doubles the amount of resources Salvagers bring in. <c val="FF0000">Works only for Salvagers</c></c>=6411
Behavior/Tooltip/UEDAlgoritmDelayHelpSupresionField,Любой способностью можно нанести лишь 50% урона.=6412
Behavior/Tooltip/UEDAlgoritmMorphAcelerationTrain,Процесс призыва войск недоступен.=6413
Button/EditorPrefix/ButtonNapoleonDefense23,Наполеон - =6414
Button/EditorPrefix/CloakingDrone,Шаттл поддержки - =6415
Button/EditorSuffix/MedivacUnloadAll3,(Medivacs)=6416
Button/EditorSuffix/MedivacUnloadAll4,(Medivacs)=6417
Button/EditorSuffix/PrecisionStrikeDescription,Описание=6418
Effect/EditorPrefix/90mmCannons2,Siege Tank -=6419
Effect/EditorPrefix/AplyAlgoritmIrradiationBMField,Башня восстановления -=6420
Effect/EditorPrefix/ApplyAlgoritm1TowerMiningForComandCentr,Штаб операций -=6421
Effect/EditorPrefix/ApplyAlgoritmAcelerationTrain,Узел телепортации -=6422
Effect/EditorPrefix/ApplyAlgoritmBloodGarmr,Гармр - =6423
Effect/EditorPrefix/ApplyAlgoritmCancelAttackHiddenDrakkar,Драккар -=6424
Effect/EditorPrefix/ApplyAlgoritmChargeNapoleon,Наполеон -=6425
Effect/EditorPrefix/ApplyAlgoritmChargeStopNapoleon,Наполеон -=6426
Effect/EditorPrefix/ApplyAlgoritmContinueAttackPenemunde,Пенемюнде - =6427
Effect/EditorPrefix/ApplyAlgoritmFieldBeatanDruse,Башня обогащения -=6428
Effect/EditorPrefix/ApplyAlgoritmHightRegeneraishonEnergy,Башня восстановления -=6429
Effect/EditorPrefix/ApplyAlgoritmHightRegeneraishonHealf,Башня восстановления -=6430
Effect/EditorPrefix/ApplyAlgoritmInvisPassivityUED,Маскировочный дрон - =6431
Effect/EditorPrefix/ApplyAlgoritmInvisUEDBegin,Маскировочный дрон - =6432
Effect/EditorPrefix/ApplyAlgoritmIrradiationBMField,Башня восстановления -=6433
Effect/EditorPrefix/ApplyAlgoritmKolichestvoDruseTower,Башня обогащения -=6434
Effect/EditorPrefix/ApplyAlgoritmLazarusRegenHelf,Лазарус - =6435
Effect/EditorPrefix/ApplyAlgoritmMarkerForComrade,Драккар -=6436
Effect/EditorPrefix/ApplyAlgoritmNapoleonDefense,Наполеон - =6437
Effect/EditorPrefix/ApplyAlgoritmOutAttackPenemunde,Пенемюнде - =6438
Effect/EditorPrefix/ApplyAlgoritmSpeedStrikeFighter,Штурмовик - =6439
Effect/EditorPrefix/ApplyAlgoritmStrikeFighterAirAttack,Штурмовик - =6440
Effect/EditorPrefix/ApplyAlgoritmStrikeFighterGroundAttack,Штурмовик - =6441
Effect/EditorPrefix/ApplyAlgoritmSupresionFieldDelay,Шаттл поддержки - =6442
Effect/EditorPrefix/ApplyAlgoritmTargetPenemunde,Пенемюнде -=6443
Effect/EditorPrefix/ApplyAlgotitmStartSlow,Пенемюнде - =6444
Effect/EditorPrefix/ApplyUEDShieldsResurrection,Воскрешение -=6445
Effect/EditorPrefix/CancelAlgoritmSupresionFieldDelay,Шатлл поддержки - =6446
Effect/EditorPrefix/CancelDronCloacked,Дрон невилимости - =6447
Effect/EditorPrefix/CancelDronCloackedUED,Шаттл поддержки - =6448
Effect/EditorPrefix/CancelFieldBeatan,Башня обогащения -=6449
Effect/EditorPrefix/CancelIrradiationPassivField,Башня обогащения -=6450
Effect/EditorPrefix/CancelPenemundeAbility,Пенемюнде -=6451
Effect/EditorPrefix/CreatUnitBeacon,Штаб операций -=6452
Effect/EditorPrefix/CreatUnitTowerMining,Штаб операций -=6453
Effect/EditorPrefix/DamageOnBuilding,Хуракан - =6454
Effect/EditorPrefix/DesolatorMissileTankRockets,=6455
Effect/EditorPrefix/EMPApplyDecloakBehavior2,Ghost -=6456
Effect/EditorPrefix/EffectPeriodHelpAnimacionPenemunde,Пенемюнде -=6457
Effect/EditorPrefix/EffectPeriodHightRegeneration,Башня восстановления - =6458
Effect/EditorPrefix/EffectPeriodSpartanAttackAir,Спартанец - =6459
Effect/EditorPrefix/EffectPeriodSpartanAttackGround,Спартанец - =6460
Effect/EditorPrefix/EffectPeriodTimeDropTowerBeacon,Штаб операций - =6461
Effect/EditorPrefix/EffectPeriodTimeDropTowerMining,Башня обогащения -=6462
Effect/EditorPrefix/EffektFirePenemundeDamagePeriod,Пенемюнде -=6463
Effect/EditorPrefix/EffektPenemundeDamagePeriod,Пенемюнде -=6464
Effect/EditorPrefix/EffektPeriodConnectComandCentrVSTowerMining,Штаб операций -=6465
Effect/EditorPrefix/EffektPeriodConnektVSTowerMining,Минеральная друза -=6466
Effect/EditorPrefix/ExplodingGarmrSlow,Гармр - =6467
Effect/EditorPrefix/GhostHoldFire2,Ghost -=6468
Effect/EditorPrefix/GhostWeaponsFree2,Ghost -=6469
Effect/EditorPrefix/KillUnitDrakkar,Драккар - =6470
Effect/EditorPrefix/Minus1TowerMining,Штаб операций -=6471
Effect/EditorPrefix/MinusChargeNapoleon,Наполеон -=6472
Effect/EditorPrefix/MinusFireModeDrakkar,Драккар -=6473
Effect/EditorPrefix/MinusPassivField,Башня обогащения -=6474
Effect/EditorPrefix/PenemundeDamageBig,Пенемюнде - =6475
Effect/EditorPrefix/PenemundeDamageDiscrete,Пенемюнде - =6476
Effect/EditorPrefix/Period123433,Минеральная друза -=6477
Effect/EditorPrefix/RayPunisher,Salvager -=6478
Effect/EditorPrefix/ReleaseInterceptors2,Carrier -=6479
Effect/EditorPrefix/SearchAreaBMIrradiation,Башня восстановления -=6480
Effect/EditorPrefix/SearchAreaGarmrExploed,Гармр - =6481
Effect/EditorPrefix/SearchAreaLazarusRegenHelf,Лазарус - =6482
Effect/EditorPrefix/SearchAreaMineralDruseAfter,Башня обогащения -=6483
Effect/EditorPrefix/SearchAreaMineralDruseBefor,Башня обогащения -=6484
Effect/EditorPrefix/SearchAreaSlowPenemunde,Пенемюнде - =6485
Effect/EditorPrefix/SearchAreaTowerMining,Башня восстановления -=6486
Effect/EditorPrefix/SearchTowerMining,Штаб операций -=6487
Effect/EditorPrefix/SetAttackNapoleon,Наполеон -=6488
Effect/EditorPrefix/SetGarmrExploing,Гармр -=6489
Effect/EditorPrefix/SetGranateDamage,Ударная граната -=6490
Effect/EditorPrefix/SetIrradiationPassivField,Башня обогащения -=6491
Effect/EditorPrefix/SetPenemunde,Пенемюнде -=6492
Effect/EditorPrefix/SetPenemundeFireDamage,Пенемюнде -=6493
Effect/EditorPrefix/SetTowerMiningBegin,Башня обогащения -=6494
Effect/EditorPrefix/SetTowerPlace,Штаб операций -=6495
Effect/EditorPrefix/SetUEDCancelAlgoritmStrickeFighter,Штурмовик -=6496
Effect/EditorPrefix/SupplyDropApplyTempBehavior2,Command Center -=6497
Effect/EditorPrefix/UEDCancelStrikeFighterAirAttack,Штурмовик -=6498
Effect/EditorPrefix/UEDCancelStrikeFighterGroundAttack,Штурмовик -=6499
Effect/EditorPrefix/UEDCancelStrikeFighterStartAlgotitm,Штурмовик -=6500
Effect/EditorPrefix/UEDDamageSpartanGround,Спартанец - =6501
Effect/EditorPrefix/UEDDeleteAlgoritmDie,Воскрешение -=6502
Effect/EditorPrefix/UEDEffektPenemundeAttackRangeBig,Пенемюнде -=6503
Effect/EditorPrefix/UEDGarmrTransformDown,Гармр - =6504
Effect/EditorPrefix/UEDGarmrTransformUp,Гармр - =6505
Effect/EditorPrefix/UEDLaunchMissleSpartan,Спартанец - =6506
Effect/EditorPrefix/UEDSetIrradiationStart,Башня обогащения -=6507
Effect/EditorPrefix/UEDTyphoonRocketsAll,=6508
Effect/EditorPrefix/UEDTyphoonRocketsSmallGroup,=6509
Effect/EditorSuffix/DesolatorMissileTankRockets,(Create Persistent)=6510
Effect/EditorSuffix/EMPApplyDecloakBehavior2,(Apply Decloak Behavior)=6511
Effect/EditorSuffix/PeriodEffectCitadelSplash,(Время)=6512
Effect/EditorSuffix/RayPunisher,(Damage)=6513
Effect/EditorSuffix/SetTowerMiningBegin,(начало)=6514
Effect/EditorSuffix/UEDTyphoonRocketsAll,(Create Persistent)=6515
Effect/EditorSuffix/UEDTyphoonRocketsSmallGroup,(Create Persistent)=6516
Model/EditorPrefix/AssaultTankPortrait,Portrait -=6517
Model/EditorPrefix/MainBattleTankPortrait,Portrait -=6518
Model/EditorPrefix/ModelUEDAnimationAirMod,Штурмовик - =6519
Model/EditorPrefix/ModelUEDAnimationCharge,Рубиновое око - =6520
Model/EditorPrefix/ModelUEDAnimationCitadelCharge,Цитадель - =6521
Model/EditorPrefix/ModelUEDAnimationCitadelSplah,Цитадель - =6522
Model/EditorPrefix/ModelUEDAnimationDefMatrix,Шаттл поддержки - =6523
Model/EditorPrefix/ModelUEDAnimationDetectionCrimsonEya,Рубиновое око - =6524
Model/EditorPrefix/ModelUEDAnimationRadarCrimsonEya,Рубиновое око - =6525
Model/EditorPrefix/ModelUEDAnimationSpeedFly,Штурмовик - =6526
Model/EditorPrefix/StrikeTrooperPortrait2,Portrait -=6527
Model/EditorPrefix/UEDFirePortrait,Portrait -=6528
Model/EditorPrefix/UEDModelFieldOnPsionic,Шаттл поддержки - =6529
Model/EditorPrefix/UEDModelProcesUpgradeNodeTeleportation,Узел телепортации - =6530
Model/EditorPrefix/UEDModelSpartanDie,Спартанец - =6531
Model/EditorPrefix/UEDModelSpartanGroundLaunch,Спартанец - =6532
Model/EditorPrefix/UEDModelSpartanLaunchMissle,Спартанец - =6533
Model/EditorPrefix/UEDModelSpartanMissile,Спартанец - =6534
Model/EditorPrefix/UEDModelTyphoonRocketLaunh,Тайфун - =6535
Model/EditorPrefix/UEDModelUpgradeNodeTeleportation,Узел телепортации - =6536
Model/EditorPrefix/UEDPortraitGoliath123,Portrait -=6537
Model/EditorPrefix/UEDPortraitSpartan,Portrait -=6538
Model/Name/ArsenalHealModel,ArsenalHealModel=6539
Model/Name/ArsenalHealModel2,ArsenalHealModel=6540
Model/Name/AssaultTank,Assault Tank=6541
Model/Name/AssaultTankAttackImpact2,Assault Tank Attack Impact=6542
Model/Name/AssaultTankAttackLaunch2,Assault Tank Attack Launch=6543
Model/Name/AssaultTankDeathRagdoll2,Assault Tank Death Ragdoll=6544
Model/Name/AssaultTankPortrait,Assault Tank=6545
Model/Name/AssaultTankTankTankDeath2,Assault Tank Tank Death=6546
Model/Name/DesolatorMissileTank,Desolator Missile Tank=6547
Model/Name/DesolatorMissileTankAttackImpact,Desolator Missile Tank Attack Impact=6548
Model/Name/DesolatorMissileTankBeam,Desolator Missile Tank Beam=6549
Model/Name/DesolatorMissileTankDeath,Desolator Missile Tank Death=6550
Model/Name/DesolatorMissileTankDeathRagdoll,Desolator Missile Tank Death Ragdoll=6551
Model/Name/DesolatorMissileTankPortrait,Desolator Missile Tank Portrait=6552
Model/Name/EMP2Weapon2,EMP 2 Weapon=6553
Model/Name/EnrichmentTower2,Enrichment Tower silver ued=6554
Model/Name/GhostMengskNukeCollateralFire,GhostMengskNukeCollateralFire=6555
Model/Name/GhostMengskNukeCursorSplat,GhostMengskNukeCursorSplat=6556
Model/Name/GhostMengskNukeDrop,GhostMengskNukeDrop=6557
Model/Name/GhostMengskNukeExplode,GhostMengskNukeExplode=6558
Model/Name/GhostMengskNukeIndicator,GhostMengskNukeIndicator=6559
Model/Name/GhostMengskNukeLaunch,GhostMengskNukeLaunch=6560
Model/Name/GhostMengskNukeTarget,GhostMengskNukeTarget=6561
Model/Name/GlazeFireWorldSpace2,Glaze Fire World Space=6562
Model/Name/LiberatorAttackImpact3,Liberator Attack Impact=6563
Model/Name/LiberatorDamageMissile3,Liberator Damage Missile=6564
Model/Name/MainBattleTank,Main Battle Tank=6565
Model/Name/MainBattleTankAttackImpact,Main Battle Tank Attack Impact=6566
Model/Name/MainBattleTankAttackLaunch,Main Battle Tank Attack Launch=6567
Model/Name/MainBattleTankPortrait,Main Battle Tank=6568
Model/Name/MainBattleTankTankDeath,Main Battle Tank Death=6569
Model/Name/ModelUEDAnimationAirMod,Модель анимации воздушного режима=6570
Model/Name/ModelUEDAnimationCitadelCharge,Модель анимации способности=6571
Model/Name/ModelUEDAnimationCitadelSplah,Модель анимации сплеш урона=6572
Model/Name/ModelUEDAnimationDefMatrix,Модель анимации защитной матрицы=6573
Model/Name/ModelUEDAnimationDetectionCrimsonEya,Модель анимации детекции=6574
Model/Name/ModelUEDAnimationHightRegeneration,Модель анимации повышенной регенерации=6575
Model/Name/ModelUEDAnimationRadarCrimsonEya,Модель анимации радара=6576
Model/Name/ModelUEDAnimationSpeedFly,Модель анимации Скорости=6577
Model/Name/StimpackEndImpact2,Stimpack End Impact=6578
Model/Name/StimpackStartImpact2,Stimpack Start Impact=6579
Model/Name/StrikeTrooper2,StrikeTrooper=6580
Model/Name/StrikeTrooperDeath2,StrikeTrooper Death=6581
Model/Name/StrikeTrooperDeathAcid2,StrikeTrooper Death Acid=6582
Model/Name/StrikeTrooperDeathBlast2,StrikeTrooper Death Blast=6583
Model/Name/StrikeTrooperDeathEat2,StrikeTrooper Death Eat=6584
Model/Name/StrikeTrooperDeathEviscerate2,StrikeTrooper Death Eviscerate=6585
Model/Name/StrikeTrooperDeathFire2,StrikeTrooper Death Fire=6586
Model/Name/StrikeTrooperDeathRagdoll2,StrikeTrooper Death Ragdoll=6587
Model/Name/StrikeTrooperPortrait2,StrikeTrooper=6588
Model/Name/SupplyDepotPortrait2,Supply Depot Portrait=6589
Model/Name/SupplyDepotPortrait3,Supply Depot Portrait=6590
Model/Name/SupplyDropModel22,Supply Drop Model=6591
Model/Name/SupplyDropModel222,Supply Drop Model=6592
Model/Name/SupplyDropModel223,Supply Drop Model=6593
Model/Name/TerranDropPod,Terran Drop Pod=6594
Model/Name/TerranLargeUnitDeathLow2,Terran Large Unit Death Low=6595
Model/Name/TerranSmallUnitDeathLow7,Terran Small Unit Death Low=6596
Model/Name/UEDFirePortrait,Firebat=6597
Model/Name/UEDInfusionTowerHealModelStandard,Модель анимации стандартной регенерации=6598
Model/Name/UEDModelFieldOnPsionic,Модель включеного поля подавления псионики=6599
Model/Name/UEDModelProcesUpgradeNodeTeleportation,Модель процесса улучшения=6600
Model/Name/UEDModelSpartan,UEDModelSpartan=6601
Model/Name/UEDModelSpartanDie,Модель смерти=6602
Model/Name/UEDModelSpartanGroundLaunch,Модель наземного выстрела старт=6603
Model/Name/UEDModelSpartanLaunchMissle,Модель запуска ракеты=6604
Model/Name/UEDModelSpartanMissile,Модель ракеты=6605
Model/Name/UEDModelTyphoonRocketLaunh,Модель запуска ракеты=6606
Model/Name/UEDModelUpgradeNodeTeleportation,Модель свечения улучшеного узла=6607
Model/Name/UEDPortraitSpartan,Spartan=6608
Model/Name/UEDTTGrenadeImpact,Grenade Impact=6609
Model/Name/WarHoundAttackImpact3,War Hound Attack Impact=6610
Model/Name/WarHoundBeam3,War Hound Beam=6611
Mover/Name/LiberatorMissile2,Liberator Missile=6612
Requirement/EditorPrefix/EnginSurchargeProtocols2,Salvager -=6613
Requirement/EditorSuffix/EnginSurchargeProtocols2,добавляет способку салвагерам=6614
Requirement/Name/EnginSurchargeProtocols2,Learn Engin Surcharge Protocols=6615
Requirement/Name/LearnLazarusBattary,Изучено Аккумулятор лазаруса=6616
Requirement/Name/LearnLazarusReganHealf,Изучено полевое восстановление=6617
Requirement/Name/LearnNapoleonAbility,Изучено Генератор щитов=6618
Requirement/Name/LearnSpeedStrikeFigter,Изучено Плазменное топливо=6619
Requirement/Name/LearnTUEDLightArmor1,Learn UED LightArmor1=6620
Requirement/Name/LearnTUEDLightArmor2,Learn UED LightArmor2=6621
Requirement/Name/LearnTUEDLightArmor3,Learn UED LightArmor3=6622
Requirement/Name/LearnTowerMining,Изучено башня обогащения=6623
Requirement/Name/LearnUpgradeStrikeFigter,Изучено Воздушный бой=6624
Requirement/Name/LearnUpgraideDrakkar,Изучено легкий сплав беатания=6625
Requirement/Name/LearnUpgraideHurakan,Изучено калибровка двигателей=6626
Requirement/Name/LearnUpgraudeGoliathUED,Изучено бронебойные патроны=6627
Requirement/Name/TrebovanieKolishestvoTowerMining,Ограничение на башни обогащения=6628
Requirement/Name/TrebovanieStrikeFighterAirAttack,Для режима воздушного боя=6629
Requirement/Name/TrebovanieStrikeFighterGroundAttack,Для режима наземного боя=6630
Requirement/Name/UEDLearnHightDurability,Изучено Повышенная прочность=6631
Requirement/Name/UEDLearnPenemundeRange,Изучено Протокол "Возмездие"=6632
Requirement/Name/UEDLearnSpeedProjectile,Изучено Скоростной снаряд=6633
Requirement/Name/UseDrakkarUpgrade,Использовать Прицельный режим=6634
Requirement/Name/UseLazarusBattary,Использовать Аккумулятор Лазаруса=6635
Requirement/Name/UseUEDSpeedStrikeFighter,Использовать Плазменное топливо=6636
Requirement/Name/UseUpgraideDrakkar,Использовать внутренний стабилизатор=6637
Requirement/Name/UseUpgraideHurakan,Использовать калибровку двигателей=6638
RequirementNode/Name/AllowUnitAssaultTank,AllowUnit(AssaultTank)=6639
RequirementNode/Name/AllowUnitDesolatorMissileTank,AllowUnit(DesolatorMissileTank)=6640
RequirementNode/Name/AllowUnitMainBattleTank,AllowUnit(MainBattleTank)=6641
RequirementNode/Name/AndAllowUnitAssaultTankNotCountUpgradeFieldReloadingProtocolsQueuedOrBetter,AllowUnit(AssaultTank) && !CountUpgrade(FieldReloadingProtocols,QueuedOrBetter)=6642
RequirementNode/Name/AndAllowUnitDesolatorMissileTankNotCountUpgradeSalvoFiringPatternQueuedOrBetter,AllowUnit(DesolatorMissileTank) && !CountUpgrade(SalvoFiringPattern,QueuedOrBetter)=6643
RequirementNode/Name/AndAllowUnitMainBattleTankNotCountUpgradeTandemReactiveArmorQueuedOrBetter,AllowUnit(MainBattleTank) && !CountUpgrade(TandemReactiveArmor,QueuedOrBetter)=6644
RequirementNode/Name/AndAllowUnitSupportShuttleNotCountUpgradeUpgradeEnergeSupportShutlQueuedOrBetter,AllowUnit(SupportShuttle) && !CountUpgrade(UpgradeEnergeSupportShutl,QueuedOrBetter)=6645
RequirementNode/Name/AndCountUnitTacticsAcademyCompleteOnlyNot312347549CountBehaviorUEDAlgoritmHaveTrainQueuedOrBetterAtUnit,CountUnit(TacticsAcademy,CompleteOnly) && !{Отсутствие производства}CountBehavior(UEDAlgoritmHaveTrain,QueuedOrBetterAtUnit)=6646
RequirementNode/Name/AndCountUnitTeleportationNodeCompleteOnly2813629442TechTreeCheatGT28408138542CountBehaviorAlgoritmKolichestvoTowerMiningInProgressOrBetterAtUnit,CountUnit(TeleportationNode,CompleteOnly){Узел телепортации}[TechTreeCheat] && 2 > {Максимум 2 башни обогащения}CountBehavior(AlgoritmKolichestvoTowerMining,InProgressOrBetterAtUnit)=6647
RequirementNode/Name/AndCountUpgradeUEDArmorLevel1CompleteOnly,CountUpgrade(UEDArmorLevel1,CompleteOnly) && ()=6648
RequirementNode/Name/AndCountUpgradeUEDArmorLevel2CompleteOnly,CountUpgrade(UEDArmorLevel2,CompleteOnly) && ()=6649
RequirementNode/Name/AndCountUpgradeUEDArmorLightLevel1CompleteOnlyCountUnitFieldBureauCompleteOnly,CountUpgrade(UEDArmorLightLevel1,CompleteOnly) && CountUnit(FieldBureau,CompleteOnly)=6650
RequirementNode/Name/AndCountUpgradeUEDArmorLightLevel2CompleteOnlyCountUnitFieldBureauCompleteOnly,CountUpgrade(UEDArmorLightLevel2,CompleteOnly) && CountUnit(FieldBureau,CompleteOnly)=6651
RequirementNode/Name/AndCountUpgradeUEDVehicalsLevel1CompleteOnly,CountUpgrade(UEDVehicalsLevel1,CompleteOnly) && ()=6652
RequirementNode/Name/AndCountUpgradeUEDVehicalsLevel2CompleteOnly,CountUpgrade(UEDVehicalsLevel2,CompleteOnly) && ()=6653
RequirementNode/Name/AndCountUpgradeUEDWeaponsLevel1CompleteOnlyCountUnitFieldBureauCompleteOnly,CountUpgrade(UEDWeaponsLevel1,CompleteOnly) && CountUnit(FieldBureau,CompleteOnly)=6654
RequirementNode/Name/AndCountUpgradeUEDWeaponsLevel2CompleteOnlyCountUnitFieldBureauCompleteOnly,CountUpgrade(UEDWeaponsLevel2,CompleteOnly) && CountUnit(FieldBureau,CompleteOnly)=6655
RequirementNode/Name/AndCountUpgradeUpgraideDrakkarCompleteOnly75599237TechTreeCheat,CountUpgrade(UpgraideDrakkar,CompleteOnly){Запросить авторизоцию для легкого сплава беатания в Академии тактики}[TechTreeCheat] && ()=6656
RequirementNode/Name/AndEqCountUpgradeUEDVehicalsLevel1CompleteOnlyCountUnitMilitaryResearchStationCompleteOnly,CountUpgrade(UEDVehicalsLevel1,CompleteOnly) == () && CountUnit(MilitaryResearchStation,CompleteOnly)=6657
RequirementNode/Name/AndNotCountUpgradeUEDHightDurabilityQueuedOrBetter,!CountUpgrade(UEDHightDurability,QueuedOrBetter) && ()=6658
RequirementNode/Name/AndNotCountUpgradeUEDLazarusbatteryQueuedOrBetter,!CountUpgrade(UEDLazarusbattery,QueuedOrBetter) && ()=6659
RequirementNode/Name/AndNotCountUpgradeUEDSpeedProjectileQueuedOrBetter,!CountUpgrade(UEDSpeedProjectile,QueuedOrBetter) && ()=6660
RequirementNode/Name/AndNotCountUpgradeUEDUpgradeGoliathQueuedOrBetter,!CountUpgrade(UEDUpgradeGoliath,QueuedOrBetter) && ()=6661
RequirementNode/Name/AndNotCountUpgradeUEDUpgradeStrikeFighterQueuedOrBetter,!CountUpgrade(UEDUpgradeStrikeFighter,QueuedOrBetter) && ()=6662
RequirementNode/Name/AndNotCountUpgradeUEDUpgradeStrikeFighterSpeedQueuedOrBetter,!CountUpgrade(UEDUpgradeStrikeFighterSpeed,QueuedOrBetter) && ()=6663
RequirementNode/Name/AndNotCountUpgradeUpgradeAbilityCitadelUEDQueuedOrBetter,!CountUpgrade(UpgradeAbilityCitadelUED,QueuedOrBetter) && ()=6664
RequirementNode/Name/AndNotCountUpgradeUpgradeAbilityNapoleonQueuedOrBetter,!CountUpgrade(UpgradeAbilityNapoleon,QueuedOrBetter) && ()=6665
RequirementNode/Name/AndNotCountUpgradeUpgradeLazarusRegenHealfQueuedOrBetter,!CountUpgrade(UpgradeLazarusRegenHealf,QueuedOrBetter) && ()=6666
RequirementNode/Name/AndNotCountUpgradeUpgradePenemundeRangeQueuedOrBetter,!CountUpgrade(UpgradePenemundeRange,QueuedOrBetter) && ()=6667
RequirementNode/Name/AndNotCountUpgradeUpgradePhosphoricFireQueuedOrBetter,!CountUpgrade(UpgradePhosphoricFire,QueuedOrBetter) && ()=6668
RequirementNode/Name/AndNotCountUpgradeUpgradeSpeedHurakanQueuedOrBetter,!CountUpgrade(UpgradeSpeedHurakan,QueuedOrBetter) && ()=6669
RequirementNode/Name/AndNotCountUpgradeUpgradeTowerMiningQueuedOrBetter,!CountUpgrade(UpgradeTowerMining,QueuedOrBetter) && ()=6670
RequirementNode/Name/AndNotCountUpgradeUpgraideDrakkarQueuedOrBetter,!CountUpgrade(UpgraideDrakkar,QueuedOrBetter) && ()=6671
RequirementNode/Name/CountAbilMedivacTransport22Peak,CountAbil(MedivacTransport22,Peak)=6672
RequirementNode/Name/CountBehaviorAlgoritmDetectorCrimsonEyeQueuedOrBetterAtUnit2251062146,CountBehavior(AlgoritmDetectorCrimsonEye,QueuedOrBetterAtUnit){Вкл радар}=6673
RequirementNode/Name/CountBehaviorAlgoritmDetectorCrimsonEyeQueuedOrBetterAtUnit4247236544,CountBehavior(AlgoritmDetectorCrimsonEye,QueuedOrBetterAtUnit){Включить радар}=6674
RequirementNode/Name/CountBehaviorAlgoritmKolichestvoTowerMiningInProgressOrBetterAtUnit,CountBehavior(AlgoritmKolichestvoTowerMining,InProgressOrBetterAtUnit)=6675
RequirementNode/Name/CountBehaviorAlgoritmRadarCrimsonEyeCompleteOnlyAtUnit641276906,CountBehavior(AlgoritmRadarCrimsonEye,CompleteOnlyAtUnit){Находиться в режиме радара}=6676
RequirementNode/Name/CountBehaviorAlgoritmStrikeFighterAirAttackInProgressOrBetterAtUnit,CountBehavior(AlgoritmStrikeFighterAirAttack,InProgressOrBetterAtUnit)=6677
RequirementNode/Name/CountBehaviorAlgoritmStrikeFighterGroundAttackInProgressOrBetterAtUnit,CountBehavior(AlgoritmStrikeFighterGroundAttack,InProgressOrBetterAtUnit)=6678
RequirementNode/Name/CountBehaviorAlgoritmStrikeFighterStartUnitInProgressOrBetterAtUnit,CountBehavior(AlgoritmStrikeFighterStartUnit,InProgressOrBetterAtUnit)=6679
RequirementNode/Name/CountBehaviorDetector112QueuedOrBetterAtUnit4247236544,CountBehavior(Detector112,QueuedOrBetterAtUnit){Включить радар}=6680
RequirementNode/Name/CountBehaviorDrakkarAlgoritmFireModeCompleteOnlyAtUnit1993300253,CountBehavior(DrakkarAlgoritmFireMode,CompleteOnlyAtUnit){Перейти в режим стрельбы}=6681
RequirementNode/Name/CountUnitFieldBureauCompleteOnly,CountUnit(FieldBureau,CompleteOnly)=6682
RequirementNode/Name/CountUnitTeleportationNodeCompleteOnly2813629442TechTreeCheat,CountUnit(TeleportationNode,CompleteOnly){Узел телепортации}[TechTreeCheat]=6683
RequirementNode/Name/CountUpgradeEnginSurchargeProtocolsCompleteOnly,CountUpgrade(EnginSurchargeProtocols,CompleteOnly)=6684
RequirementNode/Name/CountUpgradeEnginSurchargeProtocolsCompleteOnly1739918594TechTreeCheat,CountUpgrade(EnginSurchargeProtocols,CompleteOnly){Получить авторизацию для Протоколов перегрузки двигателя на Военно-исследовательской станции}[TechTreeCheat]=6685
RequirementNode/Name/CountUpgradeEnginSurchargeProtocolsCompleteOnly3455002204TechTreeCheat,CountUpgrade(EnginSurchargeProtocols,CompleteOnly){Authorize Engine Surcharge Protocols at the Military Research Station}[TechTreeCheat]=6686
RequirementNode/Name/CountUpgradeFieldReloadingProtocolsCompleteOnly2487077285TechTreeCheat,CountUpgrade(FieldReloadingProtocols,CompleteOnly){Изучить Протоколы полевой перезарядки в Военно-исследовательской станции}[TechTreeCheat]=6687
RequirementNode/Name/CountUpgradeOpticalFlareCompleteOnly2955000994TechTreeCheat,CountUpgrade(OpticalFlare,CompleteOnly){Получить авторизацию для Оптической вспышки в Академии тактики}[TechTreeCheat]=6688
RequirementNode/Name/CountUpgradeOpticalFlareCompleteOnly3878674128TechTreeCheat,CountUpgrade(OpticalFlare,CompleteOnly){Разработать оптическую вспышку в полевом бюро.}[TechTreeCheat]=6689
RequirementNode/Name/CountUpgradeProjectedGravityShieldCompleteOnly3798557834TechTreeCheat,CountUpgrade(ProjectedGravityShield,CompleteOnly){Получить авторизацию для Поля подавления псионической энергии на Военно-исследовательской станции}[TechTreeCheat]=6690
RequirementNode/Name/CountUpgradeSalvoFiringPatternCompleteOnly1101467790TechTreeCheat,CountUpgrade(SalvoFiringPattern,CompleteOnly){Запросить авторизацию протоколов залпового огня на заводе боеприпасов.}[TechTreeCheat]=6691
RequirementNode/Name/CountUpgradeSalvoFiringPatternCompleteOnly1107140307TechTreeCheat,CountUpgrade(SalvoFiringPattern,CompleteOnly){Запросить авторизацию протоколов залпового огня в фабрике боеприпасов.}[TechTreeCheat]=6692
