AUTHENTICATION_BETA_REGION,Beta=0
Unit/Name/Gateway,Acceso /// Gateway=18682
Unit/Name/Ghost,Fantasma /// Ghost=18683
Unit/Name/GhostAcademy,Academia fantasma /// Ghost Academy=18684
Unit/Name/GhostMengskACGluescreenDummy,Sombra del emperador=18685
Unit/Name/GlaiveWurmWeapon,Guja dragón /// Glave Wurm=18686
Unit/Name/GlobeStatue,Estatua de la capital /// Capitol Statue=18687
Unit/Name/GlowLizard,Trillick /// Trillick=18688
Unit/Name/GoliathACGluescreenDummy,Goliat=18689
Unit/Name/GreaterSpire,Espiral mayor /// Greater Spire=18690
Unit/Name/GuardianACGluescreenDummy,Guardián=18691
Unit/Name/HHBattlecruiserACGluescreenDummy,Crucero de batalla soberano=18692
Unit/Name/HHBomberPlatformACGluescreenDummy,Plataforma de caza de asalto=18693
Unit/Name/HHHellionTankACGluescreenDummy,Murciélago infernal=18694
Unit/Name/HHMercStarportACGluescreenDummy,Galeón de asalto=18695
Unit/Name/HHMissileTurretACGluescreenDummy,Torreta de misiles=18696
Unit/Name/HHRavenACGluescreenDummy,Cuervo theia=18697
Unit/Name/HHReaperACGluescreenDummy,Segador=18698
Unit/Name/HHVikingACGluescreenDummy,Vikingo deimos=18699
Unit/Name/HHWidowMineACGluescreenDummy,Mina viuda=18700
Unit/Name/HHWraithACGluescreenDummy,Espectro asteria=18701
Unit/Name/Hatchery,Criadero /// Hatchery=18702
Unit/Name/HeavySiegeTankACGluescreenDummy,Tanque de asedio pesado=18703
Unit/Name/HellbatACGluescreenDummy,Murciélago infernal=18704
Unit/Name/HellbatRangerACGluescreenDummy,Murciélago infernal explorador=18705
Unit/Name/Hellion,Erebion /// Hellion=18706
Unit/Name/HelperEmitterSelectionArrow,Flecha de ayudante /// Helper Arrow=18707
Unit/Name/HerculesACGluescreenDummy,Hércules=18708
Unit/Name/HighTemplar,Alto templario /// High Templar=18709
Unit/Name/HighTemplarACGluescreenDummy,Alto templario=18710
Unit/Name/HighTemplarSkinPreview,Alto templario/Arconte=18711
Unit/Name/HighTemplarTaldarimACGluescreenDummy,Ascendiente=18712
Unit/Name/Hive,Colmena /// Hive=18713
Unit/Name/HunterSeekerWeapon,Rastreador /// Seeker=18714
Unit/Name/Hydralisk,Hidralisco /// Hydralisk=18715
Unit/Name/HydraliskACGluescreenDummy,Hidralisco=18716
Unit/Name/HydraliskAirWeapon,Hidralisco aéreo /// Hydralisk Air=18717
Unit/Name/HydraliskDen,Guarida de hidralisco /// Hydralisk Den=18718
Unit/Name/HydraliskGroundWeapon,Espinas aguja /// Needle Spine=18719
Unit/Name/HydraliskLurkerACGluescreenDummy,Hidralisco=18720
Unit/Name/Icosahedron,Icosaedro /// Icosahedron=18721
Unit/Name/Iguana,Yanguana /// Yanguana=18722
Unit/Name/Immortal,Inmortal /// Immortal=18723
Unit/Name/ImmortalACGluescreenDummy,Inmortal=18724
Unit/Name/ImmortalFenixACGluescreenDummy,Inmortal=18725
Unit/Name/ImmortalKaraxACGluescreenDummy,Inmortal=18726
Unit/Name/ImmortalTaldarimACGluescreenDummy,Vanguardia=18727
Unit/Name/InfestationPit,Foso de infestación /// Infestation Pit=18728
Unit/Name/InfestedTerransEgg,Huevo de Enjambre infestado /// Infested Swarm Egg=18729
Unit/Name/InfestedTerransEggPlacement,Colocar huevo de infestadores terran /// Infested Terrans Egg Placement=18730
Unit/Name/InfestedTerransWeapon,Enjambre infestado /// Infested Swarm=18731
Unit/Name/Infestor,Infestador /// Infestor=18732
Unit/Name/InfestorBurrowed,Infestador /// Infestor=18733
Unit/Name/InfestorTerran,Terran infestado /// Infested Terran=18734
Unit/Name/InfestorTerransEgg,Huevo de infestadores terran /// Infestor Terrans Egg=18735
Unit/Name/InfestorTerransWeapon,Arma de infestador terran /// Infestor Terrans Weapon=18736
Unit/Name/InhibitorZone,Generador de zona inhibidora=18737
Unit/Name/InhibitorZoneLarge,Zona inhibidora grande=18738
Unit/Name/InhibitorZoneMedium,Zona inhibidora mediana=18739
Unit/Name/InhibitorZoneSmall,Zona inhibidora pequeña=18740
Unit/Name/Interceptor,Interceptor /// Interceptor=18741
Unit/Name/IonCannonsWeapon,Cañones de iones /// Ion Cannons=18742
Unit/Name/KarakFemale,Karak hembra /// Female Karak=18743
Unit/Name/KarakMale,Karak macho /// Male Karak=18744
Unit/Name/KhaydarinMonolithACGluescreenDummy,Monolito khaydarin=18745
Unit/Name/Lair,Guarida /// Lair=18746
Unit/Name/Larva,Larva /// Larva=18747
Unit/Name/LarvaReleaseMissile,Larva libera misil /// Larva Release Missile=18748
Unit/Name/LeviathanACGluescreenDummy,Leviatán=18749
Unit/Name/LoadOutSpray@1,1=18750
Unit/Name/LoadOutSpray@10,10=18751
Unit/Name/LoadOutSpray@11,11=18752
Unit/Name/LoadOutSpray@12,12=18753
Unit/Name/LoadOutSpray@13,13=18754
Unit/Name/LoadOutSpray@14,14=18755
Unit/Name/LoadOutSpray@2,2=18756
Unit/Name/LoadOutSpray@3,3=18757
Unit/Name/LoadOutSpray@4,4=18758
Unit/Name/LoadOutSpray@5,5=18759
Unit/Name/LoadOutSpray@6,6=18760
Unit/Name/LoadOutSpray@7,7=18761
Unit/Name/LoadOutSpray@8,8=18762
Unit/Name/LoadOutSpray@9,9=18763
Unit/Name/LongboltMissileWeapon,Misil trueno /// Longbolt Missile=18764
Unit/Name/LurkerACGluescreenDummy,Merodeador=18765
Unit/Name/LurkerDenMP,Guarida de merodeador /// Lurker Den=18766
Unit/Name/LurkerMP,Merodeador /// Lurker=18767
Unit/Name/LurkerMPEgg,Capullo de merodeador /// Lurker Cocoon=18768
Unit/Name/Lyote,Lyote /// Lyote=18769
Unit/Name/MULE,MULA /// MULE=18770
Unit/Name/MarSaraBridgeBLUR,Puente de Mar Sara diagonal BLUR /// Mar Sara Bridge Diagonal BLUR=18771
Unit/Name/MarSaraBridgeBRUL,Puente de Mar Sara diagonal BRUL /// Mar Sara Bridge Diagonal BRUL=18772
Unit/Name/Marauder,Persecutor /// Marauder=18773
Unit/Name/MarauderACGluescreenDummy,Persecutor=18774
Unit/Name/MarauderCommandoACGluescreenDummy,Persecutor comando=18775
Unit/Name/MarauderLMWeapon,Persecutor /// Marauder=18776
Unit/Name/MarauderMengskACGluescreenDummy,Guarda Aegis=18777
Unit/Name/Marine,Soldado /// Marine=18778
Unit/Name/MarineACGluescreenDummy,Soldado=18779
Unit/Name/MechaBanelingACGluescreenDummy,Mecapesteling=18780
Unit/Name/MechaBattlecarrierLordACGluescreenDummy,Mecaseñor portanaves=18781
Unit/Name/MechaCorruptorACGluescreenDummy,Mecaenvilecedor=18782
Unit/Name/MechaHydraliskACGluescreenDummy,Mecahidralisco=18783
Unit/Name/MechaInfestorACGluescreenDummy,Mecainfestador=18784
Unit/Name/MechaLurkerACGluescreenDummy,Mecamerodeador=18785
Unit/Name/MechaOverseerACGluescreenDummy,Mecasupervisor=18786
Unit/Name/MechaSpineCrawlerACGluescreenDummy,Mecarreptador de espinas=18787
Unit/Name/MechaSporeCrawlerACGluescreenDummy,Mecarreptador de esporas=18788
Unit/Name/MechaUltraliskACGluescreenDummy,Mecaultralisco=18789
Unit/Name/MechaZerglingACGluescreenDummy,Mecazergling=18790
Unit/Name/MedicACGluescreenDummy,Médico=18791
Unit/Name/Medivac,Medevac /// Medivac=18792
Unit/Name/MedivacMengskACGluescreenDummy,Intercesor imperial=18793
Unit/Name/MengskStatue,Gloria al Dominio /// Glory of the Dominion=18794
Unit/Name/MengskStatueAlone,El don de la libertad /// The Gift of Freedom=18795
Unit/Name/MineralField,Campo de minerales /// Mineral Field=18796
Unit/Name/MissileTurret,Torreta de misiles /// Missile Turret=18797
Unit/Name/MissileTurretACGluescreenDummy,Torreta de misiles=18798
Unit/Name/MissileTurretMengskACGluescreenDummy,Torreta de misiles=18799
Unit/Name/MissileTurretWeapon,Torreta de misiles /// MissileTurret=18800
Unit/Name/Mothership,Nave nodriza=18801
Unit/Name/MultiKillObject,Objeto de muertes múltiples /// Multi Kill Object=18802
Unit/Name/Mutalisk,Mutalisco /// Mutalisk=18803
Unit/Name/MutaliskACGluescreenDummy,Mutalisco=18804
Unit/Name/MutaliskBroodlordACGluescreenDummy,Mutalisco=18805
Unit/Name/MutaliskWeapon,Mutalisco /// Mutalisk=18806
Unit/Name/NeuralParasiteTentacleMissile,Tentáculo de parásito neural /// Neural Parasite Tentacle=18807
Unit/Name/NeuralParasiteWeapon,Parásito neural /// Neural Parasite=18808
Unit/Name/Nexus,Nexo /// Nexus=18809
Unit/Name/Nuke,Bomba nuclear /// Nuke=18810
Unit/Name/NydusCanal,Oruga nydus /// Nydus Worm=18811
Unit/Name/NydusCanalAttacker,Destructora nydus /// Nydus Destroyer=18812
Unit/Name/NydusCanalCreeper,Torre de biomateria /// Creep Tower=18813
Unit/Name/NydusNetwork,Red nydus /// Nydus Network=18814
Unit/Name/NydusNetworkACGluescreenDummy,Red nydus=18815
Unit/Name/Observer,Observador /// Observer=18816
Unit/Name/ObserverACGluescreenDummy,Observador=18817
Unit/Name/ObserverFenixACGluescreenDummy,Observador=18818
Unit/Name/Octahedron,Octaedro /// Octahedron=18819
Unit/Name/OmegaNetworkACGluescreenDummy,Red omega=18820
Unit/Name/OracleACGluescreenDummy,Oráculo=18821
Unit/Name/OrbitalCommand,Comando orbital /// Orbital Command=18822
Unit/Name/OrbitalCommandACGluescreenDummy,Comando orbital=18823
Unit/Name/OrbitalCommandFlying,Comando orbital /// Orbital Command=18824
Unit/Name/Overlord,Superamo /// Overlord=18825
Unit/Name/OverlordCocoon,Capullo de supervisor /// Overseer Cocoon=18826
Unit/Name/OverlordTransport,Superamo=18827
Unit/Name/Overseer,Supervisor /// Overseer=18828
Unit/Name/OverseerACGluescreenDummy,Supervisor=18829
Unit/Name/OverseerZagaraACGluescreenDummy,Supervisor=18830
Unit/Name/ParasiteSporeWeapon,Espora parásito /// Parasite Spore=18831
Unit/Name/PathingBlocker1x1,Bloqueo de ruta dinámico 1x1 /// Dynamic Pathing Blocker 1x1=18832
Unit/Name/PathingBlocker2x2,Bloqueo de ruta dinámico 2x2 /// Dynamic Pathing Blocker 2x2=18833
Unit/Name/PerditionTurretACGluescreenDummy,Torreta perdición=18834
Unit/Name/Phoenix,Fénix /// Phoenix=18835
Unit/Name/PhoenixAirWeapon,Arma aérea de fénix /// Phoenix Air Weapon=18836
Unit/Name/PhoenixAiurACGluescreenDummy,Fénix=18837
Unit/Name/PhoenixPurifierACGluescreenDummy,Espejismo=18838
Unit/Name/PhotonCannon,Cañón de fotones /// Photon Cannon=18839
Unit/Name/PhotonCannonACGluescreenDummy,Cañón de fotones=18840
Unit/Name/PhotonCannonFenixACGluescreenDummy,Cañón de fotones=18841
Unit/Name/PhotonCannonTaldarimACGluescreenDummy,Cañón de fotones=18842
Unit/Name/PhotonCannonWeapon,Arma de cañón de fotones /// Photon Cannon Weapon=18843
Unit/Name/PlanetaryFortress,Fortaleza planetaria /// Planetary Fortress=18844
Unit/Name/PointDefenseDrone,Robot de defensa de punto /// Point Defense Drone=18845
Unit/Name/PointDefenseDroneReleaseWeapon,Liberar robot de defensa de punto /// Point Defense Drone Release=18846
Unit/Name/PreviewBunkerUpgraded,Búnker=18847
Unit/Name/PrimalGuardianACGluescreenDummy,Guardián primigenio=18848
Unit/Name/PrimalHydraliskACGluescreenDummy,Hidralisco primigenio=18849
Unit/Name/PrimalImpalerACGluescreenDummy,Empalador=18850
Unit/Name/PrimalMutaliskACGluescreenDummy,Mutalisco primigenio=18851
Unit/Name/PrimalRoachACGluescreenDummy,Cucaracha primigenia=18852
Unit/Name/PrimalSwarmHostACGluescreenDummy,Gestador primigenio=18853
Unit/Name/PrimalUltraliskACGluescreenDummy,Ultralisco primigenio=18854
Unit/Name/PrimalWurmACGluescreenDummy,Guja dragón primigenia=18855
Unit/Name/PrimalZerglingACGluescreenDummy,Zergling primigenio=18856
Unit/Name/Probe,Sonda /// Probe=18857
Unit/Name/PunisherGrenadesLMWeapon,Granadas castigadoras /// Punisher Grenades=18858
Unit/Name/Pylon,Pilón /// Pylon=18859
Unit/Name/Pyramid,Pirámide /// Pyramid=18860
Unit/Name/Queen,Reina /// Queen=18861
Unit/Name/QueenCoopACGluescreenDummy,Reina=18862
Unit/Name/QueenWeapon,Reina /// Queen=18863
Unit/Name/QueenZagaraACGluescreenDummy,Reina=18864
Unit/Name/RaidLiberatorACGluescreenDummy,Liberador de incursión=18865
Unit/Name/RailgunTurretACGluescreenDummy,Torreta de raíles=18866
Unit/Name/RaptorACGluescreenDummy,Raptor=18867
Unit/Name/Ravager,Asolador /// Ravager=18868
Unit/Name/RavagerACGluescreenDummy,Asolador=18869
Unit/Name/RavagerBurrowed,Asolador=18870
Unit/Name/RavagerCocoon,Capullo de asolador /// Ravager Cocoon=18871
Unit/Name/RavagerCorrosiveBileMissile,Misil de bilis corrosiva de asolador=18872
Unit/Name/RavagerWeaponMissile,Misil de arma de asolador=18873
Unit/Name/RavasaurACGluescreenDummy,Ravasauro=18874
Unit/Name/Raven,Cuervo /// Raven=18875
Unit/Name/RavenTypeIIACGluescreenDummy,Cuervo tipo II=18876
Unit/Name/Reactor,Reactor /// Reactor=18877
Unit/Name/Reaper,Segador /// Reaper=18878
Unit/Name/ReaverACGluescreenDummy,Conceptor=18879
Unit/Name/RedstoneLavaCritter,Criatura de lava de Redstone /// Redstone Lava Critter=18880
Unit/Name/RedstoneLavaCritterBurrowed,Criatura de lava de Redstone /// Redstone Lava Critter=18881
Unit/Name/RedstoneLavaCritterInjured,Criatura de lava de Redstone (herida) /// Redstone Lava Critter (Injured)=18882
Unit/Name/RedstoneLavaCritterInjuredBurrowed,Criatura de lava de Redstone (herida) /// Redstone Lava Critter (Injured)=18883
Unit/Name/Refinery,Refinería /// Refinery=18884
Unit/Name/RefineryRich,Refinería=18885
Unit/Name/RenegadeLongboltMissileWeapon,Misil trueno de renegado=18886
Unit/Name/RenegadeMissileTurret,Torreta de misiles de renegado=18887
Unit/Name/RepulserField10,Campo de repulsión (10) /// Repulsor Field (10)=18888
Unit/Name/RepulserField12,Campo de repulsión (12) /// Repulsor Field (12)=18889
Unit/Name/RepulserField6,Campo de repulsión (6) /// Repulsor Field (6)=18890
Unit/Name/RepulserField8,Campo de repulsión (8) /// Repulsor Field (8)=18891
Unit/Name/RichMineralField,Campo de minerales ricos /// Rich Mineral Field=18892
Unit/Name/RichVespeneGeyser,Géiser de vespeno rico /// Rich Vespene Geyser=18893
Unit/Name/Roach,Cucaracha /// Roach=18894
Unit/Name/RoachACGluescreenDummy,Cucaracha=18895
Unit/Name/RoachVile,Cucaracha vil=18896
Unit/Name/RoachVileACGluescreenDummy,Cucaracha=18897
Unit/Name/RoachWarren,Madriguera de cucarachas /// Roach Warren=18898
Unit/Name/RoachWeapon,Arma de cucaracha /// Roach Weapon=18899
Unit/Name/RoboticsBay,Bahía robótica /// Robotics Bay=18900
Unit/Name/RoboticsFacility,Instalación robótica /// Robotics Facility=18901
Unit/Name/Rocks2x2NonConjoined,Rocas /// Rocks=18902
Unit/Name/RoundedCube,Cubo redondeado /// Rounded Cube=18903
Unit/Name/SCV,VCE /// SCV=18904
Unit/Name/SILiberatorACGluescreenDummy,Liberador infestado=18905
Unit/Name/Scantipede,Miriópodo /// Scantipede=18906
Unit/Name/ScienceVesselACGluescreenDummy,Nave científica=18907
Unit/Name/ScopeTest,Prueba de ámbito=18908
Unit/Name/ScourgeACGluescreenDummy,Hostigador=18909
Unit/Name/ScoutACGluescreenDummy,Explorador=18910
Unit/Name/SensorTower,Torre de sensores /// Sensor Tower=18911
Unit/Name/Sentry,Centinela /// Sentry=18912
Unit/Name/SentryACGluescreenDummy,Centinela=18913
Unit/Name/SentryFenixACGluescreenDummy,Conservador=18914
Unit/Name/SentryPurifierACGluescreenDummy,Vigorizador=18915
Unit/Name/SentryTaldarimACGluescreenDummy,Caos=18916
Unit/Name/ShakurasDestructible1x1,Roca=18917
Unit/Name/ShakurasDestructible1x2,Roca=18918
Unit/Name/ShakurasDestructible2x2,Roca=18919
Unit/Name/Shape,Forma /// Shape=18920
Unit/Name/Shape4PointStar,Estrella /// Star=18921
Unit/Name/Shape5PointStar,Estrella /// Star=18922
Unit/Name/Shape6PointStar,Estrella /// Star=18923
Unit/Name/Shape8PointStar,Estrella /// Star=18924
Unit/Name/ShapeApple,Manzana /// Apple=18925
Unit/Name/ShapeArrowPointer,Flecha /// Arrow Pointer=18926
Unit/Name/ShapeBanana,Plátano /// Banana=18927
Unit/Name/ShapeBaseball,Bola de béisbol /// Baseball=18928
Unit/Name/ShapeBaseballBat,Bate de béisbol /// Baseball Bat=18929
Unit/Name/ShapeBasketball,Balón de baloncesto /// Basketball=18930
Unit/Name/ShapeBowl,Bola de bolos /// Bowl=18931
Unit/Name/ShapeBox,Caja /// Box=18932
Unit/Name/ShapeCapsule,Cápsula /// Capsule=18933
Unit/Name/ShapeCarrot,Zanahoria /// Carrot=18934
Unit/Name/ShapeCashLarge,Dinero /// Cash=18935
Unit/Name/ShapeCashMedium,Dinero /// Cash=18936
Unit/Name/ShapeCashSmall,Dinero /// Cash=18937
Unit/Name/ShapeCherry,Cereza /// Cherry=18938
Unit/Name/ShapeCone,Cono /// Cone=18939
Unit/Name/ShapeCrescentMoon,Luna creciente /// Crescent Moon=18940
Unit/Name/ShapeCube,Cubo /// Cube=18941
Unit/Name/ShapeCylinder,Cilindro /// Cylinder=18942
Unit/Name/ShapeDecahedron,Decaedro /// Decahedron=18943
Unit/Name/ShapeDiamond,Diamante /// Diamond=18944
Unit/Name/ShapeDodecahedron,Dodecaedro /// Dodecahedron=18945
Unit/Name/ShapeDollarSign,Símbolo del dólar /// Dollar Sign=18946
Unit/Name/ShapeEgg,Huevo /// Egg=18947
Unit/Name/ShapeEuroSign,Símbolo del euro /// Euro Sign=18948
Unit/Name/ShapeFootball,Balón de rugby /// Football=18949
Unit/Name/ShapeFootballColored,Balón de rugby /// Football=18950
Unit/Name/ShapeGemstone,Gema /// Gemstone=18951
Unit/Name/ShapeGolfClub,Palo de golf /// Golf Club=18952
Unit/Name/ShapeGolfball,Pelota de golf /// Golfball=18953
Unit/Name/ShapeGrape,Uva /// Grape=18954
Unit/Name/ShapeHand,Mano /// Hand=18955
Unit/Name/ShapeHeart,Corazón /// Heart=18956
Unit/Name/ShapeHockeyPuck,Disco de hockey /// Hockey Puck=18957
Unit/Name/ShapeHockeyStick,Palo de hockey /// Hockey Stick=18958
Unit/Name/ShapeHorseshoe,Herradura /// Horseshoe=18959
Unit/Name/ShapeIcosahedron,Icosaedro /// Icosohedron=18960
Unit/Name/ShapeJack,Enchufe /// Jack=18961
Unit/Name/ShapeLemon,Limón /// Lemon=18962
Unit/Name/ShapeLemonSmall,Limón /// Lemon=18963
Unit/Name/ShapeMoneyBag,Bolsa de dinero /// Money Bag=18964
Unit/Name/ShapeO,O /// O=18965
Unit/Name/ShapeOctahedron,Octaedro /// Octohedron=18966
Unit/Name/ShapeOrange,Naranja /// Orange=18967
Unit/Name/ShapeOrangeSmall,Naranja /// Orange=18968
Unit/Name/ShapePeanut,Cacahuete /// Peanut=18969
Unit/Name/ShapePear,Pera /// Pear=18970
Unit/Name/ShapePineapple,Piña /// Pineapple=18971
Unit/Name/ShapePlusSign,Signo más /// Plus Sign=18972
Unit/Name/ShapePoundSign,Símbolo de la libra /// Pound Sign=18973
Unit/Name/ShapePyramid,Pirámide /// Pyramid=18974
Unit/Name/ShapeRainbow,Arco iris /// Rainbow=18975
Unit/Name/ShapeRoundedCube,Cubo redondeado /// Rounded Cube=18976
Unit/Name/ShapeSadFace,Cara triste /// Sad Face=18977
Unit/Name/ShapeShamrock,Trébol /// Shamrock=18978
Unit/Name/ShapeSmileyFace,Cara sonriente /// Smiley Face=18979
Unit/Name/ShapeSoccerball,Balón de fútbol /// Soccerball=18980
Unit/Name/ShapeSpade,Pica /// Spade=18981
Unit/Name/ShapeSphere,Esfera /// Sphere=18982
Unit/Name/ShapeStrawberry,Fresa /// Strawberry=18983
Unit/Name/ShapeTennisball,Pelota de tenis /// Tennisball=18984
Unit/Name/ShapeTetrahedron,Tetraedro /// Tetrahedron=18985
Unit/Name/ShapeThickTorus,Anillo grueso /// Thick Torus=18986
Unit/Name/ShapeThinTorus,Anillo fino /// Thin Torus=18987
Unit/Name/ShapeTorus,Anillo /// Torus=18988
Unit/Name/ShapeTreasureChestClosed,Caja del tesoro /// Treasure Chest=18989
Unit/Name/ShapeTreasureChestOpen,Caja del tesoro /// Treasure Chest=18990
Unit/Name/ShapeTube,Tubo /// Tube=18991
Unit/Name/ShapeWatermelon,Sandía /// Watermelon=18992
Unit/Name/ShapeWatermelonSmall,Sandía /// Watermelon=18993
Unit/Name/ShapeWonSign,Símbolo del won /// Won Sign=18994
Unit/Name/ShapeX,X /// X=18995
Unit/Name/ShapeYenSign,Símbolo del yen /// Yen Sign=18996
Unit/Name/Sheep,Oveja /// Sheep=18997
Unit/Name/ShieldBattery,Batería de escudos=18998
Unit/Name/ShieldBatteryACGluescreenDummy,Batería de escudos=18999
Unit/Name/ShortBridgeHorizontal,Puente de Mar Sara horizontal /// Mar Sara Bridge Horizontal=19000
Unit/Name/ShortBridgeVertical,Puente de Mar Sara vertical /// Mar Sara Bridge Vertical=19001
Unit/Name/SiegeTank,Tanque de asedio /// Siege Tank=19002
Unit/Name/SiegeTankACGluescreenDummy,Tanque de asedio=19003
Unit/Name/SiegeTankMengskACGluescreenDummy,División de choque=19004
Unit/Name/SiegeTankSieged,Tanque de asedio /// Siege Tank=19005
Unit/Name/SiphonTentacleMissile,Misil de tentáculo de succión /// Siphon Tentacle Missile=19006
Unit/Name/SpawningPool,Reserva de reproducción /// Spawning Pool=19007
Unit/Name/SpecOpsGhostACGluescreenDummy,Fantasma de operaciones especiales=19008
Unit/Name/Sphere,Esfera /// Sphere=19009
Unit/Name/SpineCrawler,Reptador de espinas /// Spine Crawler=19010
Unit/Name/SpineCrawlerACGluescreenDummy,Reptador de espinas=19011
Unit/Name/SpineCrawlerUprooted,Reptador de espinas /// Spine Crawler=19012
Unit/Name/SpineCrawlerWeapon,Reptador de espinas /// Spine Crawler=19013
Unit/Name/SpinningDizzyACGluescreenDummy,Vertiginosa=19014
Unit/Name/Spire,Espiral /// Spire=19015
Unit/Name/SplitterlingACGluescreenDummy,Plagaling=19016
Unit/Name/SporeCrawler,Reptador de esporas /// Spore Crawler=19017
Unit/Name/SporeCrawlerACGluescreenDummy,Reptador de esporas=19018
Unit/Name/SporeCrawlerUprooted,Reptador de esporas /// Spore Crawler=19019
Unit/Name/SporeCrawlerWeapon,Arma de reptador de esporas /// Spore Crawler Weapon=19020
Unit/Name/Stalker,Acechador /// Stalker=19021
Unit/Name/StalkerShakurasACGluescreenDummy,Acechador=19022
Unit/Name/StalkerTaldarimACGluescreenDummy,Exterminador=19023
Unit/Name/StalkerWeapon,Acechador /// Stalker=19024
Unit/Name/Stargate,Portal estelar /// Stargate=19025
Unit/Name/Starport,Puerto estelar /// Starport=19026
Unit/Name/StrikeGoliathACGluescreenDummy,Goliat de asalto=19027
Unit/Name/StukovBroodQueenACGluescreenDummy,Reina de la prole=19028
Unit/Name/StukovInfestedBansheeACGluescreenDummy,Átropos infestada=19029
Unit/Name/StukovInfestedBunkerACGluescreenDummy,Búnker infestado=19030
Unit/Name/StukovInfestedCivilianACGluescreenDummy,Civil infestado=19031
Unit/Name/StukovInfestedDiamondbackACGluescreenDummy,Alacrán infestado=19032
Unit/Name/StukovInfestedMarineACGluescreenDummy,Soldado infestado=19033
Unit/Name/StukovInfestedMissileTurretACGluescreenDummy,Torreta de misiles infestada=19034
Unit/Name/StukovInfestedSiegeTankACGluescreenDummy,Tanque de asedio infestado=19035
Unit/Name/StukovInfestedTrooperACGluescreenDummy,Agente infestado=19036
Unit/Name/SupplicantACGluescreenDummy,Suplicante=19037
Unit/Name/SupplyDepot,Depósito de suministros /// Supply Depot=19038
Unit/Name/SupplyDepotLowered,Depósito de suministros /// Supply Depot=19039
Unit/Name/SwarmHostACGluescreenDummy,Gestador=19040
Unit/Name/SwarmQueenACGluescreenDummy,Reina del Enjambre=19041
Unit/Name/SwarmlingACGluescreenDummy,Ternaling=19042
Unit/Name/TechLab,Laboratorio tecnológico /// Tech Lab=19043
Unit/Name/TempestACGluescreenDummy,Tempestad=19044
Unit/Name/TemplarArchive,Archivos templarios /// Templar Archives=19045
Unit/Name/Tetrahedron,Tetraedro /// Tetrahedron=19046
Unit/Name/ThickTorus,Anillo grueso /// Thick Torus=19047
Unit/Name/ThinTorus,Anillo fino /// Thin Torus=19048
Unit/Name/Thor,Thor /// Thor=19049
Unit/Name/ThorAALance,AA del thor (lanza)=19050
Unit/Name/ThorAAWeapon,AA de thor /// Thor AA=19051
Unit/Name/ThorACGluescreenDummy,Thor=19052
Unit/Name/ThorMengskACGluescreenDummy,Martillo negro=19053
Unit/Name/ThornLizard,Lagarto de espinas=19054
Unit/Name/TorrasqueACGluescreenDummy,Magnasauro=19055
Unit/Name/Torus,Anillo /// Torus=19056
Unit/Name/TrafficSignal,Señal de tráfico /// Traffic Signal=19057
Unit/Name/TransportOverlordCocoon,Capullo de superamo=19058
Unit/Name/TrooperMengskACGluescreenDummy,Agente del Dominio=19059
Unit/Name/TwilightCouncil,Consejo crepuscular /// Twilight Council=19060
Unit/Name/TychusFirebatACGluescreenDummy,Miles "Vulcano" Lewis=19061
Unit/Name/TychusGhostACGluescreenDummy,Vega=19062
Unit/Name/TychusHERCACGluescreenDummy,Rob "Bala" Boswell=19063
Unit/Name/TychusMarauderACGluescreenDummy,Kev "Serpiente" West=19064
Unit/Name/TychusMedicACGluescreenDummy,Tte. Layna Nikara=19065
Unit/Name/TychusReaperACGluescreenDummy,Sam el Sucio=19066
Unit/Name/TychusSCVAutoTurretACGluescreenDummy,Torreta automática=19067
Unit/Name/TychusSpectreACGluescreenDummy,Obús=19068
Unit/Name/TychusWarhoundACGluescreenDummy,James "Sirius" Sykes=19069
Unit/Name/TyrannozorACGluescreenDummy,Tiranozor=19070
Unit/Name/Ultralisk,Ultralisco /// Ultralisk=19071
Unit/Name/UltraliskACGluescreenDummy,Ultralisco=19072
Unit/Name/UltraliskCavern,Caverna de ultralisco /// Ultralisk Cavern=19073
Unit/Name/UnbuildableBricksDestructible,Ladrillos no edificables=19074
Unit/Name/UnbuildableBricksDestructibleHighlightTooltip,Ataca este objeto para destruirlo=19075
Unit/Name/UnbuildablePlatesDestructible,Placas no edificables=19076
Unit/Name/UnbuildablePlatesDestructibleHighlightTooltip,Ataca este objeto para destruirlo=19077
Unit/Name/UnbuildableRocksDestructible,Rocas no edificables=19078
Unit/Name/UnbuildableRocksDestructibleHighlightTooltip,Ataca este objeto para destruirlo=19079
Unit/Name/UrsadakCalf,Ternero de Ursadak /// Ursadak Calf=19080
Unit/Name/UrsadakFemale,Ursadak hembra /// Female Ursadak=19081
Unit/Name/UrsadakMale,Ursadak macho /// Male Ursadak=19082
Unit/Name/UtilityBot,Autómata 2000 /// Automaton 2000=19083
Unit/Name/VespeneGeyser,Géiser de vespeno /// Vespene Geyser=19084
Unit/Name/Viking,Vikingo=19085
Unit/Name/VikingACGluescreenDummy,Vikingo=19086
Unit/Name/VikingAssault,Vikingo /// Viking=19087
Unit/Name/VikingFighter,Vikingo=19088
Unit/Name/VikingFighterWeapon,Caza vikingo /// Viking Fighter=19089
Unit/Name/VikingMengskACGluescreenDummy,Furia del cielo=19090
Unit/Name/ViperACGluescreenDummy,Víbora=19091
Unit/Name/VoidRay,Rayo de vacío /// Void Ray=19092
Unit/Name/VoidRayACGluescreenDummy,Rayo de vacío=19093
