AUTHENTICATION_BETA_REGION,Beta /// Beta=0
Skin/Info/RavenCovertOps,Este navío de diseño exquisito es el orgullo de las Fuerzas Especiales del Dominio. Se dice que puede detectar los susurros de los mineros kelmorianos a una distancia de dos kilómetros bajo tierra. /// The pride of the Dominion Special Forces, this exquisitely designed craft is rumored to be able to detect Kel-Morian miners whispering to each other two kilometers underground.=16587
Skin/Info/RavenJunker,La tecnología de vigilancia avanzada no es el arte más popular entre los mercenarios, pero debajo del óxido y la pintura desquebrajada, estos cuervos son tan buenos como cualquier otro del Dominio. /// Highly advanced surveillance craft aren't the most popular among mercenaries, but beneath the rust and cracking paint, these ravens are as good as any others in the Dominion.=16588
Skin/Info/RavenSilver,Mientras los zerg Cerberus amenazaban con arrasar a los defensores de Tyrador IX, un Cuervo que volaba a gran altitud detectó una extraña flota de naves de piedra en el pozo de gravedad del planeta.=16589
Skin/Info/RavenUmojan,Estos cuervos, el culmen de la sofisticación, están equipados con una inteligencia artificial que pocos comprenden y que ningún ingeniero del Dominio aprobaría jamás. /// The height of sophistication, these ravens are equipped with a little-understood artificial intelligence system that exceeds anything that Dominion engineers would ever approve.=16590
Skin/Info/Reactor,Mientras investigaban los campos de contención protoss, los científicos terran lograron un avance que permite que los comandantes dupliquen sus capacidades de producción. /// While researching protoss containment fields, terran scientists made a breakthrough that allowed commanders to double their production capacity.=16591
Skin/Info/ReactorCovertOps,Los reactores de vanguardia ahora compiten con la producción de energía de los motores de los Thor, con apenas una reducción del margen de confiabilidad. /// Cutting-edge reactors now rival the energy output of thor engines, with only marginally reduced reliability.=16592
Skin/Info/ReactorSilver,Todas las suites presidenciales de los centros turísticos de cinco estrellas de Tyrador IX incluyen reactores de grado militar, para alimentar los complejos equipos electrónicos y cibernéticos para recreación que los huéspedes más ricos suelen traer.=16593
Skin/Info/Reaper,Los reclutas que resultan más resistentes a la resocialización se entrenan para ser Yum-Kimiles. Estas tropas de choque híper agresivas y propensas a tomar riesgos pocas veces regresan de sus períodos de servicio. /// Recruits who prove resistant to resocialization are trained as Reapers. Hyper-aggressive and prone to taking risks, these shock troopers seldom survive a full tour of duty.=16594
Skin/Info/ReaperCovertOps,Con las reformas recientes, los Yum-Kimiles ya no se ven obligados a utilizar estimulantes peligrosos para mejorar su rendimiento. El proceso de reclutamiento ahora favorece a los candidatos que son impredecibles por naturaleza. /// In the wake of recent reforms, reapers are no longer forced to use dangerous stimulants to increase their performance. The recruiting process now favors candidates who are naturally unpredictable.=16595
Skin/Info/ReaperJunker,Los Yum-Kimiles nunca faltan entre los Merodeadores de Mira. Les gusta diseñar su particular armadura con las piezas que encuentran para distinguirse, en especial sus crestas. /// There's never a shortage of reapers among Mira's Marauders. They tend to outdo themselves scrapping together their distinctive armor—particularly the mohawks.=16596
Skin/Info/ReaperSilver,En Tyrador IX, un Yum-Kimil que se había desviado de su camino para evitar una tormenta de arena cerca de Nuevo Canaan detectó una fuerza invasora de zerg Cerberus.=16597
Skin/Info/ReaperUmojan,Tras años de búsqueda, el Protectorado umojano logró reunir a un grupo de candidatos con el perfil psicológico adecuado para formar su propia Fuerza Yum-Kimil. Los resultados fueron sorprendentemente positivos. /// Over the course of many years, the Umojan Protectorate was able to psychologically profile enough suitable candidates to create their own Reaper Corps with surprisingly good results.=16598
Skin/Info/Refinery,La refinería está diseñada para extraer vespeno puro y almacenarlo en cilindros de gran utilidad que se pueden transportar sin problemas con vehículos de construcción espacial. /// The refinery is designed to extract raw vespene gas and package it into a handy cylinder, which is easily transportable by space construction vehicles.=16599
Skin/Info/RefineryCovertOps,La refinería de las Fuerzas Especiales cosecha gas vespeno tan rápido como su modelo regular, pero produce un 75% menos de ruido. /// The special forces refinery harvests vespene just as fast as the regulation model, but produces 75% less noise.=16600
Skin/Info/RefinerySilver,A pesar del mantenimiento diligente, las refinerías de Tyrador IX han informado una producción de gas vespeno por debajo del promedio desde los ataques de Cerberus, como si se hubieran desviado los depósitos subterráneos.=16601
Skin/Info/Roach,La Reina de las Cuchillas escogió personalmente a las cucarachas para incorporarlas al Enjambre. Su impresionante regeneración de tejido y su veneno ácido las vuelven tan resistentes como letales. /// Roaches were hand-selected by the Queen of Blades for assimilation into the Swarm. Their impressive tissue regeneration and acidic venom make them resilient as well as deadly.=16602
Skin/Info/RoachDeluxe,Bajo las órdenes de Zagara, Abathur ha seguido experimentando con el genoma zerg en busca de la perfección. Por sus capacidades regenerativas innatas, la cucaracha es la candidata ideal para esta búsqueda. /// Under Zagara's orders, Abathur has continued to manipulate the zerg genome in search of perfection. The roach's innate regenerative abilities make it the ideal candidate for such a pursuit.=16603
Skin/Info/RoachMecha,Estas máquinas se han equipado con un sistema de autorreparación sofisticado que no solo reproduce la increíble capacidad curativa de las cucarachas, sino que además reduce el daño estructural que causan las reservas de ácido. /// These machines have been outfitted with a sophisticated self-repair system to replicate the roach's incredible healing ability, while also combatting structural damage from its acid reserves.=16604
Skin/Info/RoachPrimal,Las cucarachas fueron de las primeras criaturas asimiladas por las manadas primigenias de Zerus, donde desarrollaron la capacidad de mutar en abrasadores y guardianes primigenios. /// Roaches were among the first to be absorbed into primal packs on Zerus, where they developed the capability to mutate into primal igniters and primal guardians.=16605
Skin/Info/RoachRCZ,Los científicos de Cerberus potenciaron la armadura impresionante de la Cucaracha con un nanotejido de fibra de carbono. También se incorporaron las cuchillas de titanio para aumentar su capacidad ofensiva.=16606
Skin/Info/RoachWarren,Para generar cucarachas y devastadores se necesitan condiciones húmedas y oscuras. La madriguera de cucarachas es un órgano biológico que replica ese ambiente a la perfección. /// Generating roaches and ravagers requires humid, dark conditions. The roach warren is a perfectly constructed biological organ that replicates this environment precisely.=16607
Skin/Info/RoachWarrenMecha,Se precisaron una gran cantidad de innovaciones en las aleaciones poliméricas para desarrollar una carcasa para la madriguera de cucarachas réplica que fuera capaz de soportar la agitación de su generación interna de ácido. /// Significant polymer-alloy innovations were necessary to develop a housing for the Simulant roach warren that would withstand the turmoil of its internal acid generation.=16608
Skin/Info/RoachWarrenRCZ,Las adaptaciones de Cerberus de las estructuras zerg, como la Madriguera de Cucarachas, producen planos autorreplicantes para que se instale equipamiento de control remoto en sincronía con el desarrollo larvario.=16609
Skin/Info/RoachWebby,Al igual que las babosas Zantar de las que descienden, las cucarachas tienen un increíble potencial para adaptarse. La exposición al vespeno ha vuelto brutalmente agresivas a las cucarachas de la colonia Leviatán. /// Much like the zantar slugs they are derived from, roaches display an incredible potential for adaptation. Vespene exposure has been known to cause those of Leviathan Brood to grow incredibly aggressive.=16610
Skin/Info/RoboticsBay,El centro de robótica es el complejo de investigación y desarrollo principal de los mayores forjafases de los khalai. /// The robotics bay serves as the primary research and development facility of the khalai's foremost phase-smiths.=16611
Skin/Info/RoboticsBayForged,El centro de robótica tal'darim es una garra ominosa y oscura que emana gases de terracino. /// Terrazine fumes leak from the dark, ominous claw that is the Tal'darim robotics bay.=16612
Skin/Info/RoboticsBayIhanrii,Los brazos de montaje segmentados del Centro de robótica de los Ihan-rii se mueven con una flexibilidad y velocidad que contradice su composición de piedra.=16613
Skin/Info/RoboticsFacility,Los forjafases necesitan grandes complejos para transposicionar autómatas de guerra enormes, como el coloso. /// Phase-smiths require expansive facilities to warp in enormous war automatons, such as the colossus.=16614
Skin/Info/RoboticsFacilityForged,La carcasa blindada y sus anclas reforzadas le otorgan al complejo de robótica tal'darim un perfil intimidante. /// An armored housing and heavy-duty, reinforced anchors give the Tal'darim robotics facility an intimidating profile.=16615
Skin/Info/RoboticsFacilityIhanrii,Los Ihan-rii han sido evasivos a la hora de contestar sobre la actividad frenética de sus Centros de robótica recién construidos, que crean unidades de armamento pesado durante todo el día y toda la noche.=16616
Skin/Info/RoboticsFacilityTaldarim,[ph] RoboticsFacilityTaldarim info=16617
Skin/Info/RoboticsSupportBayTaldarim,[ph] RoboticsSupportBayTaldarim info=16618
Skin/Info/SCV,El VCE (Vehículo de Construcción Espacial) T-280 es el pilar de la construcción y la reparación en todos los mundos terran. Este vehículo de trabajo versátil y confiable es una herramienta industrial invaluable. /// The T-280 SCV is a staple of construction and repair across all terran worlds. A versatile and reliable workhorse, the Space Construction Vehicle is an invaluable industrial tool.=16619
Skin/Info/SCVBlizzcon17,Hasta las pandillas de chatarreros necesitan recolectar minerales y gas vespeno. Sin embargo, ellos adoptan un estilo un poco más... intimidante. /// Even junker gangs have to collect minerals and vespene gas, though they try to do so in an intimidating style.=16620
Skin/Info/SCVCovertOps,Debido a las particulares exigencias de las misiones encubiertas, incluso los VCE tienen que equiparse con todas las mejoras más recientes, entre las que se incluyen una pinza de agarre más robusta y una garra láser de extracción renovada. /// Due to the unique demands of covert missions, even the SCVs must be outfitted with all of the latest upgrades, including a stronger utility clamp and new laser extraction claw.=16621
Skin/Info/SCVJunker,Cansados de la paga escasa y las largas horas en el Dominio, algunos pilotos de VCE deciden probar suerte entre los mercenarios. Y hay que decir que la mayoría no se arrepiente. /// Tired of low pay and long hours in the Dominion, some SCV pilots choose to go the mercenary route. It's safe to say that most of them never look back.=16622
Skin/Info/SCVRemastered,Los VCE T-280 previos a la guerra de especies contaban con un diseño distinto, de menor tamaño, con pinzas de agarre más pequeñas y, supuestamente, posavasos secretos. /// T-280 SCVs dating back before the Brood War featured a different, less bulky appearance with smaller utility clamps and, purportedly, secret cup holders.=16623
Skin/Info/SCVSilver,Al momento de elegir la armadura de la fuerza defensiva planetaria, los Caballeros de Tyrador optaron por una aleación de platino-iridio para maximizar el brillo y la resistencia a los rayones.=16624
Skin/Info/SCVUmojan,Sencillos, resistentes, confiables. Estos VCE están equipados con taladros láser que cortan hasta los materiales más densos con una precisión increíble. /// Simple, sturdy, and reliable, these SCVs feature laser drills that make perfectly clean cuts on even the densest minerals.=16625
Skin/Info/SensorTower,Con una combinación de tecnología electromagnética y termal, además de análisis doppler y sensores sísmicos, los resultados multiespectros de estas torres hacen que sean muy fáciles de detectar para los enemigos. /// Using a combination of electromagnetic and thermal technology alongside Doppler analysis and seismic sensors, the multispectrum output of these towers causes them to be easily detectable by enemies.=16626
Skin/Info/SensorTowerCovertOps,Después de que una polilla más grande de lo normal activara una falsa alarma que condujo a la evaporación de un puesto comercial de Mar Sara, se ha reducido levemente la potencia de percepción de la nueva línea de torres de sensores. /// After a false alarm triggered by an overlarge moth led to the vaporization of a Mar Sara trading post, the new line of sensor towers had its perceptive power dialed back slightly.=16627
Skin/Info/SensorTowerSilver,Poco después del ataque de los zerg Cerberus, las torres de sensores de Tyrador empezaron a detectar patrones sísmicos extraños, pero se atribuyeron a los extensos trabajos de construcción de los Ihan-rii.=16628
Skin/Info/Sentry,Los centinelas, obreros de combate robóticos equipados con generadores de campos de fuerza y holoproyectores, se desarrollaron para respaldar y proteger a los guerreros protoss que poco a poco disminuían en número. /// Robotic combat drones outfitted with force field generators and holo-projectors, sentries were developed in order to support and protect the dwindling numbers of protoss warriors.=16629
Skin/Info/SentryGolden,Los centinelas no tienen ningún antecedente directo en la robótica protoss, pero los ingeniosos forjafases los han rediseñado para complementar a otros navíos de mayor trayectoria. /// Sentries themselves have no clear predecessors within protoss robotics, but imaginative phase-smiths have redesigned them to complement other vessels with longer histories.=16630
Skin/Info/SentryIhanrii,Hace mucho tiempo, los protoss Ihan-rii controlaron unos artefactos Xel'Naga volátiles conocidos como "pozos nebulosos" para potenciar a sus Centinelas. Muy pocos de estos artefactos perduran hoy en día.=16631
Skin/Info/SentryPurifier,Si bien los ejércitos Purificadores prefieren los energizadores, tienen algunos centinelas entre sus filas. Estos drones se han integrado a la red de datos de los Purificadores para compensar la falta de energía psiónica. /// Though Purifier armies often prefer energizers, some sentries are present within their ranks. These drones have been integrated into the Purifier data web rather than relying on psionic energy.=16632
Skin/Info/SentryTaldarim,Aunque la mayoría de los centinelas que capturan los tal'darim terminan convertidos en caóticos, algunos permanecen intactos. Esto provoca una gran variedad de apoyo robótico y un cierto grado de extravío. /// While most sentries seized by the Tal'darim are refitted into havocs, some are left mostly unchanged. This results in a varied array of robotic support and a certain degree of misdirection.=16633
Skin/Info/ShieldBattery,Debido a los avances en la regeneración de escudos, las baterías de escudos prácticamente se dejaron de lado durante la Guerra de las Especies. Sin embargo, gracias a las mejoras en su rendimiento y capacidad, algunas facciones han reintegrado esta tecnología en su arsenal. /// Shield batteries were largely abandoned in the wake of the Brood War due to advancements in shield regeneration. After improvements were made to its throughput and capacity, some factions reintegrated the technology.=16634
Skin/Info/ShieldBatteryForged,A pesar de que los tal'darim cuentan con acceso a baterías de escudos, normalmente prefieren invertir sus recursos en actividades más agresivas. /// Though the Tal'darim have access to shield batteries, they typically prefer to invest their resources in more aggressive pursuits.=16635
Skin/Info/ShieldBatteryIhanrii,Para justificar la construcción de una vasta red de defensa con baterías de escudos y un poderoso ejército permanente, los Ihan-rii argumentan que es su "defensa contra la vida salvaje incontrolable".=16636
Skin/Info/SiegeTank,El tanque de asedio Crucio, un reemplazo moderno del ya envejecido Arclite, se caracteriza por su versatilidad y poder destructivo. Los comandantes en el campo de batalla creen ciegamente en su potencial tanto para el ataque como para la defensa. /// A modern replacement for the aging Arclite model, Crucio siege tanks are both versatile and heavy hitting. Battlefield commanders swear by them for both offense and defense.=16637
Skin/Info/SiegeTankCovertOps,A pesar de su gran popularidad entre los comandantes del Dominio, el Crucio tenía aspectos que podían mejorarse. Una coraza reforzada y cañones más robustos hacen que esta versión sea todavía más formidable. /// Though the Crucio has long been popular among the Dominion commanders, it was not without room for improvement. Reinforced plating and heftier cannons make this version even more formidable.=16638
Skin/Info/SiegeTankJunker,Estos tanques descomunales están tan modificados que casi no se parecen a sus modelos Crucio originales. Su desempeño es claramente superior al de sus predecesores cuando deciden organizar un derby de demolición. /// These beastly tanks are so heavily modified that they hardly resemble their original Crucio models. They fare much better than their predecessors when it comes to impromptu demolition matches.=16639
Skin/Info/SiegeTankMerc,Los mercenarios terran siempre encuentran maneras nuevas de personalizar sus vehículos; ya sea un aumento de la velocidad a través de una optimización al motor, mayor versatilidad en la configuración de control o algunas modificaciones de aspecto para intimidar a sus enemigos.  /// Terran mercenaries can always find ways to customize their vehicles, whether it's adding speed through engine optimization, versatility in control configurations, or cosmetic changes to intimidate enemies. =16640
Skin/Info/SiegeTankSilver,Los dignatarios que están por encima de un rango determinado son recibidos en Tyrador con un saludo de diez disparos de parte de una compañía de Tanques de asedio de platino inmaculados. =16641
Skin/Info/SiegeTankUmojan,Los tanques umojanos Imperiales son un invento reciente que ya compite con su equivalente del Dominio en pruebas de combate. Este era exactamente su objetivo. /// Umojan Imperio tanks are a recent invention that has already rivaled their Dominion counterparts in early combat tests—which was precisely their goal.=16642
Skin/Info/SpawningPool,Las grandes cámaras del estanque de engendración han crecido para albergar las mutaciones genéticas de los zergueznos y otras criaturas, incluso una versión de la reina que no puede volar. /// The spawning pool's large chambers have grown to house the genetic mutations for organisms other than the zergling, including a flightless variant of the queen.=16643
Skin/Info/SpawningPoolMecha,Los compuestos de titanio y polímero le permiten al estanque de engendración réplica adaptarse para contener la excreción volátil que alberga. /// Polymer-titanium composites allow the Simulant spawning pool to flex and conform to the volatile ooze it contains.=16644
Skin/Info/SpawningPoolRCZ,Las mejoras cibernéticas mantienen a los estanques de engendración Cerberus en rangos de temperatura y pH considerablemente más precisos que sus antecesores puramente biológicos.=16645
Skin/Info/SpineCrawler,Tras la Guerra de las Especies, el enjambre generó rastreros punzantes para contar con una mejor protección contra las amenazas terrestres. Son capaces de reposicionarse en el campo de batalla para ganar control territorial. /// Following the Brood War, the swarm generated spine crawlers to better protect itself from ground threats. They are capable of repositioning around the battlefield to gain area control.=16646
Skin/Info/SpineCrawlerMecha,La lanza que termina en una punta monomolecular le permite al rastrero punzante réplica atravesar hasta la armadura terran más gruesa.  /// A spearpoint terminating in a monomolecular tip allows the Simulant spine crawler to penetrate even the thickest terran armor. =16647
Skin/Info/SpineCrawlerRCZ,Cerberus ha dado a miles de Rastreros punzantes controlados de manera remota la tarea de expandir las redes de tubos de lava que entrecruzan la corteza de Tyrador IX.=16648
Skin/Info/Spire,Los imponentes nidos de las mantis gritonas forman la base de la espira zerg. Los tallos que componen su base están hechos de músculos flexibles. /// The towering nests of the mantis screamers formed the basis for the zerg spire. The stalks that form their foundation are made of flexible muscle.=16649
Skin/Info/SpireMecha,Los mutaliscos y los corruptores réplicas cuentan con una reserva de gases propelentes que hacen que la espira no golpee sus cables sujetadores. /// A reservoir of propellant gases for Simulant mutalisks and corruptors keeps the spire bobbing against its restraint cables.=16650
Skin/Info/SpireRCZ,Los mutaliscos de espiras Cerberus subterráneas exhiben un comportamiento de caza ecolocativo que absorbieron de los gigamurciélagos de Tyrador, antiguamente la criatura más aterradora de las cuevas del planeta.=16651
Skin/Info/SporeCrawler,Las colonias de esporas no bastaron para impedir la eliminación de la Mente suprema. A fin de proteger a la especie, los zerg evolucionaron sus defensas aéreas y crearon los flexibles rastreros lanzaesporas. /// Spore colonies were not enough to prevent the Overmind's elimination. In order to protect their species, zerg evolved their air defense, creating the more flexible spore crawler.=16652
Skin/Info/SporeCrawlerMecha,El primer piloto terran que descubrió que la munición falsa del rastrero lanzaesporas réplica había sido reemplazada por una nanoimitación de la munición real recibió una pensión generosa y nuevas prótesis de piernas bañadas en oro. /// The first terran pilot to discover that the Simulant spore crawler's fake ammunition had been replaced by a nano-facsimile of the real thing was awarded a generous pension and gold-plated replacement legs.=16653
Skin/Info/SporeCrawlerRCZ,Los rastreros lanzaesporas Cerberus se acumulan en las cavernas cerca de la superficie de Tyrador IX como grandes campos pulsantes de estalagmitas espinosas.=16654
Skin/Info/Stalker,Los persecutores, una creación de los nerazim, son máquinas que recibieron las esencias sombrías de sus guerreros. Su capacidad de teletransportarse los vuelve ágiles e impredecibles. /// Created by the Nerazim, stalkers are machines that are infused with the shadow essences of their warriors. The ability to teleport makes them both swift and unpredictable.=16655
Skin/Info/StalkerDeluxe,La tecnología nerazim de los persecutores se ha beneficiado con la ingeniería khalai. Ahora los protoss están experimentando para integrar refuerzos del chasis de dragún en el marco del zancudo de batalla.  /// The Nerazim's stalker technology has benefited from Khalai engineering. The protoss are now experimenting with integrating dragoon chassis reinforcements into the battle strider frame. =16656
Skin/Info/StalkerGolden,Los forjafases khalai han intentado recrear los persecutores de los nerazim con el estilo elegante de los templarios antiguos. Lamentablemente, sus resultados provocaron más rabia que admiración. /// Khalai phase-smiths have attempted to recreate Nerazim's stalkers in the elegant style of the ancient Templar. Unfortunately, their results elicited more offense than admiration.=16657
Skin/Info/StalkerIhanrii,Estos Persecutores tienen grabadas runas sagradas que protegen su armadura de piedra animada contra los herejes enemigos de los Ihan-rii. =16658
Skin/Info/StalkerPurifier,Los Purificadores han refinado la programación de los persecutores para contar con un registro complejo de interacciones de batalla. De este modo, se aseguran un desempeño óptimo pese a que están completamente automatizados. /// The Purifiers have further refined stalker programming to draw from a complex log of battle interactions, allowing them to perform well even though they are fully automated.=16659
Skin/Info/StalkerTaldarim,No todos los tal'darim buscan la ascensión. Aquellos que solo desean mejorar sus habilidades de combate y servir al Señor supremo optan por convertirse en persecutores para cazar y asesinar a sus enemigos con mayor eficacia. /// Not all Tal'darim seek ascension. Those who wish only to sharpen their combat skills and serve their Highlord often choose to become stalkers, in order to better hunt and kill their foes.=16660
Skin/Info/Stargate,El proceso para transposicionar naves principales requiere una cantidad incalculable de energía, tanta que la emisión de luz se puede ver desde distancias muy lejanas. /// The process of warping in capital ships requires such a vast amount of energy that the excess light emission can be witnessed from vast distances.=16661
Skin/Info/StargateForged,La estructura elongada del portal estelar tal'darim ayuda a que las nuevas naves puedan salir rápidamente de la bahía y lanzarse directo a la batalla. /// The elongated structure of the Tal'darim stargate helps newly summoned ships accelerate out of the bay and directly into battle.=16662
Skin/Info/StargateIhanrii,Si bien los Ihan-rii afirman que toleran la ocupación parcial de su planeta ancestral, sus portales estelares han empezado a producir naves interestelares principales, lo que sugiere motivos menos amigables.=16663
Skin/Info/StargateTaldarim,[ph] StargateTaldarim info=16664
Skin/Info/Starport,El manual de combate de las fuerzas de marines del Dominio deja muy en claro que la superioridad aérea es fundamental para la dominación terran en el sector Koprulu y más allá.  /// The Dominion Marine Corps combat handbook makes very clear that air superiority is vital to terran dominance in the Koprulu sector and beyond. =16665
Skin/Info/StarportCovertOps,Después de que una misión se completa, el puerto estelar de las Fuerzas Especiales pone a su tripulación y a su cargamento en órbita, donde funciona como una estación espacial. /// After each mission is complete, the special forces starport carries its crew and cargo into orbit, where it functions as a fully operational space station.=16666
Skin/Info/StarportSilver,La proliferación de amenazas extraplanetarias ha llevado a los Caballeros de Tyrador a acelerar los cronogramas de producción de sus puertos estelares, pero los Ihan-rii parecen estar acumulando unidades aéreas con la misma velocidad.=16667
Skin/Info/SupplyDepot,Todo oficial que se precie conoce la importancia de una línea de suministros. Sin un depósito bien abastecido de comida y municiones, simplemente es imposible librar una guerra. /// Every CO worth their salt knows the importance of a supply line. Without a depot fully stocked with food and ammo, warfare is simply impossible.=16668
Skin/Info/SupplyDepotCovertOps,En los planetas más cálidos, el sistema de ventilación de este depósito de suministros supercargado se convierte en una ubicación popular para refrescarse entre los marines que están fuera de servicio. /// On hotter planets, this supply depot's supercharged ventilation system makes it a popular spot for off-duty marines to crack open a few cold ones.=16669
Skin/Info/SupplyDepotSilver,El sello de unicornio en la parte superior de todos los depósitos de suministros de los Caballeros de Tyrador se pule a mano dos veces al día, por lo general, es tarea de los reclutas más nuevos y de menor rango.=16670
Skin/Info/SupplyDepotXPR,Después de la desaparición trágica de su heredera natural, Envíos Ángel ha vuelto al negocio. La empresa garantiza que los envíos llegan al frente de batalla antes de tiempo y sin exceder el presupuesto. /// After the tragic loss of its heir apparent, Angel Shipping is back in business. The company's shipments are guaranteed to arrive on the frontline ahead of schedule and under budget.=16671
Skin/Info/SwarmHost,El Enjambre se destaca en la proliferación, en especial su desagradable Huésped del Enjambre. Gracias a su capacidad de engendrar hordas de langostas velozmente, un Huésped del Enjambre puede arrasar solo con un ejército enemigo. /// The Swarm excels at proliferation, especially the hideous Swarm Host. By rapidly birthing multitudes of locusts, a single Swarm Host can overwhelm an enemy army.=16672
Skin/Info/SwarmHostMecha,Durante la recreación de las mecánicas del huésped del enjambre, los ingenieros enfermaron. Sin embargo, los sistemas de seguridad no informaron ningún problema, y la producción siguió adelante sin inconvenientes... sin contar las muertes. /// Engineers began to fall ill while working on the swarm host mechanics. However, the safety systems did not report a problem, and production continued undisturbed—fatalities aside.=16673
Skin/Info/SwarmHostPrimal,Estas criaturas se han desarrollado como una variante de los huéspedes primigenios, que fueron los progenitores de todos los huéspedes del enjambre. Ahora, gracias un imprevisto giro del destino, las cepas se han combinado una vez más. /// These creatures have developed as an offshoot of the primal hosts, who were the progenitors of all swarm hosts. Now, through a surprising twist of fate, the strains have merged once more.=16674
Skin/Info/SwarmHostRCZ,El Huésped del Enjambre Cerberus contiene una microfábrica interna que equipa a cada Langosta con un casco a control remoto.=16675
Skin/Info/SwarmHostWebby,Los huéspedes del Enjambre de la colonia Leviatán se especializan en asaltos anfibios y cuentan con muchas ventajas genéticas que les permiten moverse rápidamente en el océano y acechar a su presa. /// The swarm hosts of the Leviathan Brood are uniquely specialized for amphibious assault and bear many genetic advantages that allow them to move quickly through the oceans and assail their prey.=16676
Skin/Info/TechLab,Una vez que se establecen las edificaciones de combate, se construyen pequeños tecnolabs a su alrededor que realizan trabajos de investigación y desarrollo. Esas obras pueden ser peligrosas, pero son esenciales para el esfuerzo de guerra. /// Once combat buildings are established, small tech labs are built alongside them to undertake research and development work. Some of this work can be dangerous, but it is seen essential to the war effort.=16677
Skin/Info/TechLabCovertOps,El tecnolab de las Fuerzas Especiales utiliza nanotecnología robada de los aliados protoss del Dominio para maximizar la eficiencia de energía y la velocidad de investigación. /// The special forces tech lab uses nanotechnology pilfered from the Dominion's protoss allies to maximize energy efficiency and research speed.=16678
Skin/Info/TechLabSilver,Los Tecnolabs de los Caballeros de Tyrador tienen sistemas de control de clima con tecnología de punta para mantener la eficacia máxima durante los cambios intensos de temperatura del planeta.=16679
Skin/Info/Tempest,Las tempestades son una incorporación reciente a la Armada Dorada, y se han ganado su lugar entre las naves de guerra más poderosas de la flota. Sus peligrosos armamentos de desintegración no deben subestimarse. /// Tempests are a recent addition to the Golden Armada, and have earned their place as one of the fleet’s most powerful warships. Their volatile disintegration weaponry is a force to be reckoned with.=16680
Skin/Info/TempestGolden,Tras muchos experimentos, los forjafases crearon tempestades personalizadas con corazas ornamentadas brillantes que resisten las energías destructivas de la matriz cinética del navío. /// After some experimentation, phase-smiths created customized tempests with high-sheen ornamental plating that could withstand the destructive energies of the vessel's kinetic matrix.=16681
Skin/Info/TempestIhanrii,El efecto de amortiguación de la superficie pétrea de la Tempestad Ihan-rii mejora su capacidad para concentrar el increíble poder de su matriz cinética.=16682
Skin/Info/TempestPurifier,Estos navíos controlados a distancia son uno de los logros característicos del programa de los Purificadores, y su coraza fabricada en Cybros es una de las más distintivas. /// This remotely piloted vessel is one of the signature achievements of the Purifier program, and its Cybros manufactured plating is among the most distinctive of its kind.=16683
Skin/Info/TempestTaldarim,A veces, los daelaam dejan impresionados a los tal'darim. Con la creación de la tempestad ocurrió eso: al verlos por primera vez en combate, el Señor supremo juró apoderarse de ellos para incluirlos en la Flota de la Muerte. /// Occasionally, the Daelaam impress the Tal'darim. The creation of the tempest was one such moment. Upon first seeing them in combat, the Highlord vowed to seize them for the death fleet.=16684
Skin/Info/TemplarArchive,Los altos templarios perfeccionan sus habilidades psiónicas en los archivos templarios mediante el estudio de recuerdos y experiencias de sus predecesores. /// The high templar hone their psionic abilities at the templar archives by accessing and studying the memories and experiences of their predecessors.=16685
Skin/Info/TemplarArchiveForged,Antes de cada batalla, los guerreros tal'darim de mayor rango en la cadena de ascensión pueden visitar los archivos templarios para revivir sus hazañas más heroicas. /// In between battles, Tal'darim warriors ranked highly on the Chain of Ascension can visit the templar archives to relive their most heroic feats.=16686
Skin/Info/TemplarArchiveIhanrii,Los archivos templarios de los Ihan-rii contienen los secretos mejor protegidos de su civilización, como textos religiosos e instrucciones para generar la espantosa piedra animada semiorgánica.=16687
Skin/Info/Thor,La máxima expresión del poderío militar terran. El thor está equipado con artillería suficiente para arrasar un ejército enemigo sin ayuda. /// The ultimate expression of terran military might, the Thor is outfitted with enough artillery to take down an army of enemy combatants on its own.=16688
Skin/Info/ThorCE,La creación de mejoras para el Thor se ha convertido en una competencia informal entre los ingenieros del Dominio. Los mandos superiores no tienen objeciones contra esta costumbre, siempre y cuando el resultado sea la obtención de caminantes de asedio más poderosos. /// Improving on the Thor has become an informal competition amongst Dominion engineers. Top brass is content with allowing this trend to continue, as long as it results in more powerful siege walkers.=16689
Skin/Info/ThorCovertOps,El Thor de las Fuerzas Especiales del Dominio es un reciente logro distintivo de la ingeniería militar que tiene un sinnúmero de mejoras y lo más avanzado en corazas de neoacero. /// A signature achievement in recent weapons engineering, the Dominion Special Forces thor boasts innumerable upgrades and the latest in neosteel plating advancements.=16690
Skin/Info/ThorJunker,La tripulación de Mira siempre ha querido un Thor propio, pero los desafíos de la construcción siempre lo impedían. Uno de estos días quizá logren ensamblar uno completamente funcional... /// Mira's crew has long desired a Thor of their own, but construction challenges routinely set them back. Any day now, they could find a way to assemble one that is fully functional...=16691
Skin/Info/ThorSilver,A los Thors de Tyrador se les realiza un tratamiento con un baño de plutonio que desvía los proyectiles que están por debajo de un cierto límite de energía. También lucen espectaculares en los desfiles.=16692
