Actor/EditorSuffix/GuideVisualQuadSplat,=0
Light/Name/DehakaPortrait,DehakaPortrait /// DehakaPortrait=18991
Light/Name/DesertWorld,DesertWorld /// DesertWorld=18992
Light/Name/DesertWorldNight,DesertWorldNight /// DesertWorldNight=18993
Light/Name/DominionLab,DominionLab /// DominionLab=18994
Light/Name/DominionLab02Outside,DominionLab 02 - Exterior /// DominionLab 02 Outside=18995
Light/Name/DominionLab02OutsideTram,DominionLab 02 - Tranvía exterior /// DominionLab 02 Outside Tram=18996
Light/Name/DominionLab02OutsideTramFlash,DominionLab 02 - Tranvía exterior - Destello /// DominionLab 02 Outside Tram Flash=18997
Light/Name/EggMonsterPortrait,Retrato - Ovomonstruo /// Portrait - Egg Monster=18998
Light/Name/EvolutionMasterPortrait,Retrato - Maestro de evolución /// Portrait - Evolution Master=18999
Light/Name/FighterPilotPortrait,Retrato - Piloto de caza /// Portrait - FighterPilot=19000
Light/Name/GuardianPortrait,Retrato - Guardián /// Portrait - Guardian=19001
Light/Name/HealerBotPortrait,Retrato - Robot curador /// Portrait - Healer Bot=19002
Light/Name/Helios,Helios /// Helios=19003
Light/Name/HellionMorphPortrait,Retrato - Demonio - Transformación /// Portrait - Hellion Morph=19004
Light/Name/HybridLabInner,Laboratorio híbrido - Interno /// Hybrid Lab Inner=19005
Light/Name/HybridLabOuter,Laboratorio híbrido - Exterior /// Hybrid Lab Outer=19006
Light/Name/HybridLabXelNaga,Laboratorio híbrido Xel'Naga /// Hybrid Lab Xel'Naga=19007
Light/Name/IceWorld,Mundo de hielo /// Ice World=19008
Light/Name/IceWorldNight,Mundo de hielo - Noche /// Ice World Night=19009
Light/Name/IceWorldSet,Mundo de hielo - Escenario /// Ice World Set=19010
Light/Name/KerriganGhostPortrait,Retrato - Kerrigan fantasma /// Portrait - Kerrigan Ghost=19011
Light/Name/KorhalCity,Ciudad de Korhal /// Korhal City=19012
Light/Name/KorhalOutskirts,Afueras de Korhal /// Korhal Outskirts=19013
Light/Name/KorhalPlatform,Plataforma de Korhal /// Korhal Platform=19014
Light/Name/LabBotPortrait,Retrato - Robot de laboratorio /// Portrait - Lab Bot=19015
Light/Name/MothershipCorePortrait,Retrato - Núcleo de Nave nodriza /// Portrait - Mothership Core=19016
Light/Name/Niflheim,Niflheim /// Niflheim=19017
Light/Name/OdinPortrait,Retrato - Odín /// Portrait - Odin=19018
Light/Name/OraclePortrait,Retrato - Oráculo /// Portrait - Oracle=19019
Light/Name/PlanetIconIceWorld,Planeta - Ícono - Mundo de hielo /// Planet Icon Ice World=19020
Light/Name/PlanetViewCharEX1,Planeta - Vista de Carbonis EX1 /// Planet View Char EX1=19021
Light/Name/PlanetViewHybrid,Planeta - Vista de Híbrido /// Planet View Hybrid=19022
Light/Name/PlanetViewKaldr,Planeta - Vista de Kaldr /// Planet View Kaldr=19023
Light/Name/PlanetViewKorhalEX1,Planeta - Vista de Korhal EX1 /// Planet View Korhal EX1=19024
Light/Name/PlanetViewZerus,Planeta - Vista de Zerus /// Planet View Zerus=19025
Light/Name/PrimalGuardianPortrait,Retrato - Guardián primigenio /// Portrait - Primal Guardian=19026
Light/Name/PrimalZergKraithPortrait,Retrato - Kraith /// Portrait - Kraith=19027
Light/Name/PrimalZergSlivanPortrait,Retrato - Slivan /// Portrait - Slivan=19028
Light/Name/PrimalZergYagdraPortrait,Retrato - Yagdra /// Portrait - Yagdra=19029
Light/Name/PrimalZergZurvanPortrait,Retrato - Zurvan /// Portrait - Zurvan=19030
Light/Name/PrisonShip,PrisonShip /// PrisonShip=19031
Light/Name/PrisonShipEmergency,Emergencia de nave prisión /// Prison Ship Emergency=19032
Light/Name/SMX1ArmyEvolutionSet,SMX1 - Ejército - Evolución - Escenario /// SMX1 - Army Evolution Set=19033
Light/Name/SMX1ArmyUpgradeSet,SMX1 - Ejército - Mejora - Escenario /// SMX1 - Army Upgrade Set=19034
Light/Name/SMX1EggRoomSet,SMX1 - Sala de huevos - Escenario /// SMX1 - Egg Room Set=19035
Light/Name/SMX1KerriganUpgradeSet,SMX1 - Kerrigan - Mejora - Escenario /// SMX1 - Kerrigan Upgrade Set=19036
Light/Name/Space01Light,Space01 - Luz /// Space01 Light=19037
Light/Name/SpaceBullPortrait,Retrato - Toro espacial /// Portrait - Space Bull=19038
Light/Name/SpaceCowPortrait,Retrato - Vaca espacial /// Portrait - Space Cow=19039
Light/Name/Starship,Nave estelar /// Starship=19040
Light/Name/StarshipDark,StarshipDark /// StarshipDark=19041
Light/Name/SwarmHostSpawnPortrait,Retrato - Huésped del Enjambre - Engendrar /// Portrait - Swarm Host Spawn=19042
Light/Name/TempestPortrait,Retrato - Tempestad /// Portrait - Tempest=19043
Light/Name/TransportPilotPortrait,Retrato - Piloto de transporte /// Portrait - Transport Pilot=19044
Light/Name/ViperPortrait,Retrato - Víbora /// Portrait - Viper=19045
Light/Name/WarhoundPortrait,Retrato - Can de guerra /// Portrait - Warhound=19046
Light/Name/WidowMinePortrait,Retrato - Mina viuda /// Portrait - Widow Mine=19047
Light/Name/YetiMommaPortrait,Retrato - Yeti mamá /// Portrait - Yeti Momma=19048
Light/Name/YetiPortrait,Retrato - Yeti /// Portrait - Yeti=19049
Light/Name/ZagaraPortrait,Retrato - Zagara /// Portrait - Zagara=19050
Light/Name/Zerg02_A,Zerg02_A /// Zerg02_A=19051
Light/Name/Zerg02_B,Zerg02_B /// Zerg02_B=19052
Light/Name/ZergAdjutantPortrait,Retrato - Adjutora zerg /// Portrait - Zerg Adjutant=19053
Light/Name/Zerus,Zerus /// Zerus=19054
Light/Name/Zerus03,Zerus03 /// Zerus03=19055
Model/Name/APC,APC /// APC=19056
Model/Name/APCAttackImpact,APC - Ataque - Impacto /// APC Attack Impact=19057
Model/Name/APCAttackLaunch,APC - Ataque - Lanzar /// APC Attack Launch=19058
Model/Name/AcidFalls,Cataratas de ácido /// Acid Falls=19059
Model/Name/AcidSplash,Salpicadura ácida /// Acid Splash=19060
Model/Name/AcidSpores,Esporas ácidas /// Acid Spores=19061
Model/Name/AcidSquibDeathRagdoll,Ácido - Ataque - Muerte - Ragdoll /// Acid Squib Death Ragdoll=19062
Model/Name/AgriaTreeEx1,Árbol de Agria Ex1 /// Agria Tree Ex1=19063
Model/Name/AiurChefCounterSwarm,Chef de Aiur - Contador - Enjambre /// Aiur Chef Counter Swarm=19064
Model/Name/AiurChefEnergyDrinkSwarm,Chef de Aiur - Bebida energizante - Enjambre /// Aiur Chef Energy Drink Swarm=19065
Model/Name/AiurChefMeatRackSwarm,Chef de Aiur - Estante de carne - Enjambre /// Aiur Chef Meat Rack Swarm=19066
Model/Name/AiurChefPantrySwarm,Chef de Aiur - Despensa - Enjambre /// Aiur Chef Pantry Swarm=19067
Model/Name/AiurChefRefrigeratorSwarm,Chef de Aiur - Refrigerador - Enjambre /// Aiur Chef Refrigerator Swarm=19068
Model/Name/AiurChefStoveSwarm,Chef de Aiur - Horno - Enjambre /// Aiur Chef Stove Swarm=19069
Model/Name/AlbionBush,Albion - Arbusto /// Albion Bush=19070
Model/Name/AlbionCurtain,Albion - Manto /// Albion Curtain=19071
Model/Name/AlbionGrass,Albion - Césped /// Albion Grass=19072
Model/Name/AlbionGrassDead,Albion - Césped muerto /// Albion Grass Dead=19073
Model/Name/AlbionPlant,Albion - Planta /// Albion Plant=19074
Model/Name/AlbionTree,Albion - Árbol /// Albion Tree=19075
Model/Name/Anteplott,Anteplott /// Anteplott=19076
Model/Name/AnteplottPortrait,Anteplott - Retrato /// Anteplott Portrait=19077
Model/Name/AntiAirTurret,Torreta antiaérea /// Anti Air Turret=19078
Model/Name/AntiAirTurretAttackBeam,Torreta antiaérea - Ataque - Rayo /// Anti Air Turret Attack Beam=19079
Model/Name/AntiAirTurretPlacementModel,Torreta antiaérea - Posicionamiento - Modelo /// Anti Air Turret Placement Model=19080
Model/Name/AntiAirTurretReleaseWeapon,Torreta antiaérea - Liberar - Arma /// Anti Air Turret Release Weapon=19081
Model/Name/ArmoredDoor,Puerta blindada /// Armored Door=19082
Model/Name/Arrow,Flecha /// Arrow=19083
Model/Name/ArthasIceCliff,Arthas - Risco de hielo /// Arthas Ice Cliff=19084
Model/Name/Artosilope,Artosilope /// Artosilope=19085
Model/Name/ArtosilopePortrait,Artosilope - Retrato /// Artosilope Portrait=19086
Model/Name/AssimilatorTerrazine,Asimilador - Terracino /// Assimilator Terrazine=19087
Model/Name/AssimilatorTerrazineBirth,Asimilador - Terracino - Engendración /// Assimilator Terrazine Birth=19088
Model/Name/AsteroidCliff,Risco de asteroide /// Asteroid Cliff=19089
Model/Name/AsteroidCliffDeep,Risco de asteroide - Abismal /// Asteroid Cliff Deep=19090
Model/Name/AsteroidCliffGirder,Risco de asteroide - Viga /// Asteroid Cliff Girder=19091
Model/Name/AsteroidCliffMetal,Risco de asteroide - Metal /// Asteroid Cliff Metal=19092
Model/Name/BanelingDeathRagdoll,Uetzi - Muerte - Ragdoll /// Baneling Death Ragdoll=19093
Model/Name/BanelingEx1,Uetzi Ex1 /// Baneling Ex1=19094
Model/Name/BanelingEx1Death,Uetzi Ex1 - Muerte /// Baneling Ex1 Death=19095
Model/Name/BanelingNestPlacement,Nido de Uetzi - Ubicación /// Baneling Nest Placement=19096
Model/Name/BansheeDeathRagdoll,Banshee - Muerte - Ragdoll /// Banshee Death Ragdoll=19097
Model/Name/BarrelPhysics,Física de barril /// Barrel Physics=19098
Model/Name/BattlecruiserDeathRagdoll,Crucero de batalla - Muerte - Ragdoll /// Battlecruiser Death Ragdoll=19099
Model/Name/BattlecruiserGiantPortrait,Retrato - Crucero gorgóneo /// Portrait - Gorgon Cruiser=19100
Model/Name/BirdDriftSeekerZerus,Ave - Rastreador de sedimentos - Zerus /// Bird Drift Seeker Zerus=19101
Model/Name/BlastCratersDoodad,Accesorio de explosión de cráteres /// Blast Craters Doodad=19102
Model/Name/BlindingCloud,Nube cegadora /// Blinding Cloud=19103
Model/Name/BlindingCloudModelAttachment,Nube cegadora - Modelo - Anexo /// Blinding Cloud Model Attachment=19104
Model/Name/BloodSquibDeathRagdoll,Sangre - Ataque - Muerte - Ragdoll /// Blood Squib Death Ragdoll=19105
Model/Name/BombardmentModel,Bombardeo - Modelo /// Bombardment Model=19106
Model/Name/Bonepile,Pila de huesos /// Bonepile=19107
Model/Name/BonesYeti,Huesos - Yeti /// Bones Yeti=19108
Model/Name/BriefingUnitSelectLargeZerg,Instrucción - Selección de unidad (zerg, grande) /// Briefing Unit Select (Zerg, Large)=19109
Model/Name/BriefingUnitSelectLargeZergGreen,Instrucción - Selección de unidad (zerg, grande, verde) /// Briefing Unit Select (Zerg, Large, Green)=19110
Model/Name/BriefingUnitSelectLargeZergRed,Instrucción - Selección de unidad (zerg, grande, rojo) /// Briefing Unit Select (Zerg, Large, Red)=19111
Model/Name/BriefingUnitSelectSmall,Instrucción - Selección de unidad (terran, pequeña) /// Briefing Unit Select (Terran, Small)=19112
Model/Name/BriefingUnitSelectZerg,Instrucción - Selección de unidad (zerg, mediano) /// Briefing Unit Select (Zerg, Medium)=19113
Model/Name/BriefingUnitSelectZerg2,Instrucción - Selección de unidad (zerg, pequeño) /// Briefing Unit Select (Zerg, Small)=19114
Model/Name/BriefingUnitSelectZergGreen,Instrucción - Selección de unidad (zerg, mediano, verde) /// Briefing Unit Select (Zerg, Medium, Green)=19115
Model/Name/BriefingUnitSelectZergRed,Instrucción - Selección de unidad (zerg, mediano, rojo) /// Briefing Unit Select (Zerg, Medium, Red)=19116
Model/Name/BriefingUnitSelectZergSmall,Instrucción - Selección de unidad (zerg, pequeño) /// Briefing Unit Select (Zerg, Small)=19117
Model/Name/BriefingUnitSelectZergSmallGreen,Instrucción - Selección de unidad (zerg, pequeño verde) /// Briefing Unit Select (Zerg, Small, Green)=19118
Model/Name/BriefingUnitSelectZergSmallRed,Instrucción - Selección de unidad (zerg, pequeño, rojo) /// Briefing Unit Select (Zerg, Small, Red)=19119
Model/Name/BrokenPlating,Coraza rota /// Broken Plating=19120
Model/Name/BroodLordDeathRagdoll,Amo de la colonia - Muerte - Ragdoll /// Brood Lord Death Ragdoll=19121
Model/Name/BroodlingDeathRagdoll,Ácaro - Muerte - Ragdoll /// Broodling Death Ragdoll=19122
Model/Name/BubbleAcid,Burbuja de ácido /// Bubble Acid=19123
Model/Name/BuildingShieldAttackBeam,Armadura de edificación - Ataque - Rayo /// Building Shield Attack Beam=19124
Model/Name/BuildingShieldAttackImpact,Armadura de edificación - Ataque - Impacto /// Building Shield Attack Impact=19125
Model/Name/BuildingShieldModel,Armadura de edificación - Modelo /// Building Shield Model=19126
Model/Name/BuildingStasisImpact,Estasis de edificación - Impacto /// Building Stasis Impact=19127
Model/Name/BulldozerPortrait,Retrato - Bulldozer /// Portrait - Bulldozer=19128
Model/Name/Bulwark,Bastión /// Bulwark=19129
Model/Name/BulwarkAAAttackImpact,Bastión - Ataque AA - Impacto /// Bulwark AA Attack Impact=19130
Model/Name/BulwarkAAAttackLaunch,Bastión - Ataque AA - Lanzar /// Bulwark AA Attack Launch=19131
Model/Name/BulwarkAAWeapon,Bastión - Arma AA /// Bulwark AA Weapon=19132
Model/Name/BunkerUpgradeEmptyDeath,Mejora de búnker - Vacío - Muerte /// Bunker Upgrade Empty Death=19133
Model/Name/BurninateChargeUp,Incinerar - Cargar /// Burninate Charge Up=19134
Model/Name/BurninateImpact,Incinerar - Impacto /// Burninate Impact=19135
Model/Name/CargoMover,Transporte de cargamentos /// Cargo Mover=19136
Model/Name/CarrierBeamAttackBeam,Rayo de Portanaves - Ataque - Rayo /// Carrier Beam Attack Beam=19137
Model/Name/CarrierChargeUp,Carga de portanaves /// Carrier Charge Up=19138
Model/Name/CarrierDeathRagdoll,Portanaves - Muerte - Ragdoll /// Carrier Death Ragdoll=19139
Model/Name/CarrierScarabWeapon,Escarabajos de portanaves - Arma /// Carrier Scarab Weapon=19140
Model/Name/CarrierScarabsImpact,Escarabajos de portanaves - Impacto /// Carrier Scarabs Impact=19141
Model/Name/CerberusConstructionLarge,Construcción de Cerberus grande /// Cerberus Construction Large=19142
Model/Name/CharAcidAcidBurst,Ácido de Carbonis - Estallido de ácido /// Char Acid Acid Burst=19143
Model/Name/CharAcidBeachShoreline,Ácido de Carbonis - Costa playera /// Char Acid Beach Shoreline=19144
Model/Name/CharAcidCliffShoreline,Ácido de Carbonis - Costa con acantilado /// Char Acid Cliff Shoreline=19145
Model/Name/CharCliffStructureLarge,Carbonis - Risco - Estructura grande /// Char Cliff Structure Large=19146
Model/Name/CharCliffStructureSmall,Carbonis - Risco - Estructura pequeña /// Char Cliff Structure Small=19147
Model/Name/CharDestructibleArchDoodad,Carbonis - Arco destruible - Accesorio /// Char Destructible Arch Doodad=19148
Model/Name/CharDuneRock,Carbonis - Duna - Roca /// Char Dune Rock=19149
Model/Name/CharDuneRockGiant,Carbonis - Duna - Roca gigante /// Char Dune Rock Giant=19150
Model/Name/CharDuneRockLarge,Carbonis - Duna - Roca grande /// Char Dune Rock Large=19151
Model/Name/CharDunesCurtain,Médanos de Carbonis - Manto /// Char Dunes Curtain=19152
Model/Name/CharExhaustVents,Carbonis - Ventilación de escape /// Char Exhaust Vents=19153
Model/Name/CharFloorPanel,Carbonis - Panel del piso /// Char Floor Panel=19154
Model/Name/CharNuke,Carbonis - Arma nuclear /// Char Nuke=19155
Model/Name/ChiseledRock,Roca tallada /// Chiseled Rock=19156
Model/Name/ChiseledRockEx1,Roca tallada Ex1 /// Chiseled Rock Ex1=19157
Model/Name/ChiseledRockEx1Large,Roca tallada Ex1 grande /// Chiseled Rock Ex1 Large=19158
Model/Name/ChiseledRockLarge,Roca tallada grande /// Chiseled Rock Large=19159
Model/Name/CleaningBot,Limpiabot /// Cleaning Bot=19160
Model/Name/CleaningBotDeath,Limpiabot - Muerte /// Cleaning Bot Death=19161
Model/Name/CleaningBotPortrait,Limpiabot - Retrato /// Cleaning Bot Portrait=19162
Model/Name/CliffArmorOneHigh,Risco - Armadura uno - Alta /// Cliff Armor One High=19163
Model/Name/CliffGlacier,Risco - Glaciar /// Cliff Glacier=19164
Model/Name/CliffGlacierCollapsing,Risco - Glaciar derrumbándose /// Cliff Glacier Collapsing=19165
Model/Name/CliffGlacierMedium,Risco - Glaciar mediano /// Cliff Glacier Medium=19166
Model/Name/CliffGlacierShort,Risco - Glaciar pequeño /// Cliff Glacier Short=19167
Model/Name/CliffGlacierTall,Risco - Glaciar alto /// Cliff Glacier Tall=19168
Model/Name/CliffIcicles,Risco - Estalactitas /// Cliff Icicles=19169
Model/Name/CliffSpikes,Risco - Púas /// Cliff Spikes=19170
Model/Name/CliffSpikesDestructible,Risco - Púas destruibles /// Cliff Spikes Destructible=19171
Model/Name/CliffZerusRockShort,Risco - Roca de Zerus - Bajo /// Cliff Zerus Rock Short=19172
Model/Name/CliffZerusRockTall,Risco - Roca de Zerus - Alto /// Cliff Zerus Rock Tall=19173
Model/Name/CloakUnitImpact,Camuflar unidad - Impacto /// Cloak Unit Impact=19174
Model/Name/CollapsibleRockTower,Torre de roca colapsable /// Collapsible Rock Tower=19175
Model/Name/CollapsibleRockTowerDebris,Escombros de Torre de roca colapsable /// Collapsible Rock Tower Debris=19176
Model/Name/CollapsibleRockTowerDebrisRampLeft,Torre de roca colapsable - Escombros (rampa izquierda) /// Collapsible Rock Tower Debris (Ramp Left)=19177
Model/Name/CollapsibleRockTowerDebrisRampRight,Torre de roca colapsable - Escombros (rampa derecha) /// Collapsible Rock Tower Debris (Ramp Right)=19178
Model/Name/CollapsibleRockTowerDiagonal,Torre de roca colapsable diagonal /// Collapsible Rock Tower Diagonal=19179
Model/Name/CollapsibleRockTowerPushUnit,Torre de roca colapsable - Alejar unidad /// Collapsible Rock Tower Push Unit=19180
Model/Name/CollapsibleRockTowerRampLeft,Torre de roca colapsable (rampa izquierda) /// Collapsible Rock Tower (Ramp Left)=19181
Model/Name/CollapsibleRockTowerRampRight,Torre de roca colapsable (rampa derecha) /// Collapsible Rock Tower (Ramp Right)=19182
Model/Name/CollapsibleRockTowerTarget,Torre de roca colapsable - Objetivo /// Collapsible Rock Tower Target=19183
Model/Name/CollapsibleTerranTower,Torre terran colapsable /// Collapsible Terran Tower=19184
Model/Name/CollapsibleTerranTowerDebris,Escombros de Torre terran colapsable /// Collapsible Terran Tower Debris=19185
Model/Name/CollapsibleTerranTowerDebrisRampLeft,Escombros de torre terran colapsable (rampa izquierda) /// Collapsible Terran Tower Debris (Ramp Left)=19186
Model/Name/CollapsibleTerranTowerDebrisRampRight,Escombros de torre terran colapsable (rampa derecha) /// Collapsible Terran Tower Debris (Ramp Right)=19187
Model/Name/CollapsibleTerranTowerDiagonal,Torre terran colapsable diagonal /// Collapsible Terran Tower Diagonal=19188
Model/Name/CollapsibleTerranTowerPushUnit,Torre terran colapsable - Alejar unidad /// Collapsible Terran Tower Push Unit=19189
Model/Name/CollapsibleTerranTowerRampLeft,Torre terran colapsable (rampa izquierda) /// Collapsible Terran Tower (Ramp Left)=19190
Model/Name/CollapsibleTerranTowerRampRight,Torre terran colapsable (rampa derecha) /// Collapsible Terran Tower (Ramp Right)=19191
Model/Name/CollapsibleTerranTowerTarget,Torre terran colapsable - Objetivo /// Collapsible Terran Tower Target=19192
Model/Name/ColonistHutDecayed,Choza de colono - Deteriorada /// Colonist Hut Decayed=19193
Model/Name/ColonistHutDeserted,Choza de colono - Desierta /// Colonist Hut Deserted=19194
Model/Name/ColossusDeathRagdoll,Coloso - Muerte - Ragdoll /// Colossus Death Ragdoll=19195
Model/Name/ConstructionCrane,Grúa de construcción /// Construction Crane=19196
Model/Name/ConsumptionImpact,Consumo - Impacto /// Consumption Impact=19197
Model/Name/CorruptorDeathRagdoll,Corruptor - Muerte - Ragdoll /// Corruptor Death Ragdoll=19198
Model/Name/CorruptorGroundAttackImpact,Corruptor - Ataque terrestre - Impacto /// Corruptor Ground Attack Impact=19199
Model/Name/CorruptorGroundAttackImpactModel,Corruptor - Ataque terrestre - Impacto - Modelo /// Corruptor Ground Attack Impact Model=19200
Model/Name/Crabeetle,Escaragrejo /// Crabeetle=19201
Model/Name/CrabeetlePortrait,Escaragrejo - Retrato /// Crabeetle Portrait=19202
Model/Name/CratorLarge,Criatureja - Grande /// Crator Large=19203
Model/Name/CreepBlocker4x4,Bloqueador de talo 4x4 /// Creep Blocker4x4=19204
Model/Name/CreepBlocker8x8,Bloqueador de talo 8x8 /// Creep Blocker8x8=19205
Model/Name/CreepSprayImpactExplosion,Rocío de talo - Impacto - Explosión /// Creep Spray Impact Explosion=19206
Model/Name/CreepSprayMissile,Rocío de talo - Misil /// Creep Spray Missile=19207
Model/Name/CreepTumorMissile,Tumor de talo - Misil /// Creep Tumor Missile=19208
Model/Name/CreepTumorPlacement,Tumor de talo - Ubicación /// Creep Tumor Placement=19209
Model/Name/CycloneMissilesAttackImpact,Misiles ciclónicos - Ataque - Impacto /// Cyclone Missiles Attack Impact=19210
Model/Name/CycloneMissilesAttackLaunch,Misiles ciclónicos - Ataque - Lanzar /// Cyclone Missiles Attack Launch=19211
Model/Name/CycloneMissilesWeapon,Misiles ciclónicos - Arma /// Cyclone Missiles Weapon=19212
Model/Name/DeadPrimalisk,Primalisco muerto /// Dead Primalisk=19213
Model/Name/DecalSpace,Logotipo - Espacio /// Decal Space=19214
Model/Name/DefensiveMatrixOdin,Matriz defensiva - Odín /// Defensive Matrix Odin=19215
Model/Name/Defiler,Profanador /// Defiler=19216
Model/Name/DehakaPortrait,Retrato - Dehaka /// Portrait - Dehaka=19217
Model/Name/DesertCaveEntrance,Cueva desierta - Entrada /// Desert Cave Entrance=19218
Model/Name/DesertPlanetLandingLight,Planeta desierto - Luz de aterrizaje /// Desert Planet Landing Light=19219
Model/Name/DesertPlanetSearchlight,Planeta desierto - Reflector dirigido /// Desert Planet Searchlight=19220
Model/Name/DesertPlanetSearchlightDeath,Planeta desierto - Reflector dirigido - Muerte /// Desert Planet Searchlight Death=19221
Model/Name/DesertPlanetStreetlight,Planeta desierto - Poste de alumbrado /// Desert Planet Streetlight=19222
Model/Name/DesertRockGiant,Roca de desierto - Gigante /// Desert Rock Giant=19223
Model/Name/DesertWorldCurtain,Desierto - Mundo desértico /// Desert World Curtain=19224
Model/Name/DesertWorldDirtMix,Mundo desértico - Mezcla de tierra /// Desert World Dirt Mix=19225
Model/Name/DesertWorldRockMix,Mundo desértico - Mezcla de rocas /// Desert World Rock Mix=19226
Model/Name/DestructibleIce2x4,Hielo destruible 2x4 /// Destructible Ice 2x4=19227
Model/Name/DestructibleIce2x6,Hielo destruible 2x6 /// Destructible Ice 2x6=19228
Model/Name/DestructibleIce4x4,Hielo destruible 4x4 /// Destructible Ice 4x4=19229
Model/Name/DestructibleIce6x6,Hielo destruible 6x6 /// Destructible Ice 6x6=19230
Model/Name/DestructibleIceHuge,Hielo destruible - Gigante /// Destructible Ice Huge=19231
Model/Name/DestructibleRockEx12x4,Roca destruible Ex 1 2x4 /// Destructible Rock Ex1 2x4=19232
Model/Name/DestructibleRockEx12x6,Roca destruible Ex 1 2x6 /// Destructible Rock Ex1 2x6=19233
Model/Name/DestructibleRockEx14x4,Roca destruible Ex 1 4x4 /// Destructible Rock Ex1 4x4=19234
Model/Name/DestructibleRockEx16x6,Roca destruible Ex 1 6x6 /// Destructible Rock Ex1 6x6=19235
Model/Name/DestructibleRockEx1Huge,Roca destruible Ex 1 - Gigante /// Destructible Rock Ex1 Huge=19236
Model/Name/DestructibleStatue4x4,Estatua destruible /// Destructible Statue=19237
Model/Name/DestructibleStatue4x4Dead,Estatua destruible - Destruida /// Destructible Statue Dead=19238
Model/Name/DestructibleStatueRubble,Estatua destruible - Escombros /// Destructible Statue Rubble=19239
Model/Name/Devourer,Devorador /// Devourer=19240
Model/Name/Digester,Devorador /// Digester=19241
Model/Name/DigesterBuild,Devorador - Construir /// Digester Build=19242
Model/Name/DockingBayGround,Acceso de naves - Terreno /// Docking Bay Ground=19243
Model/Name/DodgeDrone,Obrero evasivo /// Dodge Drone=19244
Model/Name/DodgeDroneAttackImpact,Obrero evasivo - Ataque - Impacto /// Dodge Drone Attack Impact=19245
Model/Name/DodgeDroneAttackLaunch,Obrero evasivo - Ataque - Lanzar /// Dodge Drone Attack Launch=19246
Model/Name/DodgeDroneShadow,Obrero evasivo - Sombra /// Dodge Drone Shadow=19247
Model/Name/DominionEnergyCannon,Dominio - Cañón de energía /// Dominion Energy Cannon=19248
Model/Name/DominionLandingPad,Dominio - Puerto de aterrizaje /// Dominion Landing Pad=19249
Model/Name/DoomImpact,Perdición - Impacto /// Doom Impact=19250
Model/Name/DoomLaunch,Perdición - Lanzar /// Doom Launch=19251
Model/Name/DoomModel,Perdición - Modelo /// Doom Model=19252
Model/Name/DoomWeapon,Perdición - Arma /// Doom Weapon=19253
Model/Name/DriftSeekerZerus,Rastreador de cúmulos - Zerus /// Drift Seeker Zerus=19254
Model/Name/DroneDeathRagdoll,Obrero - Muerte - Ragdoll /// Drone Death Ragdoll=19255
Model/Name/DubiousTentaclesTentacle,Tentáculos indecisos - Tentáculo /// Dubious Tentacles Tentacle=19256
Model/Name/DynamicGrassAlbion,Césped dinámico - Albion /// Dynamic Grass Albion=19257
Model/Name/DynamicGrassZerus,Césped dinámico - Zerus /// Dynamic Grass Zerus=19258
Model/Name/EMPBomb,Bomba PEM /// EMP Bomb=19259
Model/Name/EMPBombFalling,Bomba PEM - Caída /// EMP Bomb Falling=19260
Model/Name/EMPBombImpact,Bomba PEM - Impacto /// EMP Bomb Impact=19261
Model/Name/EarthBurms,Montículos de tierra /// Earth Burms=19262
Model/Name/EarthBurmsConstructingSmoke,Construcción de montículos de tierra - Humo /// Earth Burms Constructing Smoke=19263
Model/Name/EarthBurmsConstructingThing,Construcción de montículos de tierra - Cosa /// Earth Burms Constructing Thing=19264
Model/Name/EarthBurmsConstructorGuy,Montículos de tierra - Constructor /// Earth Burms Constructor Guy=19265
Model/Name/EarthMover,Retroexcavadora /// Earth Mover=19266
Model/Name/EarthMoverDeath,Retroexcavadora - Muerte /// Earth Mover Death=19267
Model/Name/EarthPavement,Pavimento /// Earth Pavement=19268
Model/Name/EarthRamp,Rampa de tierra /// Earth Ramp=19269
Model/Name/EggMonsterPortrait,Ovomonstruo - Retrato /// Egg Monster Portrait=19270
Model/Name/ElectricConduitPath,Conducto eléctrico - Recorrido /// Electric Conduit Path=19271
Model/Name/ElectricConduitPathLarge,Conducto eléctrico - Recorrido grande /// Electric Conduit Path Large=19272
Model/Name/ElectricConduitPathMedium,Conducto eléctrico - Recorrido mediano /// Electric Conduit Path Medium=19273
Model/Name/ElectricConduitPathSmall,Conducto eléctrico - Recorrido pequeño /// Electric Conduit Path Small=19274
Model/Name/EnergyBlastImpact,Impacto de estallido de energía /// Energy Blast Impact=19275
Model/Name/EnergyBlastWeapon,Arma de estallido de energía /// Energy Blast Weapon=19276
Model/Name/EvolutionChamberPlacement,Cámara de evolución - Ubicación /// Evolution Chamber Placement=19277
Model/Name/EvolutionMasterPortrait,Retrato - Abathur /// Portrait - Abathur=19278
Model/Name/EvolutionPlanet,Planeta de evolución /// Evolution Planet=19279
Model/Name/ExplosiveMineEntrance,Mina explosiva - Entrada /// Explosive Mine Entrance=19280
Model/Name/ExtendingBridgeWide,Puente extensible - Ancho /// Extending Bridge Wide=19281
Model/Name/ExtractorTerrazine,Extractor - Terracino /// Extractor Terrazine=19282
Model/Name/ExtractorTerrazineBuild,Extractor - Terracino - Construir /// Extractor Terrazine Build=19283
Model/Name/EyeStalkImpact,Acecho ocular - Impacto /// Eye Stalk Impact=19284
Model/Name/EyeStalkLaunch,Acecho ocular - Lanzar /// Eye Stalk Launch=19285
