Actor/Name/ActorLightOmni,Actor Point Light=0
RequirementNode/Name/And952070841CountUpgradeTechnologyLargeAirframesCompleteOnly4031298786GTE7CountUnitChinaB29HeavyBomberQueuedOrBetter,CountUpgrade(TechnologyLargeAirframes,CompleteOnly){Less than 8} && {Quantitative restriction}7 >= CountUnit(ChinaB29HeavyBomber,QueuedOrBetter)=40595
RequirementNode/Name/And990531308CountUpgradeTechInfantry2CompleteOnly,CountUpgrade(TechInfantry2,CompleteOnly) && {Infantry equipment needs to be improved}()=40596
RequirementNode/Name/AndAllowUnitGDIZoneTrooperNotCountUpgradeGDIJetPackQueuedOrBetter,AllowUnit(GDIZoneTrooper) && !CountUpgrade(GDIJetPack,QueuedOrBetter)=40597
RequirementNode/Name/AndCountUnitAuPowerPlantCompleteOnly,CountUnit(AuPowerPlant,CompleteOnly) && ()=40598
RequirementNode/Name/AndCountUnitAuPowerPlantCompleteOnlyCountUnitAuRefineryCompleteOnly,CountUnit(AuPowerPlant,CompleteOnly) && CountUnit(AuRefinery,CompleteOnly)=40599
RequirementNode/Name/AndCountUnitAuPowerPlantCompleteOnlyCountUnitAuRefineryCompleteOnlyCountUnitAuAlliedradarCompleteOnly,CountUnit(AuPowerPlant,CompleteOnly) && CountUnit(AuRefinery,CompleteOnly) && CountUnit(AuAlliedradar,CompleteOnly)=40600
RequirementNode/Name/AndCountUnitAuPowerPlantCompleteOnlyCountUnitAuRefineryCompleteOnlyCountUnitAuAlliedradarCompleteOnlyCountUnitAuAdvancedPowerPlantCompleteOnly,CountUnit(AuPowerPlant,CompleteOnly) && CountUnit(AuRefinery,CompleteOnly) && CountUnit(AuAlliedradar,CompleteOnly) && CountUnit(AuAdvancedPowerPlant,CompleteOnly)=40601
RequirementNode/Name/AndCountUnitAuPowerPlantCompleteOnlyLTE1999833820SumCountUnitRAAlliesBuildVestUnitsAlliedMinesQueuedOrBetterCountUnitAuRefineryQueuedOrBetter9,CountUnit(AuPowerPlant,CompleteOnly) && (CountUnit(RAAlliesBuildVestUnitsAlliedMines,QueuedOrBetter) + CountUnit(AuRefinery,QueuedOrBetter)) <= {Only 10 mines can be built at most}9=40602
RequirementNode/Name/AndCountUnitAuPowerPlantCompleteOnlyLTE4230491795SumCountUnitAubuildDunmmyUnit32223QueuedOrBetterCountUnitAuEliteSoldierAcademyQueuedOrBetter0,CountUnit(AuPowerPlant,CompleteOnly) && (CountUnit(AubuildDunmmyUnit32223,QueuedOrBetter) + CountUnit(AuEliteSoldierAcademy,QueuedOrBetter)) <= {Can only have one elite military academy}0=40603
RequirementNode/Name/AndCountUnitCabalVertigoLandedCompleteOnlyTechTreeCheatCountUnitCabalBomberPlatformCompleteOnlyTechTreeCheat,CountUnit(CabalVertigoLanded,CompleteOnly)[TechTreeCheat] && CountUnit(CabalBomberPlatform,CompleteOnly)[TechTreeCheat]=40604
RequirementNode/Name/AndCountUnitCnTeslaReactorCompleteOnlyCountUnitCnSmeltingFurnaceCompleteOnly,CountUnit(CnTeslaReactor,CompleteOnly) && CountUnit(CnSmeltingFurnace,CompleteOnly)=40605
RequirementNode/Name/AndCountUnitCnTeslaReactorCompleteOnlyCountUnitCnSmeltingFurnaceCompleteOnlyCountUnitCnRadarCompleteOnly,CountUnit(CnTeslaReactor,CompleteOnly) && CountUnit(CnSmeltingFurnace,CompleteOnly) && CountUnit(CnRadar,CompleteOnly)=40606
RequirementNode/Name/AndCountUnitCnTeslaReactorCompleteOnlyLTE1586392053SumCountUnitCnSmeltingFurnaceQueuedOrBetter2,CountUnit(CnTeslaReactor,CompleteOnly) && (CountUnit(CnSmeltingFurnace,QueuedOrBetter) + ()) <= {Only three mines can be built}2=40607
RequirementNode/Name/AndCountUnitJpPowerPlantCompleteOnlyCountUnitJpImperialMineCompleteOnly,CountUnit(JpPowerPlant,CompleteOnly) && CountUnit(JpImperialMine,CompleteOnly)=40608
RequirementNode/Name/AndCountUnitJpPowerPlantCompleteOnlyCountUnitJpImperialMineCompleteOnlyCountUnitRadarCompleteOnly,CountUnit(JpPowerPlant,CompleteOnly) && CountUnit(JpImperialMine,CompleteOnly) && CountUnit(Radar,CompleteOnly)=40609
RequirementNode/Name/AndCountUnitJpPowerPlantCompleteOnlyCountUnitJpImperialMineCompleteOnlyCountUnitRadarCompleteOnlyCountUnitCnNuclearPowerPlantCompleteOnly,CountUnit(JpPowerPlant,CompleteOnly) && CountUnit(JpImperialMine,CompleteOnly) && CountUnit(Radar,CompleteOnly) && CountUnit(CnNuclearPowerPlant,CompleteOnly)=40610
RequirementNode/Name/AndCountUnitJpPowerPlantCompleteOnlyLTE247099226SumCountUnitJpImperialMineQueuedOrBetterCountUnitJpRefineryCoreQueuedOrBetter2,CountUnit(JpPowerPlant,CompleteOnly) && (CountUnit(JpImperialMine,QueuedOrBetter) + CountUnit(JpRefineryCore,QueuedOrBetter)) <= {Only up to three mines can be built}2=40611
RequirementNode/Name/AndCountUnitNodCraneQueuedOrBetter,CountUnit(NodCrane,QueuedOrBetter) && ()=40612
RequirementNode/Name/AndCountUnitNodShrineCompleteOnly2125751950TechTreeCheatCountUnitChemicalPlantCompleteOnly2125751950TechTreeCheatEq3526016586CountUnitNodTempleQueuedOrBetter3905728150,CountUnit(NodShrine,CompleteOnly){Research Station}[TechTreeCheat] && CountUnit(ChemicalPlant,CompleteOnly){Research Station}[TechTreeCheat] && CountUnit(NodTemple,QueuedOrBetter){Only one can be built} == {Temple of Nod has been built}0=40613
RequirementNode/Name/AndCountUnitNodShrineCompleteOnlyTechTreeCheatEq1277349106CountUnitNodCommandoQueuedOrBetterTechTreeCheat0,CountUnit(NodShrine,CompleteOnly)[TechTreeCheat] && CountUnit(NodCommando,QueuedOrBetter)[TechTreeCheat] == {No Commando}0=40614
RequirementNode/Name/AndCountUnitNodTechLabCompleteOnly2125751950TechTreeCheatEq3045057682CountUnitCabalDominatorQueuedOrBetter0,CountUnit(NodTechLab,CompleteOnly){Research Station}[TechTreeCheat] && CountUnit(CabalDominator,QueuedOrBetter) == {Commando already exists}0=40615
RequirementNode/Name/AndCountUnitNodTechLabCompleteOnly261109446TechTreeCheatEq135274708CountUnitNodCommandoQueuedOrBetter37075191800,CountUnit(NodTechLab,CompleteOnly){Research Station}[TechTreeCheat] && CountUnit(NodCommando,QueuedOrBetter){Only one can be trained} == {Commando already exists}0=40616
RequirementNode/Name/AndCountUnitNodTechLabCompleteOnly261109446TechTreeCheatEq995290284CountUnitChemicalPlantQueuedOrBetter38320473750,CountUnit(NodTechLab,CompleteOnly){Research Station}[TechTreeCheat] && CountUnit(ChemicalPlant,QueuedOrBetter){Only one can be built} == {Chemical plant has been built}0=40617
RequirementNode/Name/AndCountUnitNodTechLabCompleteOnly261109446TechTreeCheatLT995290284CountUnitChemicalPlantQueuedOrBetter29875808683,CountUnit(NodTechLab,CompleteOnly){Research Station}[TechTreeCheat] && CountUnit(ChemicalPlant,QueuedOrBetter){Only three can be built} <{Chemical plant has been built}3=40618
RequirementNode/Name/AndCountUnitNodTechLabCompleteOnly261109446TechTreeCheatLTCountUnitNodCommandoQueuedOrBetter37075191803,CountUnit(NodTechLab,CompleteOnly){Research Station}[TechTreeCheat] && CountUnit(NodCommando,QueuedOrBetter){Only one can be trained} < 3=40619
RequirementNode/Name/AndCountUnitNodTempleCompleteOnlyTechTreeCheatEq1904832832CountUnitCabalLeviathanQueuedOrBetter0,CountUnit(NodTemple,CompleteOnly)[TechTreeCheat] && CountUnit(CabalLeviathan,QueuedOrBetter) == {Redeemer already exists on the battlefield}0=40620
RequirementNode/Name/AndCountUnitNodTempleCompleteOnlyTechTreeCheatEq1904832832CountUnitNodRedeemerQueuedOrBetter0,CountUnit(NodTemple,CompleteOnly)[TechTreeCheat] && CountUnit(NodRedeemer,QueuedOrBetter) == {Redeemer already exists on the battlefield}0=40621
RequirementNode/Name/AndCountUnitNodVertigoPlatformCompleteOnly3616750556TechTreeCheatGT3772904848CountUnitVertigolandedCompleteOnly0,CountUnit(CabalBomberPlatform,CompleteOnly){Require Airport}[TechTreeCheat] && CountUnit(Vertigolanded,CompleteOnly) > {At least one Vertigo Bomber is required}0=40622
RequirementNode/Name/AndCountUnitSuReactorCompleteOnlyCountUnitSuRefineryCompleteOnly,CountUnit(SuReactor,CompleteOnly) && CountUnit(SuRefinery,CompleteOnly)=40623
RequirementNode/Name/AndCountUnitSuReactorCompleteOnlyCountUnitSuRefineryCompleteOnlyCountUnitSuRadarCompleteOnly,CountUnit(SuReactor,CompleteOnly) && CountUnit(SuRefinery,CompleteOnly) && CountUnit(SuRadar,CompleteOnly)=40624
RequirementNode/Name/AndCountUnitSuReactorCompleteOnlyCountUnitSuRefineryCompleteOnlyCountUnitSuRadarCompleteOnlyCountUnitSuSuperReactorCompleteOnly,CountUnit(SuReactor,CompleteOnly) && CountUnit(SuRefinery,CompleteOnly) && CountUnit(SuRadar,CompleteOnly) && CountUnit(SuSuperReactor,CompleteOnly)=40625
RequirementNode/Name/AndCountUnitSuReactorCompleteOnlyLTE1586392053CountUnitSuRefineryQueuedOrBetter2,CountUnit(SuReactor,CompleteOnly) && CountUnit(SuRefinery,QueuedOrBetter) <= {Only three mines can be built}2=40626
RequirementNode/Name/AndCountUpgradeAuTechLevelUnlock1CompleteOnly,CountUpgrade(AuTechLevelUnlock1,CompleteOnly) && ()=40627
RequirementNode/Name/AndCountUpgradeAuTechLevelUnlock1CompleteOnlyCountUpgradeunlockupgrade2CompleteOnly,CountUpgrade(AuTechLevelUnlock1,CompleteOnly) && CountUpgrade(unlockupgrade2,CompleteOnly)=40628
RequirementNode/Name/AndCountUpgradeAuTechLevelUnlock1QueuedOrBetter,CountUpgrade(AuTechLevelUnlock1,QueuedOrBetter) && ()=40629
RequirementNode/Name/AndCountUpgradeAuTechLevelUnlock2CompleteOnly,CountUpgrade(AuTechLevelUnlock2,CompleteOnly) && ()=40630
RequirementNode/Name/AndCountUpgradeAuTechLevelUnlock2CompleteOnlyCountUnitAuPowerPlantCompleteOnlyCountUnitAuDefenseBureauCompleteOnly,CountUpgrade(AuTechLevelUnlock2,CompleteOnly) && CountUnit(AuPowerPlant,CompleteOnly) && CountUnit(AuDefenseBureau,CompleteOnly)=40631
RequirementNode/Name/AndCountUpgradeAuTechLevelUnlock2CompleteOnlyLT1635586031SumCountUnitAubuildDunmmyUnit32222QueuedOrBetterCountUnitAuWeathercontrollerQueuedOrBetter1,CountUpgrade(AuTechLevelUnlock2,CompleteOnly) && (CountUnit(AubuildDunmmyUnit32222,QueuedOrBetter) + CountUnit(AuWeathercontroller,QueuedOrBetter)) < {Can only have one weather controller}1=40632
RequirementNode/Name/AndCountUpgradeAuTechLevelUnlock2CompleteOnlyLT2232793349CountUnitAuOldChronosphereQueuedOrBetter1,CountUpgrade(AuTechLevelUnlock2,CompleteOnly) && CountUnit(AuOldChronosphere,QueuedOrBetter) < {Can only own one Chrono Teleportation Device}1=40633
RequirementNode/Name/AndCountUpgradeAuTechLevelUnlock2CompleteOnlyLT2232793349SumCountUnitAubuildDunmmyUnit3222222QueuedOrBetterCountUnitAuChronoSphereQueuedOrBetter1,CountUpgrade(AuTechLevelUnlock2,CompleteOnly) && (CountUnit(AubuildDunmmyUnit3222222,QueuedOrBetter) + CountUnit(AuChronoSphere,QueuedOrBetter)) < {Can only own one Chrono Teleportation Device}1=40634
RequirementNode/Name/AndCountUpgradeAuTechLevelUnlock2CompleteOnlyLT2543532441SumCountUnitAuProtonColliderQueuedOrBetterCountUnitAubuildDunmmyUnit322222QueuedOrBetter1,CountUpgrade(AuTechLevelUnlock2,CompleteOnly) && (CountUnit(AuProtonCollider,QueuedOrBetter) + CountUnit(AubuildDunmmyUnit322222,QueuedOrBetter)) < {Can only have one Proton Collider}1=40635
RequirementNode/Name/AndCountUpgradeAuTechLevelUnlock2QueuedOrBetter,CountUpgrade(AuTechLevelUnlock2,QueuedOrBetter) && ()=40636
RequirementNode/Name/AndCountUpgradeAuTechLevelUnlock3CompleteOnly,CountUpgrade(AuTechLevelUnlock3,CompleteOnly) && ()=40637
RequirementNode/Name/AndCountUpgradeAuTechLevelUnlock3CompleteOnlyCountUnitAuDefenseBureauCompleteOnly,CountUpgrade(AuTechLevelUnlock3,CompleteOnly) && CountUnit(AuDefenseBureau,CompleteOnly)=40638
RequirementNode/Name/AndCountUpgradeAuTechLevelUnlock3QueuedOrBetter,CountUpgrade(AuTechLevelUnlock3,QueuedOrBetter) && ()=40639
RequirementNode/Name/AndCountUpgradeAuTechLevelUnlock4CompleteOnly,CountUpgrade(AuTechLevelUnlock4,CompleteOnly) && ()=40640
RequirementNode/Name/AndCountUpgradeAuTechLevelUnlock4QueuedOrBetter,CountUpgrade(AuTechLevelUnlock4,QueuedOrBetter) && ()=40641
RequirementNode/Name/AndCountUpgradeCnTechUnlockT12QueuedOrBetter,CountUpgrade(CnTechUnlockT12,QueuedOrBetter) && ()=40642
RequirementNode/Name/AndCountUpgradeCnTechUnlockT13QueuedOrBetter,CountUpgrade(CnTechUnlockT13,QueuedOrBetter) && ()=40643
RequirementNode/Name/AndCountUpgradeCnTechUnlockT14QueuedOrBetter,CountUpgrade(CnTechUnlockT14,QueuedOrBetter) && ()=40644
RequirementNode/Name/AndCountUpgradeCnTechUnlockT1QueuedOrBetter,CountUpgrade(CnTechUnlockT1,QueuedOrBetter) && ()=40645
RequirementNode/Name/AndCountUpgradeTechInfantry2CompleteOnly,CountUpgrade(TechInfantry2,CompleteOnly) && ()=40646
RequirementNode/Name/AndCountUpgradeTechInfantry2CompleteOnlyNotCountUpgradeTechnologySpecializedInfantry233InProgressOnly,CountUpgrade(TechInfantry2,CompleteOnly) && !CountUpgrade(TechnologySpecializedInfantry233,InProgressOnly)=40647
RequirementNode/Name/AndCountUpgradeTechInfantry3CompleteOnly,CountUpgrade(TechInfantry3,CompleteOnly) && ()=40648
RequirementNode/Name/AndCountUpgradeTechInfantry3CompleteOnlyNotCountUpgradeTechnologySpecializedInfantry235InProgressOnly,CountUpgrade(TechInfantry3,CompleteOnly) && !CountUpgrade(TechnologySpecializedInfantry235,InProgressOnly)=40649
RequirementNode/Name/AndCountUpgradeTechInfantry4CompleteOnlyNotCountUpgradeTechnologySpecializedInfantry234InProgressOnly,CountUpgrade(TechInfantry4,CompleteOnly) && !CountUpgrade(TechnologySpecializedInfantry234,InProgressOnly)=40650
RequirementNode/Name/AndCountUpgradeTechRockets1CompleteOnly,CountUpgrade(TechRockets1,CompleteOnly) && ()=40651
RequirementNode/Name/AndCountUpgradeTechRockets1CompleteOnlyNotCountUpgradeUnknownUpgrade10InProgressOnly,CountUpgrade(TechRockets1,CompleteOnly) && !CountUpgrade(UnknownUpgrade10,InProgressOnly)=40652
RequirementNode/Name/AndCountUpgradeTechRockets1CompleteOnlyNotCountUpgradeZombieUpgrade322InProgressOnly,CountUpgrade(TechRockets1,CompleteOnly) && !CountUpgrade(ZombieUpgrade322,InProgressOnly)=40653
RequirementNode/Name/AndCountUpgradeTechRockets2CompleteOnlyNotCountUpgradeUnknownUpgrade103InProgressOnly,CountUpgrade(TechRockets2,CompleteOnly) && !CountUpgrade(UnknownUpgrade103,InProgressOnly)=40654
RequirementNode/Name/AndCountUpgradeTechRockets2CompleteOnlyNotCountUpgradeZombieUpgrade3223InProgressOnly,CountUpgrade(TechRockets2,CompleteOnly) && !CountUpgrade(ZombieUpgrade3223,InProgressOnly)=40655
RequirementNode/Name/AndCountUpgradeTechRockets3CompleteOnly,CountUpgrade(TechRockets3,CompleteOnly) && ()=40656
RequirementNode/Name/AndCountUpgradeTechRockets3CompleteOnlyNotCountUpgradeUnknownUpgrade105InProgressOnly,CountUpgrade(TechRockets3,CompleteOnly) && !CountUpgrade(UnknownUpgrade105,InProgressOnly)=40657
RequirementNode/Name/AndCountUpgradeTechRockets3CompleteOnlyNotCountUpgradeZombieUpgrade3225InProgressOnly,CountUpgrade(TechRockets3,CompleteOnly) && !CountUpgrade(ZombieUpgrade3225,InProgressOnly)=40658
RequirementNode/Name/AndCountUpgradeTechRockets4CompleteOnly,CountUpgrade(TechRockets4,CompleteOnly) && ()=40659
RequirementNode/Name/AndCountUpgradeTechRockets4CompleteOnlyNotCountUpgradeUnknownUpgrade104InProgressOnly,CountUpgrade(TechRockets4,CompleteOnly) && !CountUpgrade(UnknownUpgrade104,InProgressOnly)=40660
RequirementNode/Name/AndCountUpgradeTechRockets4CompleteOnlyNotCountUpgradeZombieUpgrade3224InProgressOnly,CountUpgrade(TechRockets4,CompleteOnly) && !CountUpgrade(ZombieUpgrade3224,InProgressOnly)=40661
RequirementNode/Name/AndCountUpgradeTechTurret1CompleteOnlyNotCountUpgradeZombieUpgrade332InProgressOnly,CountUpgrade(TechTurret1,CompleteOnly) && !CountUpgrade(ZombieUpgrade332,InProgressOnly)=40662
RequirementNode/Name/AndCountUpgradeTechTurret2CompleteOnlyNotCountUpgradeZombieUpgrade3323InProgressOnly,CountUpgrade(TechTurret2,CompleteOnly) && !CountUpgrade(ZombieUpgrade3323,InProgressOnly)=40663
RequirementNode/Name/AndCountUpgradeTechTurret3CompleteOnly,CountUpgrade(TechTurret3,CompleteOnly) && ()=40664
RequirementNode/Name/AndCountUpgradeTechTurret3CompleteOnlyNotCountUpgradeZombieUpgrade3325InProgressOnly,CountUpgrade(TechTurret3,CompleteOnly) && !CountUpgrade(ZombieUpgrade3325,InProgressOnly)=40665
RequirementNode/Name/AndCountUpgradeTechTurret4CompleteOnlyNotCountUpgradeZombieUpgrade3324InProgressOnly,CountUpgrade(TechTurret4,CompleteOnly) && !CountUpgrade(ZombieUpgrade3324,InProgressOnly)=40666
RequirementNode/Name/AndCountUpgradeTechnologyAdvancedAntitankGuns3CompleteOnlyNotCountUpgradeUnknownUpgrade123InProgressOnly,CountUpgrade(TechnologyAdvancedAntitankGuns3,CompleteOnly) && !CountUpgrade(UnknownUpgrade123,InProgressOnly)=40667
RequirementNode/Name/AndCountUpgradeTechnologyAdvancedAntitankGuns3CompleteOnlyNotCountUpgradeZombieUpgrade32224InProgressOnly,CountUpgrade(TechnologyAdvancedAntitankGuns3,CompleteOnly) && !CountUpgrade(ZombieUpgrade32224,InProgressOnly)=40668
RequirementNode/Name/AndCountUpgradeTechnologyAdvancedAntitankGunsCompleteOnlyNotCountUpgradeUnknownUpgrade124InProgressOnly,CountUpgrade(TechnologyAdvancedAntitankGuns,CompleteOnly) && !CountUpgrade(UnknownUpgrade124,InProgressOnly)=40669
RequirementNode/Name/AndCountUpgradeTechnologyAdvancedAntitankGunsCompleteOnlyNotCountUpgradeZombieUpgrade32225InProgressOnly,CountUpgrade(TechnologyAdvancedAntitankGuns,CompleteOnly) && !CountUpgrade(ZombieUpgrade32225,InProgressOnly)=40670
RequirementNode/Name/AndCountUpgradeTechnologyAdvancedAntitankGunsCompleteOnlyNotCountUpgradeZombieUpgrade322InProgressOnly,CountUpgrade(TechnologyAdvancedAntitankGuns,CompleteOnly) && !CountUpgrade(ZombieUpgrade322,InProgressOnly)=40671
RequirementNode/Name/AndCountUpgradeTechnologyCombatAircraft1CompleteOnlyCountUpgradeTechnologyCombatAircraft2CompleteOnly,CountUpgrade(TechnologyCombatAircraft1,CompleteOnly) && CountUpgrade(TechnologyCombatAircraft2,CompleteOnly)=40672
RequirementNode/Name/AndCountUpgradeTechnologyCombatAircraft1CompleteOnlyNotCountUpgradeUnknownUpgrade9InProgressOnly,CountUpgrade(TechnologyCombatAircraft1,CompleteOnly) && !CountUpgrade(UnknownUpgrade9,InProgressOnly)=40673
RequirementNode/Name/AndCountUpgradeTechnologyCombatAircraft2CompleteOnlyNotCountUpgradeUnknownUpgrade92InProgressOnly,CountUpgrade(TechnologyCombatAircraft2,CompleteOnly) && !CountUpgrade(UnknownUpgrade92,InProgressOnly)=40674
RequirementNode/Name/AndCountUpgradeTechnologyCombatAircraft3CompleteOnly,CountUpgrade(TechnologyCombatAircraft3,CompleteOnly) && ()=40675
RequirementNode/Name/AndCountUpgradeTechnologyCombatAircraft3CompleteOnlyGTE263404243115CountUnitFighterQueuedOrBetter,CountUpgrade(TechnologyCombatAircraft3,CompleteOnly) && 15 >= {Maximum quantity}CountUnit(Fighter,QueuedOrBetter)=40676
RequirementNode/Name/AndCountUpgradeTechnologyCombatAircraft3CompleteOnlyNotCountUpgradeUnknownUpgrade94InProgressOnly,CountUpgrade(TechnologyCombatAircraft3,CompleteOnly) && !CountUpgrade(UnknownUpgrade94,InProgressOnly)=40677
RequirementNode/Name/AndCountUpgradeTechnologyCombatAircraft4CompleteOnlyNotCountUpgradeUnknownUpgrade93InProgressOnly,CountUpgrade(TechnologyCombatAircraft4,CompleteOnly) && !CountUpgrade(UnknownUpgrade93,InProgressOnly)=40678
RequirementNode/Name/AndCountUpgradeTechnologyImprovedAntitankGunsCompleteOnlyNotCountUpgradeUnknownUpgrade122InProgressOnly,CountUpgrade(TechnologyImprovedAntitankGuns,CompleteOnly) && !CountUpgrade(UnknownUpgrade122,InProgressOnly)=40679
RequirementNode/Name/AndCountUpgradeTechnologyImprovedAntitankGunsCompleteOnlyNotCountUpgradeZombieUpgrade32223InProgressOnly,CountUpgrade(TechnologyImprovedAntitankGuns,CompleteOnly) && !CountUpgrade(ZombieUpgrade32223,InProgressOnly)=40680
RequirementNode/Name/AndCountUpgradeTechnologyImprovedArtillery222CompleteOnly,CountUpgrade(TechnologyImprovedArtillery222,CompleteOnly) && ()=40681
RequirementNode/Name/AndCountUpgradeTechnologyImprovedArtillery222CompleteOnlyNotCountUpgradeUnknownUpgrade1023InProgressOnly,CountUpgrade(TechnologyImprovedArtillery222,CompleteOnly) && !CountUpgrade(UnknownUpgrade1023,InProgressOnly)=40682
RequirementNode/Name/AndCountUpgradeTechnologyImprovedArtillery222CompleteOnlyNotCountUpgradeZombieUpgrade322223InProgressOnly,CountUpgrade(TechnologyImprovedArtillery222,CompleteOnly) && !CountUpgrade(ZombieUpgrade322223,InProgressOnly)=40683
RequirementNode/Name/AndCountUpgradeTechnologyImprovedArtillery22CompleteOnly,CountUpgrade(TechnologyImprovedArtillery22,CompleteOnly) && ()=40684
RequirementNode/Name/AndCountUpgradeTechnologyImprovedArtillery22CompleteOnlyNotCountUpgradeUnknownUpgrade1024InProgressOnly,CountUpgrade(TechnologyImprovedArtillery22,CompleteOnly) && !CountUpgrade(UnknownUpgrade1024,InProgressOnly)=40685
RequirementNode/Name/AndCountUpgradeTechnologyImprovedArtillery22CompleteOnlyNotCountUpgradeZombieUpgrade322224InProgressOnly,CountUpgrade(TechnologyImprovedArtillery22,CompleteOnly) && !CountUpgrade(ZombieUpgrade322224,InProgressOnly)=40686
RequirementNode/Name/AndCountUpgradeTechnologyImprovedArtillery23CompleteOnly,CountUpgrade(TechnologyImprovedArtillery23,CompleteOnly) && ()=40687
RequirementNode/Name/AndCountUpgradeTechnologyImprovedArtillery23CompleteOnlyNotCountUpgradeUnknownUpgrade102InProgressOnly,CountUpgrade(TechnologyImprovedArtillery23,CompleteOnly) && !CountUpgrade(UnknownUpgrade102,InProgressOnly)=40688
RequirementNode/Name/AndCountUpgradeTechnologyImprovedArtillery23CompleteOnlyNotCountUpgradeZombieUpgrade32222InProgressOnly,CountUpgrade(TechnologyImprovedArtillery23,CompleteOnly) && !CountUpgrade(ZombieUpgrade32222,InProgressOnly)=40689
RequirementNode/Name/AndCountUpgradeTechnologyImprovedArtillery2CompleteOnly,CountUpgrade(TechnologyImprovedArtillery2,CompleteOnly) && ()=40690
RequirementNode/Name/AndCountUpgradeTechnologyImprovedArtillery2CompleteOnlyNotCountUpgradeUnknownUpgrade1022InProgressOnly,CountUpgrade(TechnologyImprovedArtillery2,CompleteOnly) && !CountUpgrade(UnknownUpgrade1022,InProgressOnly)=40691
RequirementNode/Name/AndCountUpgradeTechnologyImprovedArtillery2CompleteOnlyNotCountUpgradeZombieUpgrade322222InProgressOnly,CountUpgrade(TechnologyImprovedArtillery2,CompleteOnly) && !CountUpgrade(ZombieUpgrade322222,InProgressOnly)=40692
RequirementNode/Name/AndCountUpgradeTechnologyMainBattleTanks11CompleteOnly,CountUpgrade(TechnologyMainBattleTanks11,CompleteOnly) && ()=40693
RequirementNode/Name/AndCountUpgradeTechnologyMainBattleTanks11CompleteOnlyCountUpgradeTechnologyMainBattleTanks3CompleteOnlyCountUpgradeTechnologyImprovedAntitankGunsCompleteOnly,CountUpgrade(TechnologyMainBattleTanks11,CompleteOnly) && CountUpgrade(TechnologyMainBattleTanks3,CompleteOnly) && CountUpgrade(TechnologyImprovedAntitankGuns,CompleteOnly)=40694
RequirementNode/Name/AndCountUpgradeTechnologyMainBattleTanks11CompleteOnlyNotCountUpgradeZombieUpgrade324InProgressOnly,CountUpgrade(TechnologyMainBattleTanks11,CompleteOnly) && !CountUpgrade(ZombieUpgrade324,InProgressOnly)=40695
RequirementNode/Name/AndCountUpgradeTechnologyMainBattleTanks11CompleteOnlyNotCountUpgradeZombieUpgrade333InProgressOnly,CountUpgrade(TechnologyMainBattleTanks11,CompleteOnly) && !CountUpgrade(ZombieUpgrade333,InProgressOnly)=40696
RequirementNode/Name/AndCountUpgradeTechnologyMainBattleTanks11CompleteOnlyNotCountUpgradeZombieUpgrade35InProgressOnly,CountUpgrade(TechnologyMainBattleTanks11,CompleteOnly) && !CountUpgrade(ZombieUpgrade35,InProgressOnly)=40697
RequirementNode/Name/AndCountUpgradeTechnologyMainBattleTanks5CompleteOnly,CountUpgrade(TechnologyMainBattleTanks5,CompleteOnly) && ()=40698
RequirementNode/Name/AndCountUpgradeTechnologyMainBattleTanks5CompleteOnlyNotCountUpgradeZombieUpgrade326InProgressOnly,CountUpgrade(TechnologyMainBattleTanks5,CompleteOnly) && !CountUpgrade(ZombieUpgrade326,InProgressOnly)=40699
RequirementNode/Name/AndCountUpgradeTechnologyMainBattleTanks5CompleteOnlyNotCountUpgradeZombieUpgrade335InProgressOnly,CountUpgrade(TechnologyMainBattleTanks5,CompleteOnly) && !CountUpgrade(ZombieUpgrade335,InProgressOnly)=40700
RequirementNode/Name/AndCountUpgradeTechnologyMainBattleTanks5CompleteOnlyNotCountUpgradeZombieUpgrade37InProgressOnly,CountUpgrade(TechnologyMainBattleTanks5,CompleteOnly) && !CountUpgrade(ZombieUpgrade37,InProgressOnly)=40701
RequirementNode/Name/AndCountUpgradeTechnologyMainBattleTanks6CompleteOnlyCountUpgradeTechnologyMainBattleTanks5CompleteOnlyCountUpgradeTechnologyAdvancedAntitankGunsCompleteOnly,CountUpgrade(TechnologyMainBattleTanks6,CompleteOnly) && CountUpgrade(TechnologyMainBattleTanks5,CompleteOnly) && CountUpgrade(TechnologyAdvancedAntitankGuns,CompleteOnly)=40702
RequirementNode/Name/AndCountUpgradeTechnologyMainBattleTanks7CompleteOnly,CountUpgrade(TechnologyMainBattleTanks7,CompleteOnly) && ()=40703
RequirementNode/Name/AndCountUpgradeTechnologyMainBattleTanks7CompleteOnlyNotCountUpgradeZombieUpgrade325InProgressOnly,CountUpgrade(TechnologyMainBattleTanks7,CompleteOnly) && !CountUpgrade(ZombieUpgrade325,InProgressOnly)=40704
RequirementNode/Name/AndCountUpgradeTechnologyMainBattleTanks7CompleteOnlyNotCountUpgradeZombieUpgrade334InProgressOnly,CountUpgrade(TechnologyMainBattleTanks7,CompleteOnly) && !CountUpgrade(ZombieUpgrade334,InProgressOnly)=40705
RequirementNode/Name/AndCountUpgradeTechnologyMainBattleTanks7CompleteOnlyNotCountUpgradeZombieUpgrade36InProgressOnly,CountUpgrade(TechnologyMainBattleTanks7,CompleteOnly) && !CountUpgrade(ZombieUpgrade36,InProgressOnly)=40706
