UI/Hotkey/InventoryButtonUse0,NumPad7=0
Button/Hotkey/DropInfusionTower,D=1537
Button/Hotkey/DropMissileTower,D=1538
Button/Hotkey/DropSuppressionTower,D=1539
Button/Hotkey/EngineSurcharge,E=1540
Button/Hotkey/EngineSurchargeProtocols,E=1541
Button/Hotkey/FieldBureau,D=1542
Button/Hotkey/Garmr,A=1543
Button/Hotkey/HeavyTower,E=1544
Button/Hotkey/Honorguard,R=1545
Button/Hotkey/Huracan,C=1546
Button/Hotkey/IcarusCatalyst,=1547
Button/Hotkey/InfusionTower,F=1548
Button/Hotkey/Lazarus,Z=1549
Button/Hotkey/MainBattleTank,F=1550
Button/Hotkey/MilitaryResearchStation,R=1551
Button/Hotkey/MissileSuppressionTower,S=1552
Button/Hotkey/MissileTower,R=1553
Button/Hotkey/MorphtoObserverSiege2,E=1554
Button/Hotkey/MunitionsFactory,F=1555
Button/Hotkey/OnwardComrades,F=1556
Button/Hotkey/OperationHeadquarters,R=1557
Button/Hotkey/OpticalFlare,W=1558
Button/Hotkey/PeenemundeMRLS,E=1559
Button/Hotkey/PoliticalAdvisor,F=1560
Button/Hotkey/PrecisionStrike,Q=1561
Button/Hotkey/ProjectedGravitySheild,W=1562
Button/Hotkey/RallyUED,U=1563
Button/Hotkey/RequestInfantry,S=1564
Button/Hotkey/RequestStarships,R=1565
Button/Hotkey/RequestVehicles,W=1566
Button/Hotkey/ResourceDoublingFieldBuild,M=1567
Button/Hotkey/Salvager,S=1568
Button/Hotkey/SatteliteTargeting,Q=1569
Button/Hotkey/SongoftheDead,E=1570
Button/Hotkey/SpareRifleBatteries,R=1571
Button/Hotkey/StarWind,E=1572
Button/Hotkey/StarshipMaintenancePlant,S=1573
Button/Hotkey/StrikeGrenade,E=1574
Button/Hotkey/StrikeGrenade2,E=1575
Button/Hotkey/SupporttShuttle,D=1576
Button/Hotkey/TachyonRelay,A=1577
Button/Hotkey/TacticsAcademy,T=1578
Button/Hotkey/Taranis,D=1579
Button/Hotkey/TeleportationNode,E=1580
Button/Hotkey/TransportShuttle,A=1581
Button/Hotkey/TransportShuttleLoad,L=1582
Button/Hotkey/TransportShuttleUnloadAll,F=1583
Button/Hotkey/UEDAuthorizeMagneticStablizer,D=1584
Button/Hotkey/UEDBuildAdvanced,V=1585
Button/Hotkey/UEDBuildEazy,B=1586
Button/Hotkey/UEDButtonAcelerationMorphNode,X=1587
Button/Hotkey/UEDButtonCitadelAbility,D=1588
Button/Hotkey/UEDButtonCitadelUpgrade,D=1589
Button/Hotkey/UEDButtonGoliath,W=1590
Button/Hotkey/UEDButtonHonograundAbility,X=1591
Button/Hotkey/UEDButtonPenemundeCanAttack,G=1592
Button/Hotkey/UEDButtonSpartan,W=1593
Button/Hotkey/UEDButtonStopAttackPenemunde,F=1594
Button/Hotkey/UEDButtonUpgraideGoliath,R=1595
Button/Hotkey/UEDButtonUpgraideLazarusbattery,E=1596
Button/Hotkey/UEDDropArsenal,D=1597
Button/Hotkey/UEDNapoleonMBTPassiveMagneticStablizer,=1598
Button/Hotkey/UEDVehicalsLevel1,V=1599
Button/Hotkey/UEDVehicalsLevel2,V=1600
Button/Hotkey/UEDVehicalsLevel3,V=1601
Button/Hotkey/UEDWeaponsLevel3,E=1602
Button/Hotkey/UnknownButton,A=1603
Button/Hotkey/UnknownButton2,A=1604
Button/Hotkey/UnknownButton22,A=1605
Button/Hotkey/UnknownButton3,R=1606
Button/Hotkey/UpgradeCrimsonEyeEnergy,N=1607
Button/Hotkey/VespenePurificationPlant,S=1608
ButtonDetectorCrimsonYea,E=1609
ButtonRadarCrimsonYea,G=1610
Button/Hotkey/GatherTerU,G=1611
Button/Hotkey/UmojanAirMissileBarrage,E=1612
Button/Hotkey/UmojanAloeAAMode,T=1613
Button/Hotkey/UmojanAloeAGMode,F=1614
Button/Hotkey/UmojanAloeHeal,E=1615
Button/Hotkey/UmojanArmory,A=1616
Button/Hotkey/UmojanBarracks,B=1617
Button/Hotkey/UmojanBattleTank,T=1618
Button/Hotkey/UmojanBattlecat,B=1619
Button/Hotkey/UmojanBattleship,B=1620
Button/Hotkey/UmojanBlink,B=1621
Button/Hotkey/UmojanBuildAuxiliaryGenerator,U=1622
Button/Hotkey/UmojanBunker,U=1623
Button/Hotkey/UmojanBurrowTurret,R=1624
Button/Hotkey/UmojanCancelMissileBarrage,V=1625
Button/Hotkey/UmojanCancelMissileStrike,T=1626
Button/Hotkey/UmojanChargeEnemies,R=1627
Button/Hotkey/UmojanCloakingField,C=1628
Button/Hotkey/UmojanCommandCenter,C=1629
Button/Hotkey/UmojanCommandoFlashGrenade,N=1630
Button/Hotkey/UmojanCommandoFlashGrenadeRedirect,N=1631
Button/Hotkey/UmojanCorrosiveBlast,O=1632
Button/Hotkey/UmojanCorrosiveBlastRedirect,O=1633
Button/Hotkey/UmojanCrow,C=1634
Button/Hotkey/UmojanDeepCloak,D=1635
Button/Hotkey/UmojanDeepDive,C=1636
Button/Hotkey/UmojanDefensiveMatrixTarget,E=1637
Button/Hotkey/UmojanDeployAntiAerospace,E=1638
Button/Hotkey/UmojanDeployGroundSensor,G=1639
Button/Hotkey/UmojanDeployStasisMine,E=1640
Button/Hotkey/UmojanDira,D=1641
Button/Hotkey/UmojanDismountPlasmabat,D=1642
Button/Hotkey/UmojanDismountPretorian,D=1643
Button/Hotkey/UmojanDismountShadowguard,D=1644
Button/Hotkey/UmojanEnergyBarricade,B=1645
Button/Hotkey/UmojanEngineeringBay,E=1646
Button/Hotkey/UmojanEngineeringTower,O=1647
Button/Hotkey/UmojanFactory,F=1648
Button/Hotkey/UmojanFrenrir,F=1649
Button/Hotkey/UmojanFusionCore,C=1650
Button/Hotkey/UmojanGetPlasmabat,L=1651
Button/Hotkey/UmojanGetPretorian,R=1652
Button/Hotkey/UmojanGetShadowguard,D=1653
Button/Hotkey/UmojanGhost,G=1654
Button/Hotkey/UmojanGhostAcademy,G=1655
Button/Hotkey/UmojanGroundMissileBarrage,R=1656
Button/Hotkey/UmojanHexareme,L=1657
Button/Hotkey/UmojanHyperjump,T=1658
Button/Hotkey/UmojanInfantryArmor,A=1659
Button/Hotkey/UmojanInfantryArmorLevel1,A=1660
Button/Hotkey/UmojanInfantryArmorLevel2,A=1661
Button/Hotkey/UmojanInfantryArmorLevel3,A=1662
Button/Hotkey/UmojanInfantryWeapons,E=1663
Button/Hotkey/UmojanInfantryWeaponsLevel1,E=1664
Button/Hotkey/UmojanInfantryWeaponsLevel2,E=1665
Button/Hotkey/UmojanInfantryWeaponsLevel3,E=1666
Button/Hotkey/UmojanLockdown,C=1667
Button/Hotkey/UmojanLockdownRedirect,C=1668
Button/Hotkey/UmojanLower,R=1669
Button/Hotkey/UmojanMarine,A=1670
Button/Hotkey/UmojanMedic,M=1671
Button/Hotkey/UmojanMissileBarrage,C=1672
Button/Hotkey/UmojanMissileStrike,R=1673
Button/Hotkey/UmojanMissileTurret,A=1674
Button/Hotkey/UmojanMist,M=1675
Button/Hotkey/UmojanMoira,N=1676
Button/Hotkey/UmojanNukeArm,N=1677
Button/Hotkey/UmojanPathfinder,E=1678
Button/Hotkey/UmojanPlasmabat,P=1679
Button/Hotkey/UmojanRaise,R=1680
Button/Hotkey/UmojanRaptor,I=1681
Button/Hotkey/UmojanReaper,C=1682
Button/Hotkey/UmojanRecall,R=1683
Button/Hotkey/UmojanRecallSpotter,I=1684
Button/Hotkey/UmojanRefinery,R=1685
Button/Hotkey/UmojanRepairMCS,R=1686
Button/Hotkey/UmojanRepairNorns,R=1687
Button/Hotkey/UmojanResearchBattlelinkSystem,L=1688
Button/Hotkey/UmojanResearchBattletankWarp,W=1689
Button/Hotkey/UmojanResearchBlink,B=1690
Button/Hotkey/UmojanResearchCloak,C=1691
Button/Hotkey/UmojanResearchCombatShield,C=1692
Button/Hotkey/UmojanResearchEngineeringSuit,E=1693
Button/Hotkey/UmojanResearchHiSecAutoTracking,H=1694
Button/Hotkey/UmojanResearchHighOutputThruster,H=1695
Button/Hotkey/UmojanResearchLockdown,M=1696
Button/Hotkey/UmojanResearchMobileTargeting,M=1697
Button/Hotkey/UmojanResearchOverloadWeapons,L=1698
Button/Hotkey/UmojanResearchPersonalCloaking,C=1699
Button/Hotkey/UmojanResearchPlasmaRecycler,P=1700
Button/Hotkey/UmojanResearchRangeFinder,D=1701
Button/Hotkey/UmojanResearchRavenEnergyUpgrade,A=1702
Button/Hotkey/UmojanResearchSecondaryHangar,H=1703
Button/Hotkey/UmojanResearchSelfGuidedMissile,M=1704
Button/Hotkey/UmojanResearchStasisGun,R=1705
Button/Hotkey/UmojanResearchStasisMineReserve,N=1706
Button/Hotkey/UmojanResearchVigilantTurret,V=1707
Button/Hotkey/UmojanResearchWeaponPowerAccumulator,W=1708
Button/Hotkey/UmojanReturnCraftToHangar,C=1709
Button/Hotkey/UmojanSabotage,O=1710
Button/Hotkey/UmojanScienceBlue,V=1711
Button/Hotkey/UmojanScienceFacilityBase,F=1712
Button/Hotkey/UmojanScienceGreen,R=1713
Button/Hotkey/UmojanScienceRed,I=1714
Button/Hotkey/UmojanSendSpotter,O=1715
Button/Hotkey/UmojanSendTimeBombers,B=1716
Button/Hotkey/UmojanSentryGun,G=1717
Button/Hotkey/UmojanShields,S=1718
Button/Hotkey/UmojanShieldsLevel1,S=1719
Button/Hotkey/UmojanShieldsLevel2,S=1720
Button/Hotkey/UmojanShieldsLevel3,S=1721
Button/Hotkey/UmojanShipPlating,P=1722
Button/Hotkey/UmojanShipPlatingLevel1,P=1723
Button/Hotkey/UmojanShipPlatingLevel2,P=1724
Button/Hotkey/UmojanShipPlatingLevel3,P=1725
Button/Hotkey/UmojanShipWeapons,S=1726
Button/Hotkey/UmojanShipWeaponsLevel1,S=1727
Button/Hotkey/UmojanShipWeaponsLevel2,S=1728
Button/Hotkey/UmojanShipWeaponsLevel3,S=1729
Button/Hotkey/UmojanShockwaveMissiles,E=1730
Button/Hotkey/UmojanSniperRound,I=1731
Button/Hotkey/UmojanSniperRoundRedirect,I=1732
Button/Hotkey/UmojanSpecOpsDropship,O=1733
Button/Hotkey/UmojanSpecOpsDropshipLoad,L=1734
Button/Hotkey/UmojanSpecOpsDropshipUnloadAt,D=1735
Button/Hotkey/UmojanSpySatellite,D=1736
Button/Hotkey/UmojanStarport,S=1737
Button/Hotkey/UmojanStasisField,F=1738
Button/Hotkey/UmojanStayatRange,R=1739
Button/Hotkey/UmojanStopCloakingField,D=1740
Button/Hotkey/UmojanStopDeepDiveFull,T=1741
Button/Hotkey/UmojanStopDeepDivePartial,D=1742
Button/Hotkey/UmojanStrikefox,F=1743
Button/Hotkey/UmojanSupplyDepot,S=1744
Button/Hotkey/UmojanTimeBomb,T=1745
Button/Hotkey/UmojanTrainMCS,S=1746
Button/Hotkey/UmojanTransferShieldPower,T=1747
Button/Hotkey/UmojanTransferShieldPowerRedirect,T=1748
Button/Hotkey/UmojanTyphonAntiAerospaceMode,E=1749
Button/Hotkey/UmojanTyphonHighExplosiveMode,D=1750
Button/Hotkey/UmojanUnburrowTurret,R=1751
Button/Hotkey/UmojanUnsiege,D=1752
Button/Hotkey/UmojanUpgradetoEnergyGenerator,U=1753
Button/Hotkey/UmojanVehiclePlating,V=1754
Button/Hotkey/UmojanVehiclePlatingLevel1,V=1755
Button/Hotkey/UmojanVehiclePlatingLevel2,V=1756
Button/Hotkey/UmojanVehiclePlatingLevel3,V=1757
Button/Hotkey/UmojanVehicleWeapons,E=1758
Button/Hotkey/UmojanVehicleWeaponsLevel1,E=1759
Button/Hotkey/UmojanVehicleWeaponsLevel2,E=1760
Button/Hotkey/UmojanVehicleWeaponsLevel3,E=1761
Button/Hotkey/UmojanVehicleandShipPlatingLevel1,V=1762
Button/Hotkey/UmojanVehicleandShipPlatingLevel2,V=1763
Button/Hotkey/UmojanVehicleandShipPlatingLevel3,V=1764
Button/Hotkey/UmojanWarpAssault,R=1765
Button/Hotkey/UmojanWarptoLocation,R=1766
Button/Hotkey/UmojanWarptoLocationBattletank,R=1767
Button/Hotkey/UmojanWeaponPowerAccumulator,R=1768
Button/Hotkey/UmojanWhirlwind,W=1769
Button/Hotkey/A6ExplosiveRounds,X=1770
Button/Hotkey/APCCloseDoor,F=1771
Button/Hotkey/APCLoad,L=1772
Button/Hotkey/APCOpenDoor,E=1773
Button/Hotkey/APCSmokeGrenade,G=1774
Button/Hotkey/APCUnloadAll,D=1775
Button/Hotkey/AdvancePoliceSecurity,G=1776
Button/Hotkey/AltonPetersArmorDecayLaunch,E=1777
Button/Hotkey/AltonPetersDestroyArmor,E=1778
Button/Hotkey/AltonPetersZ1ImprovedHeal,E=1779
Button/Hotkey/Alyndrea,T=1780
Button/Hotkey/BuildGatlingTank,G=1781
Button/Hotkey/BuildSpartanCompany2,S=1782
Button/Hotkey/CARR,C=1783
Button/Hotkey/CARRGrenadeLauncher,G=1784
Button/Hotkey/CARRGrenadeLauncherAlt,G=1785
Button/Hotkey/CARRIllumination,Y=1786
Button/Hotkey/CARRIlluminationAlt,Y=1787
Button/Hotkey/CSVDeploy,E=1788
Button/Hotkey/CSVLoad,L=1789
Button/Hotkey/CSVLoadAll,T=1790
Button/Hotkey/CSVRepairPulse,R=1791
Button/Hotkey/CSVRepairPulseOff,T=1792
Button/Hotkey/CSVSupplyLineManagement,U=1793
Button/Hotkey/CSVUndeploy,F=1794
Button/Hotkey/CSVUnloadAll,D=1795
Button/Hotkey/ClaymoreMine,C=1796
Button/Hotkey/ClaymoreMinePlace,C=1797
Button/Hotkey/ClaymoreMinePlaceDirection,C=1798
Button/Hotkey/CondorCloak,C=1799
Button/Hotkey/CondorLand,E=1800
Button/Hotkey/CondorLift,F=1801
Button/Hotkey/CondorLoad,L=1802
Button/Hotkey/CondorUnloadAll,D=1803
Button/Hotkey/Coranine,T=1804
Button/Hotkey/CreateBattleStation,N=1805
Button/Hotkey/CreepColonyLotC,T=1806
Button/Hotkey/DarrenRodgersShield,Z=1807
Button/Hotkey/DarrenRodgersSwapToShield,T=1808
Button/Hotkey/DefilerLotCParalyzingCloud,F=1809
Button/Hotkey/Drealan,T=1810
Button/Hotkey/FrancineFuelInjection,Z=1811
Button/Hotkey/GatherUPL,G=1812
Button/Hotkey/GordonTrenchard,E=1813
Button/Hotkey/HazmatRepair,R=1814
Button/Hotkey/InfantryFlamethrowerBurningUpgraded,X=1815
Button/Hotkey/InfantryFlamethrowerDetonate,D=1816
Button/Hotkey/InfantryHeavy,E=1817
Button/Hotkey/InfantryMedkit@Research,M=1818
Button/Hotkey/InfantryMortar,T=1819
Button/Hotkey/InfantryMortarModeChangeAtoM,D=1820
Button/Hotkey/InfantryMortarModeChangeMtoA,E=1821
Button/Hotkey/InfantryOfficer,R=1822
Button/Hotkey/InfantryOfficerCharge,C=1823
Button/Hotkey/InfantryOfficerInspiration,C=1824
Button/Hotkey/InfantryRocket,R=1825
Button/Hotkey/KatherineHalseyBreatheOff,X=1826
Button/Hotkey/KatherineHalseyBreatheOn,Z=1827
Button/Hotkey/KatherineHalseyMedkit@Research,C=1828
Button/Hotkey/LillyRollinsHeal,W=1829
Button/Hotkey/LillyRollinsHealAlt,W=1830
Button/Hotkey/LotC_EP01M03_SnipeShot,T=1831
Button/Hotkey/Mallock,M=1832
Button/Hotkey/MallockKhalaPerception,T=1833
Button/Hotkey/MedivacSpeedBoost2,B=1834
Button/Hotkey/MiningDrone,E=1835
Button/Hotkey/MiningDroneSwitchMode,T=1836
Button/Hotkey/MiningDroneSwitchModeOff,Y=1837
Button/Hotkey/MyraDavisFlameGrenade,E=1838
Button/Hotkey/MyraDavisFlashBangGrenade,W=1839
Button/Hotkey/MyraDavisHeadshot,R=1840
Button/Hotkey/MyraDavisHealingPatch,Q=1841
Button/Hotkey/MyraDavisSwapToRifle,T=1842
Button/Hotkey/MyraDavisSwapToShotgun,X=1843
Button/Hotkey/NovaWeaponCanisterRifleSnipe,E=1844
Button/Hotkey/OfficerAuraUpgrade,X=1845
Button/Hotkey/Orsus,T=1846
Button/Hotkey/OspreyLand,E=1847
Button/Hotkey/OspreyLiftOff,F=1848
Button/Hotkey/OspreyLiftOff2,L=1849
Button/Hotkey/OspreyLoad,L=1850
Button/Hotkey/OspreyUnloadAll,D=1851
Button/Hotkey/OverlordGenerateAcid,J=1852
Button/Hotkey/OverlordGenerateAcidStop,K=1853
Button/Hotkey/ParkUPLOrion,L=1854
Button/Hotkey/PhysicalTraining,P=1855
Button/Hotkey/RallyCARR,Y=1856
Button/Hotkey/RallyMiningDrone,G=1857
Button/Hotkey/RaptorCloak,C=1858
Button/Hotkey/RaptorCloakAbilUpgrade,C=1859
Button/Hotkey/RaptorJetScatterBombs,E=1860
Button/Hotkey/ResearchA6ExplosiveRounds,X=1861
Button/Hotkey/ResearchCSVPersonnelCarrier,C=1862
Button/Hotkey/ResearchCSVSupplyLineManagement,V=1863
Button/Hotkey/ResearchCondorEnhancedCargo,V=1864
Button/Hotkey/ResearchHornetRacing,Q=1865
Button/Hotkey/ResearchInfantryMortarRangeUpgrade,V=1866
Button/Hotkey/ResearchInfantryOfficerAuraUpgrade,Z=1867
Button/Hotkey/ResearchInfantryRifleRangeUpgrade,Z=1868
Button/Hotkey/ResearchInfantryRocketAOE,C=1869
Button/Hotkey/ResearchMiningDroneGrenadeLauncher,Z=1870
Button/Hotkey/ResearchRaptorIncendiary,X=1871
Button/Hotkey/ResearchRiotOfficerShield,D=1872
Button/Hotkey/ResearchRoutheTankArmorPlating,Z=1873
Button/Hotkey/ResearchZ1EnergyUpgrade,C=1874
Button/Hotkey/RestoreShields,E=1875
Button/Hotkey/SeekerShell,V=1876
Button/Hotkey/SetRallyPointTransport,Y=1877
Button/Hotkey/SpaceSandbag,B=1878
Button/Hotkey/SpaceTrashCoordination,E=1879
Button/Hotkey/Sprint,X=1880
Button/Hotkey/StarArmor,A=1881
Button/Hotkey/StarMecha,W=1882
Button/Hotkey/StartUPLOrion,S=1883
Button/Hotkey/StingerTransportLoad,L=1884
Button/Hotkey/StingerTransportUnloadAll,D=1885
Button/Hotkey/TR17Siege,E=1886
Button/Hotkey/TR17Starburst,C=1887
Button/Hotkey/TR17Unsiege,D=1888
Button/Hotkey/TrevorRandGrenade,Q=1889
Button/Hotkey/TrevorRandGrenadeAlt,Q=1890
Button/Hotkey/UPLAirstrip,A=1891
Button/Hotkey/UPLBillet,B=1892
Button/Hotkey/UPLCommStation,C=1893
Button/Hotkey/UPLCommStationCommandLink,C=1894
Button/Hotkey/UPLElectrostaticDefenseTower,T=1895
Button/Hotkey/UPLExhumer,E=1896
Button/Hotkey/UPLForwardOperatingBase,F=1897
Button/Hotkey/UPLGenerator,S=1898
Button/Hotkey/UPLGuardianShield,T=1899
Button/Hotkey/UPLGuardianSwapToShotgun,T=1900
Button/Hotkey/UPLHeadquarters,H=1901
Button/Hotkey/UPLHeavyGunnerSiege,E=1902
Button/Hotkey/UPLHeavyGunnerSieged,E=1903
Button/Hotkey/UPLHeavyGunnerUnsiege,D=1904
Button/Hotkey/UPLInfantryArmorLevel1,W=1905
Button/Hotkey/UPLInfantryArmorLevel2,W=1906
Button/Hotkey/UPLInfantryArmorLevel3,W=1907
Button/Hotkey/UPLInfantryWeaponsLevel1,Q=1908
Button/Hotkey/UPLInfantryWeaponsLevel2,Q=1909
Button/Hotkey/UPLInfantryWeaponsLevel3,Q=1910
Button/Hotkey/UPLManufacturingFacility,M=1911
Button/Hotkey/UPLMiningDroneRepair,R=1912
Button/Hotkey/UPLNightjar,G=1913
Button/Hotkey/UPLNukeCalldown,N=1914
Button/Hotkey/UPLPoliceCruiserTransportLoad,O=1915
Button/Hotkey/UPLPoliceCruiserTransportUnloadAll,D=1916
Button/Hotkey/UPLRnDFacility,R=1917
Button/Hotkey/UPLScout,O=1918
Button/Hotkey/UPLScoutFlameGrenade,W=1919
Button/Hotkey/UPLScoutGrenade,Q=1920
Button/Hotkey/UPLSeekerDronExplode,X=1921
Button/Hotkey/UPLSeekerDrone,E=1922
Button/Hotkey/UPLSelectBuilder,U=1923
Button/Hotkey/UPLShipPlatingLevel1,X=1924
Button/Hotkey/UPLShipPlatingLevel2,X=1925
Button/Hotkey/UPLShipPlatingLevel3,X=1926
Button/Hotkey/UPLShipWeaponsLevel1,Z=1927
Button/Hotkey/UPLShipWeaponsLevel2,Z=1928
Button/Hotkey/UPLShipWeaponsLevel3,Z=1929
Button/Hotkey/UPLSolitaire,Y=1930
Button/Hotkey/UPLTrainA6,E=1931
Button/Hotkey/UPLTrainBehemoth,B=1932
Button/Hotkey/UPLTrainCARR,=1933
Button/Hotkey/UPLTrainCSV,T=1934
Button/Hotkey/UPLTrainCondor,R=1935
Button/Hotkey/UPLTrainGuardian,A=1936
Button/Hotkey/UPLTrainInfantryFlamethrower,F=1937
Button/Hotkey/UPLTrainInfantryRifle,A=1938
Button/Hotkey/UPLTrainOsprey,Q=1939
Button/Hotkey/UPLTrainRaptorJet,W=1940
Button/Hotkey/UPLTrainRoutheTank,D=1941
Button/Hotkey/UPLTrainScout,R=1942
Button/Hotkey/UPLTrainSpecialInfantryRocket,R=1943
Button/Hotkey/UPLTrainStinger,G=1944
Button/Hotkey/UPLTrainTR17,R=1945
Button/Hotkey/UPLTrainZ1,W=1946
Button/Hotkey/UPLTrainZ2,Z=1947
Button/Hotkey/UPLTurretCargoLoad,L=1948
Button/Hotkey/UPLTurretCargoUnload,D=1949
Button/Hotkey/UPLVehiclePlatingLevel1,S=1950
Button/Hotkey/UPLVehiclePlatingLevel2,S=1951
Button/Hotkey/UPLVehiclePlatingLevel3,S=1952
Button/Hotkey/UPLVehicleWeaponsLevel1,A=1953
Button/Hotkey/UPLVehicleWeaponsLevel2,A=1954
Button/Hotkey/UPLVehicleWeaponsLevel3,A=1955
Button/Hotkey/Vaeregoth,N=1956
Button/Hotkey/VaeregothEnergySiphon,E=1957
Button/Hotkey/VaeregothMindWipe,W=1958
Button/Hotkey/VaeregothPsiProjection,Q=1959
Button/Hotkey/WilliamGravesCharge,C=1960
Button/Hotkey/WilliamGravesMedkit@Research,C=1961
Button/Hotkey/WillliamGravesArtilleryStrike,R=1962
Button/Hotkey/Xanon,X=1963
Button/Hotkey/Z1BadgerBomb,E=1964
Button/Hotkey/Z1EnergyUpgrade,N=1965
Button/Hotkey/Z1LiquidNitrogen,Q=1966
Button/Hotkey/Z1ShieldDefence,W=1967
Button/Hotkey/Z1ShieldDefenseCancel,Escape=1968
Button/Hotkey/Z1SpeedUpgrade,P=1969
Button/Hotkey/Z2Adrenaline,R=1970
Button/Hotkey/Z2BadgerBomb,E=1971
Button/Hotkey/Z2JumpJet,Q=1972
Button/Hotkey/Z2Lorna,W=1973
Button/Hotkey/Zathren,Z=1974
Button/Hotkey/AccuracyUpgrade,D=1975
Button/Hotkey/Aftershock,H=1976
Button/Hotkey/Airport,Z=1977
Button/Hotkey/Ascended,D=1978
Button/Hotkey/BlackHand,F=1979
Button/Hotkey/CabalAvenger,A=1980
Button/Hotkey/CabalAvengerTankFlameMine,R=1981
Button/Hotkey/CabalBasilisk,S=1982
Button/Hotkey/CabalBike,Q=1983
Button/Hotkey/CabalBlackHand,F=1984
Button/Hotkey/CabalCenturion,C=1985
Button/Hotkey/CabalCobra,T=1986
Button/Hotkey/CabalDeepBurrow,G=1987
Button/Hotkey/CabalDefenseCrawlerDeploy,E=1988
Button/Hotkey/CabalDefenseCrawlerPack,D=1989
Button/Hotkey/CabalDominator,Z=1990
Button/Hotkey/CabalEngineer,E=1991
Button/Hotkey/CabalFlameColumn,F=1992
Button/Hotkey/CabalFlameMine,X=1993
Button/Hotkey/CabalGrandTemple,T=1994
Button/Hotkey/CabalHelipad,B=1995
Button/Hotkey/CabalHijacker,G=1996
Button/Hotkey/CabalHolySpirit,A=1997
Button/Hotkey/CabalIncinerator,I=1998
Button/Hotkey/CabalIntelligenceHighGround,K=1999
Button/Hotkey/CabalInterceptor,I=2000
Button/Hotkey/CabalLeviathan,Z=2001
Button/Hotkey/CabalLeviathanWeaponSystem,F=2002
Button/Hotkey/CabalMarauder,R=2003
Button/Hotkey/CabalMedusa,D=2004
Button/Hotkey/CabalMissilePod,T=2005
Button/Hotkey/CabalObeliskOfLife,H=2006
Button/Hotkey/CabalOffenseCrawlerPack,D=2007
Button/Hotkey/CabalPyramid,P=2008
Button/Hotkey/CabalReaper,R=2009
Button/Hotkey/CabalReaperGuerrillaCharge,T=2010
Button/Hotkey/CabalSalamander,A=2011
Button/Hotkey/CabalSalvator,X=2012
Button/Hotkey/CabalScalpel,E=2013
Button/Hotkey/CabalScorpion,S=2014
Button/Hotkey/CabalScorpionCNC3,E=2015
Button/Hotkey/CabalShieldGenerator,G=2016
Button/Hotkey/CabalShrine,S=2017
Button/Hotkey/CabalSpider,B=2018
Button/Hotkey/CabalSurvivorBug,F=2019
Button/Hotkey/CabalTibBomb,T=2020
Button/Hotkey/CabalTrainSaint,X=2021
Button/Hotkey/CabalTrainVisceroid,Z=2022
Button/Hotkey/CabalTyrant,H=2023
Button/Hotkey/CabalUnderminer,R=2024
Button/Hotkey/CabalVenom,Q=2025
Button/Hotkey/CabalViperTurret,C=2026
Button/Hotkey/CabalWeaponsLaboratory,W=2027
Button/Hotkey/CabalWidow,R=2028
Button/Hotkey/CabalWidowLongeron,F=2029
Button/Hotkey/CabalWidowRebuiltfromWreckage,R=2030
Button/Hotkey/CabalWidowReconstitutionStructure,F=2031
Button/Hotkey/ChargedParticleBeam,E=2032
Button/Hotkey/DarkArmor,T=2033
Button/Hotkey/DeployCC3,E=2034
Button/Hotkey/DeployD,E=2035
Button/Hotkey/DeployDefenseMCV,W=2036
Button/Hotkey/DeployOffenseMCV,E=2037
Button/Hotkey/DeploySupportMCV,R=2038
Button/Hotkey/Devout,Q=2039
Button/Hotkey/DominationMechanical,D=2040
Button/Hotkey/Dozer,S=2041
Button/Hotkey/DropFlameMine,=2042
Button/Hotkey/EMPCabalHijacker,E=2043
Button/Hotkey/Enlightened,S=2044
Button/Hotkey/FlameMineAttack,C=2045
Button/Hotkey/FlameTrail,E=2046
Button/Hotkey/GDIBarracks,B=2047
Button/Hotkey/GDIBunker,U=2048
Button/Hotkey/GDICommandPost,E=2049
Button/Hotkey/GDIEngineer,R=2050
Button/Hotkey/GDIFactory,F=2051
Button/Hotkey/GDIHeal,E=2052
Button/Hotkey/GDIPowerPlant,S=2053
Button/Hotkey/GDIPulseGrenades,W=2054
Button/Hotkey/GDIRefinery,R=2055
Button/Hotkey/GDIShepherd,A=2056
Button/Hotkey/GDITitan,D=2057
Button/Hotkey/GDIZoneDefender,S=2058
Button/Hotkey/GDIZoneEnforcer,A=2059
Button/Hotkey/GDIZoneTrooper,D=2060
Button/Hotkey/Healingfield,E=2061
Button/Hotkey/InterceptorLaunch,E=2062
Button/Hotkey/LandVertigo,L=2063
Button/Hotkey/LaunchRocket,T=2064
Button/Hotkey/Level1NodVehicleArmorUpgrade,E=2065
Button/Hotkey/Level1NodVehicleAttackUpgrade,W=2066
Button/Hotkey/Level2DarkArmorUpgrade,T=2067
Button/Hotkey/Level2NodInfantryAccuracyUpgrade,D=2068
Button/Hotkey/Level2NodVehicleArmorUpgrade,E=2069
Button/Hotkey/Level2NodVehicleAttackUpgrade,W=2070
Button/Hotkey/Level3DarkArmorUpgrade,T=2071
Button/Hotkey/Level3NodInfantryAccuracyUpgrade,D=2072
Button/Hotkey/Level3NodVehicleArmorUpgrade,E=2073
Button/Hotkey/Level3NodVehicleAttackUpgrade,W=2074
Button/Hotkey/LiquidTib,R=2075
Button/Hotkey/LiquidTibFlameTank,R=2076
Button/Hotkey/MedicHealObelisk,E=2077
Button/Hotkey/Militants,M=2078
Button/Hotkey/NodAirSupport,F=2079
