AUTHENTICATION_BETA_REGION,Beta /// Beta=0
Skin/Info/VikingSilver,À noite, os belíssimos propulsores azuis deste viking podem ser vistos a quilômetros de distância, garantindo aos turistas que estão protegidos pelos Cavaleiros de Tyrador.=16711
Skin/Info/VikingUmojan,Após uma longa negociação, as Indústrias Castillo concordaram em fabricar um novo modelo de viking fortemente revestido com exclusividade para o Protetorado Umojano. /// After a protracted negotiation, Castillo Industries has agreed to manufacture a new, heavily plated Viking model exclusively for the Umojan Protectorate.=16712
Skin/Info/Viper,As víboras originalmente eram parte dos zergs primevos, mas suas sequências foram incorporadas ao Enxame pelo próprio Abathur. Agora elas servem de ferramentas para manipular o campo de batalha de acordo com as vontades do mestre. /// Originally a part of the primal zerg, the vipers' sequences were incorporated into the Swarm by Abathur himself. Now, they serve as a tool to manipulate the battlefield to their master's liking.=16713
Skin/Info/ViperMecha,À medida que o Projeto Simulante chegava perto da conclusão, os diretores se preocupavam cada vez mais com o que haviam criado, e seu preço. Os donos do projeto pararam de fazer perguntas mais ou menos nessa época. /// As the Simulant Project neared its completion, the directors became increasingly concerned about what they had created—and at what cost. The project owners stopped answering questions around this point.=16714
Skin/Info/ViperPrimal,Os espécimes originais de víbora têm algumas defesas cruéis, o que mostra por que chamaram a atenção de Abathur como candidatas ideais para evoluir. /// The original viper specimens possess a number of uniquely vicious defenses, making it no surprise that they came to Abathur's attention as prime candidates for further evolution.=16715
Skin/Info/ViperRCZ,As víboras com implantes craniais martelo apresentam um aumento significativo na precisão da probóscide preênsil.=16716
Skin/Info/ViperWebby,As Víboras Leviatã são uma das castas zergs originais e exibem mais tendências em comum com os Poluidores que o resto do Enxame. Isso fez com que muitas anomalias aparecessem, mas as toxinas potentes resultantes compensam o risco. /// As one of the original zerg broods, Leviathan vipers exhibit more defiler tendencies than the rest of the Swarm. While this has caused many abnormalities to surface, its potent toxins appear to be worth it.=16717
Skin/Info/VoidRay,Destruidoras resultam da combinação de tecnologia Templária e Nerazim, e são naves de ataque devastadoras que mostram o que é possível criar quando duas facções se unem por uma causa comum. /// The result of combining Templar and Nerazim technology, void rays are devastating assault ships that demonstrate what is possible when the two factions unite for a common cause.=16718
Skin/Info/VoidRayGolden,As destruidoras mais recentes combinam o refinamento clássico da antiga construção templária com a coloração sombria ao gosto dos Nerazim. /// The latest void rays have combined the classical refinement of ancient Templar construction with the shadowy coloration favored by the Nerazim.=16719
Skin/Info/VoidRayIhanrii,Em Tyrador IX, uma frota de naves pétreas com feixes estrondosos de energia do vazio pegou os zergs Cerberus de surpresa, da mesma maneira que havia sobrepujado as defesas de Nova Canaã. =16720
Skin/Info/VoidRayPurifier,A destruidora dos Purificadores é uma maravilha da engenharia, unindo a pesquisa de três facções protoss em um único veículo elegante. /// The Purifier void ray is a true feat in engineering, combining the research of three different protoss factions in a single elegant vessel.=16721
Skin/Info/VoidRayTaldarim,Cristais de Sangue não são fáceis de coletar. Quando não têm uma quantidade suficiente deles para converter uma Destruidora em um Destróier, os Tal'darim usam os armamentos existentes da nave sem hesitar. /// Bloodshard crystals are not easily collected. When the Tal'darim do not have enough of them to convert a void ray into a destroyer, they make use of the ship's existing armaments without hesitation.=16722
Skin/Info/WarpPrism,Agindo como conduítes para a matriz psiônica, Prismas de Dobra servem tanto de transporte de tropas quanto de fonte de força de emergência. Embora sejam frágeis, nenhuma frota protoss está completa sem eles. /// By acting as a conduit into the psionic matrix, warp prisms function as both mobile troop transport and emergency power source. Though they are fragile, no protoss fleet is complete without them.=16723
Skin/Info/WarpPrismGolden,Os prismas de dobra dos antigos templários apresentavam uma malha de cristal que às vezes refletia os padrões neurais dos guerreiros que transportavam. /// Ancient Templar warp prisms featured a distinctive crystal lattice that would sometimes reflect the neural patterns of the warriors they transport.=16724
Skin/Info/WarpPrismIhanrii,Ao se estender, o prisma de dobra Ihan-rii lembra uma flor que cobria as encostas de seu mundo natal, a quem os habitantes atuais se referem como "Tyrador IX".  =16725
Skin/Info/WarpPrismNerazim,Os moduladores Daelaam fizeram uma descoberta pioneira ao adaptar prismas de dobra para usar energia do Vazio. Essas variantes, conhecidas como prismas de fase, já são muito populares entre os comandantes Nerazim. /// Daelaam phase-smiths have broken new ground by adapting warp prisms to use Void energy. These variants, known as phase prisms, have already earned great popularity with Nerazim commanders.=16726
Skin/Info/WarpPrismPurifier,Os prismas de dobra dos Purificadores podem transferir automaticamente uma personalidade de I.A. entre diferentes carcaças se necessário, e prismas de dobra permitem que isso ocorra em qualquer ponto do campo de batalha.  /// Purifier warp prisms can automatically transfer an AI personality between different shells if needed, and warp prisms enable this to happen anywhere on the battlefield. =16727
Skin/Info/WarpPrismTaldarim,Armar Prismas de Dobra com armamento avançado é um assunto polêmico para os senhores das frotas. Alguns preferem usá-los apenas para enviar guerreiros para o campo de batalha. /// Arming warp prisms with advanced weaponry is a point of contention among the fleet lords. Some prefer to use them to simply deploy their own warriors onto the battlefield.=16728
Skin/Info/WidowMine,A Mina Viúva, projetada por Victor Kachinsky, foi refinada e tornou-se um dispositivo surpreendentemente letal que pode disparar projéteis defensivos contra inimigos incautos. /// Initially developed by Victor Kachinsky, the widow mine has been refined into a surprisingly lethal device that can fire defensive missiles against unsuspecting enemies.=16729
Skin/Info/WidowMineCovertOps,Perplexos com algumas panes ocasionais, os técnicos acrescentaram mais revestimento protetor à Mina Viúva para conter melhor eventuais acidentes e evitar ferimentos acidentais. /// Perplexed by occasional misfires in the past, technicians have added more protective plating to the widow mines to better contain accidents and protect against unintended injuries.=16730
Skin/Info/WidowMineJunker,Depois de várias rodadas de experimentação destrutiva, os mercenários de Mira reprojetaram suas minas viúva para acomodar mais armamentos e explosivos. /// After several rounds of heavily destructive experimentation, Mira's mercs redesigned their widow mines to accommodate additional weaponry and explosives.=16731
Skin/Info/WidowMineSilver,Mesmo com graves acidentes aparecendo aos noticiários de tempos em tempos, as primorosas e brilhantes minas viúvas são um bichinho de estimação popular nos lares da classe abastada de Tyrador IX.=16732
Skin/Info/WidowMineUmojan,Sempre interessados em robótica, os engenheiros umojanos organizaram uma competição exclusiva para criar a mina viúva perfeita e ficaram extasiados quando descobriram que a vencedora ainda era uma estudante de graduação. /// Always fond of robotics, the Umojan engineers held an exclusive competition to craft the perfect widow mine and were thrilled to discover that the winner was still a student finishing her degree.=16733
Skin/Info/Zealot,Guerreiros inigualáveis no campo de batalha, os Fanáticus treinam intensamente por décadas para aperfeiçoar suas técnicas de combate. Suas lâminas psi características são criadas com sua própria energia psiônica. /// Peerless warriors on the battlefield, zealots undergo decades of intense training in order to perfect their combat skills. Their signature psi-blades are formed with their own psionic energy.=16734
Skin/Info/ZealotGolden,Muitos fanáticus rapidamente acompanharam os Templários Supremos na comemoração da Era de Ouro protoss, além de suas realizações artísticas e culturais. No entanto, o movimento ainda não ganhou reconhecimento oficial. /// Many zealots were quick to follow the high templar in celebrating the protoss' golden age, along with its artistic and cultural achievements. However, the movement has received no official recognition thus far.=16735
Skin/Info/ZealotIhanrii,Os fanáticus Ihan-rii creem que os xel'naga retornarão um dia para abençoar os guerreiros mais corajosos com a divindade.=16736
Skin/Info/ZealotPurifier,Embora não possuam personalidades únicas, as sentinelas são programadas para ser nobres guerreiras, em pé de igualdade com os seus irmãos fanáticus. /// Though they do not possess unique personalities, the sentinels are programmed to be noble warriors equal to their zealot brethren.=16737
Skin/Info/ZealotRemastered,Para demonstrar seu destemor, muitos fanáticus foram sem proteção na cabeça para a Grande Guerra. A prática foi abandonada.=16738
Skin/Info/ZealotTaldarim,Os elos de ranque mais baixo na Hierarquia da Ascensão também são os mais ávidos por mostrar seu valor. Um fanáticus dos Tal'darim é um inimigo perigoso. /// The lowest ranking links in the Chain of Ascension are also the ones most eager to prove themselves. A zealot of the Tal'darim is a dangerous foe to face.=16739
Skin/Info/ZealotXPR,Embora o Conclave não exista mais, os pretores que serviam de líderes militares ainda são leais ao Daelaam. Enquanto os Protoss viverem, eles continuarão a lutar com bravura. /// Though the Conclave no longer exists, the praetors who served as its military leaders are still loyal to the Daelaam. For as long as the protoss live, they will continue to fight with valor.=16740
Skin/Info/Zergling,Selvagens e ferozes, os zergnídeos são ainda mais perigosos quando atacam em grupos grandes controlados por uma variante mais avançada de zerg. /// Savage and feral, zerglings are most dangerous when attacking in large groups that are controlled by a larger and more advanced strain of zerg.=16741
Skin/Info/ZerglingMecha,Embora se pareçam com zergnídeos e ajam como tal, os simulantes são reproduções puramente mecânicas movidas a fontes de energia elétrica, e não ao DNA absorvido dos inimigos. /// Though they look and act just like zerglings, the simulants are purely mechanical reproductions that run wholly on electrical power sources, rather than absorbing the DNA of their enemies.=16742
Skin/Info/ZerglingPrimal,Alguns dos zergnídeos primevos menores lembram seus equivalentes do Enxame, e chegam a possuir capacidades de ataque idênticas. /// Some of the smaller primal zerglings have been known to resemble their counterparts in the Swarm, even to the point where they possess similar attack capabilities.=16743
Skin/Info/ZerglingRCZ,Os sistemas nervosos dos zergnídeos são tão hiperativos que engenheiros do Cerberus tiveram que acoplar duas antenas para controlar corretamente seus movimentos.=16744
Skin/Info/ZerglingWebby,A redução do genoma zergnídeo teve resultados imprevisíveis. Os inchaços presentes nos zergnídeos Leviatã não foram desenvolvidos de propósito, sendo consequência do DNA extremamente simplificado. /// The reduction of the zergling genome has had unpredictable results. The growths present on Leviathan zerglings are not intentionally evolved, but a byproduct of their extremely simplified DNA.=16745
Skin/Info/ZerglingXPR,Poucos zergs têm uma expectativa de vida menor do que os zergnídeos. Qualquer mutação que pareça aumentar esta expectativa de vida é considerada digna de observação e análise. /// Few zerg have a shorter life expectancy than the zergling. Any mutation that appears to increase that life expectancy is considered worthy of observation and analysis.=16746
Skin/Name/Adept,Padrão /// Default=16747
Skin/Name/AdeptBase,Adepta - Base /// Adept Base=16748
Skin/Name/AdeptCE,Edição de Colecionador /// Collector's Edition=16749
Skin/Name/AdeptGolden,Era de Ouro /// Golden Age=16750
Skin/Name/AdeptIhanrii,Ihan-rii=16751
Skin/Name/AdeptPurifier,Purificador /// Purifier=16752
Skin/Name/AdeptTaldarim,Forjado /// Forged=16753
Skin/Name/Archon,Padrão /// Default=16754
Skin/Name/ArchonBase,Arconte Básico /// Archon Base=16755
Skin/Name/Armory,Padrão /// Default=16756
Skin/Name/ArmoryBase,Arsenal Básico /// Armory Base=16757
Skin/Name/ArmoryCovertOps,Forças Especiais /// Special Forces=16758
Skin/Name/ArmorySilver,Tyrador=16759
Skin/Name/Assimilator,Padrão /// Default=16760
Skin/Name/AssimilatorBase,Assimilador Básico /// Assimilator Base=16761
Skin/Name/AssimilatorForged,Forjado /// Forged=16762
Skin/Name/AssimilatorIhanrii,Ihan-rii=16763
Skin/Name/AssimilatorTaldarim,Forjado /// Forged=16764
Skin/Name/Baneling,Padrão /// Default=16765
Skin/Name/BanelingBase,Tatu-bomba - Base /// BanelingBase=16766
Skin/Name/BanelingMecha,Simulante /// Simulant=16767
Skin/Name/BanelingNest,Padrão /// Default=16768
Skin/Name/BanelingNestBase,Ninho de Tatu-bomba Básico /// Baneling Nest Base=16769
Skin/Name/BanelingNestMecha,Simulante /// Simulant=16770
Skin/Name/BanelingNestRCZ,Cerberus=16771
Skin/Name/BanelingPrimal,Primevo /// Primal=16772
Skin/Name/BanelingRCZ,Cerberus=16773
Skin/Name/BanelingWebby,Casta Leviatã /// Leviathan Brood=16774
Skin/Name/Banshee,Padrão /// Default=16775
Skin/Name/BansheeBase,VuduBase=16776
Skin/Name/BansheeCovertOps,Forças Especiais /// Special Forces=16777
Skin/Name/BansheeJunker,Demolidores de Mira /// Mira's Marauders=16778
Skin/Name/BansheeSilver,Tyrador=16779
Skin/Name/BansheeUmojan,Umojano /// Umojan=16780
Skin/Name/Barracks,Padrão /// Default=16781
Skin/Name/BarracksBase,Quartel Básico /// Barracks Base=16782
Skin/Name/BarracksCovertOps,Forças Especiais /// Special Forces=16783
Skin/Name/BarracksSilver,Tyrador=16784
Skin/Name/Base,Base /// Base=16785
Skin/Name/Battlecruiser,Padrão /// Default=16786
Skin/Name/BattlecruiserBase,CruzadordeBatalhaBase=16787
Skin/Name/BattlecruiserCovertOps,Forças Especiais /// Special Forces=16788
Skin/Name/BattlecruiserJunker,Demolidores de Mira /// Mira's Marauders=16789
Skin/Name/BattlecruiserRemastered,Clássico=16790
Skin/Name/BattlecruiserSilver,Tyrador=16791
Skin/Name/BattlecruiserUmojan,Umojano /// Umojan=16792
Skin/Name/BroodLord,Padrão /// Default=16793
Skin/Name/BroodLordBase,Lorde das Castas Básico /// Brood Lord Base=16794
Skin/Name/BroodLordMecha,Simulante /// Simulant=16795
Skin/Name/BroodLordPrimal,Primevo /// Primal=16796
Skin/Name/BroodLordRCZ,Cerberus=16797
Skin/Name/BroodLordWebby,Casta Leviatã /// Leviathan Brood=16798
Skin/Name/BroodLord_PremiumSkin_Aquatic,Aquático /// Aquatic=16799
Skin/Name/Bunker,Padrão /// Default=16800
Skin/Name/BunkerBase,Casamata Básica /// Bunker Base=16801
Skin/Name/BunkerCovertOps,Forças Especiais /// Special Forces=16802
Skin/Name/BunkerSilver,Tyrador=16803
Skin/Name/Carrier,Padrão /// Default=16804
Skin/Name/CarrierBase,CarrierBase=16805
Skin/Name/CarrierGolden,Era de Ouro /// Golden Age=16806
Skin/Name/CarrierIhanrii,Ihan-rii=16807
Skin/Name/CarrierPurifier,Purificador /// Purifier=16808
Skin/Name/CarrierRemastered,Clássica=16809
Skin/Name/CarrierTaldarim,Forjado /// Forged=16810
Skin/Name/Carrier_AmonBrood_Collection,Armada de Amon /// Amon's Armada=16811
Skin/Name/CollectionSkinBase,Coleção de Visuais Básicos /// Collection Skin Base=16812
Skin/Name/CollectionSkinBuilding,Coleção de Visuais de Estruturas /// Collection Skin Building=16813
Skin/Name/CollectionSkinBuildingNoPlacement,Coleção de Visuais de Estruturas sem Posicionamento /// Collection Skin Building No Placement=16814
Skin/Name/CollectionSkinBuildingProtoss,Coleção de Visuais de Estruturas Protoss /// Collection Skin Building Protoss=16815
Skin/Name/CollectionSkinDeluxe,CollectionSkinDeluxe /// CollectionSkinDeluxe=16816
Skin/Name/CollectionSkinProtossAir,Coleção de Visuais Protoss Aéreos /// Collection Skin Protoss Air=16817
Skin/Name/CollectionSkinProtossBuildingDefault,Coleção de Visuais de Estruturas Protoss Padrão /// Collection Skin Protoss Building Default=16818
Skin/Name/CollectionSkinProtossDefault,Coleção de Visuais Protoss Padrão /// Collection Skin Protoss Default=16819
Skin/Name/CollectionSkinProtossWarpIn,Coleção de Visuais Protoss de Transdobra /// Collection Skin Protoss Warp In=16820
Skin/Name/CollectionSkinTerranBuildingDefault,Coleção de Visuais de Estruturas Terranas Padrão /// Collection Skin Terran Building Default=16821
Skin/Name/CollectionSkinTerranDefault,Coleção de Visuais Terranos Padrão /// Collection Skin Terran Default=16822
Skin/Name/CollectionSkinZergBuildingDefault,Coleção de Visuais de Estruturas Zergs Padrão /// Collection Skin Zerg Building Default=16823
Skin/Name/CollectionSkinZergDefault,Coleção de Visuais Zergs Padrão /// Collection Skin Zerg Default=16824
Skin/Name/CollectionSkinZergGround,Coleção de Visuais Zergs Terrestres /// Collection Skin Zerg Ground=16825
Skin/Name/Colossus,Padrão /// Default=16826
Skin/Name/ColossusBase,ColossusBase=16827
Skin/Name/ColossusCE,Edição de Colecionador /// Collector's Edition=16828
Skin/Name/ColossusGolden,Era de Ouro /// Golden Age=16829
Skin/Name/ColossusIhanrii,Ihan-rii=16830
Skin/Name/ColossusPurifier,Purificador /// Purifier=16831
Skin/Name/ColossusTal,Tal'darim /// Tal'darim=16832
Skin/Name/ColossusTaldarim,Forjado /// Forged=16833
Skin/Name/CommandCenter,Padrão /// Default=16834
Skin/Name/CommandCenterBase,Central de Comando Básica /// Command Center Base=16835
Skin/Name/CommandCenterCovertOps,Forças Especiais /// Special Forces=16836
Skin/Name/CommandCenterRemastered,Clássica=16837
Skin/Name/CommandCenterSilver,Tyrador=16838
Skin/Name/Corruptor,Padrão /// Default=16839
Skin/Name/CorruptorBase,Corruptor Básico /// Corruptor Base=16840
Skin/Name/CorruptorMecha,Simulante /// Simulant=16841
Skin/Name/CorruptorPrimal,Primevo /// Primal=16842
Skin/Name/CorruptorRCZ,Cerberus=16843
Skin/Name/CorruptorWebby,Casta Leviatã /// Leviathan Brood=16844
Skin/Name/CreepTumorBase,Tumor Gosmento Básico /// Creep Tumor Base=16845
Skin/Name/CyberneticsCore,Padrão /// Default=16846
Skin/Name/CyberneticsCoreBase,Núcleo Cibernético Básico /// Cybernetics Core Base=16847
Skin/Name/CyberneticsCoreForged,Forjado /// Forged=16848
Skin/Name/CyberneticsCoreIhanrii,Ihan-rii=16849
Skin/Name/Cyclone,Padrão /// Default=16850
Skin/Name/CycloneBase,CycloneBase=16851
Skin/Name/CycloneCovertOps,Forças Especiais /// Special Forces=16852
Skin/Name/CycloneJunker,Demolidores de Mira /// Mira's Marauders=16853
Skin/Name/CycloneSilver,Tyrador=16854
Skin/Name/CycloneUmojan,Umojano /// Umojan=16855
Skin/Name/DarkShrine,Padrão /// Default=16856
Skin/Name/DarkShrineBase,Santuário das Trevas Básico /// Dark Shrine Base=16857
Skin/Name/DarkShrineForged,Forjado /// Forged=16858
Skin/Name/DarkShrineIhanrii,Ihan-rii=16859
Skin/Name/DarkTemplar,Padrão /// Default=16860
Skin/Name/DarkTemplar00Base,TemplárioTrevas00Base /// DarkTemplar00Base=16861
Skin/Name/DarkTemplar01Base,TemplárioTrevas01Base /// DarkTemplar01Base=16862
Skin/Name/DarkTemplarBase,DarkTemplarBase=16863
Skin/Name/DarkTemplarGolden,Era de Ouro /// Golden Age=16864
Skin/Name/DarkTemplarIhanrii,Ihan-rii=16865
Skin/Name/DarkTemplarPurifier,Purificador /// Purifier=16866
Skin/Name/DarkTemplarTaldarim,Forjado /// Forged=16867
Skin/Name/Disruptor,Padrão /// Default=16868
Skin/Name/DisruptorBase,DisruptorBase=16869
Skin/Name/DisruptorGolden,Era de Ouro /// Golden Age=16870
Skin/Name/DisruptorIhanrii,Ihan-rii=16871
Skin/Name/DisruptorPurifier,Purificador /// Purifier=16872
Skin/Name/DisruptorTaldarim,Forjado /// Forged=16873
Skin/Name/Drone,Padrão /// Default=16874
Skin/Name/DroneBase,DroneBase=16875
Skin/Name/DroneBlizzcon17,Sucateiro /// Junker=16876
Skin/Name/DroneMecha,Simulante /// Simulant=16877
Skin/Name/DronePrimal,Primevo /// Primal=16878
Skin/Name/DroneRCZ,Cerberus=16879
Skin/Name/DroneRemastered,Clássico /// Classic=16880
Skin/Name/DroneWebby,Casta Leviatã /// Leviathan Brood=16881
Skin/Name/EngineeringBay,Padrão /// Default=16882
Skin/Name/EngineeringBayBase,Polo de Engenharia Básico /// Engineering Bay Base=16883
Skin/Name/EngineeringBayCovertOps,Forças Especiais /// Special Forces=16884
Skin/Name/EngineeringBaySilver,Tyrador=16885
Skin/Name/EvolutionChamber,Padrão /// Default=16886
Skin/Name/EvolutionChamberBase,Câmara Evolutiva Básica /// Evolution Chamber Base=16887
Skin/Name/EvolutionChamberMecha,Simulante /// Simulant=16888
Skin/Name/EvolutionChamberRCZ,Cerberus=16889
Skin/Name/Extractor,Padrão /// Default=16890
Skin/Name/ExtractorBase,Extrator Básico /// Extractor Base=16891
Skin/Name/ExtractorMecha,Simulante /// Simulant=16892
Skin/Name/ExtractorRCZ,Cerberus=16893
Skin/Name/Factory,Padrão /// Default=16894
Skin/Name/FactoryBase,Fábrica Básica /// Factory Base=16895
Skin/Name/FactoryCovertOps,Forças Especiais /// Special Forces=16896
Skin/Name/FactorySilver,Tyrador=16897
Skin/Name/FleetBeacon,Padrão /// Default=16898
Skin/Name/FleetBeaconBase,Laboratório Avançado Básico /// Fleet Beacon Base=16899
Skin/Name/FleetBeaconForged,Forjado /// Forged=16900
Skin/Name/FleetBeaconIhanrii,Ihan-rii=16901
Skin/Name/FleetBeaconTaldarim,Forjado /// Forged=16902
Skin/Name/Forge,Padrão /// Default=16903
Skin/Name/ForgeBase,Usina Básica /// Forge Base=16904
Skin/Name/ForgeForged,Forjado /// Forged=16905
Skin/Name/ForgeIhanrii,Ihan-rii=16906
Skin/Name/ForgeTaldarim,Forjado /// Forged=16907
Skin/Name/FusionCore,Padrão /// Default=16908
Skin/Name/FusionCoreBase,Núcleo de Fusão Básico /// Fusion Core Base=16909
Skin/Name/FusionCoreCovertOps,Forças Especiais /// Special Forces=16910
Skin/Name/FusionCoreSilver,Tyrador=16911
Skin/Name/Gateway,Padrão /// Default=16912
Skin/Name/GatewayBase,Portal Básico /// Gateway Base=16913
Skin/Name/GatewayForged,Forjado /// Forged=16914
Skin/Name/GatewayIhanrii,Ihan-rii=16915
Skin/Name/GatewayTaldarim,Forjado /// Forged=16916
Skin/Name/Ghost,Padrão /// Default=16917
Skin/Name/GhostAcademy,Padrão /// Default=16918
Skin/Name/GhostAcademyBase,Academia Fantasma Básica /// Ghost Academy Base=16919
Skin/Name/GhostAcademyCovertOps,Forças Especiais /// Special Forces=16920
Skin/Name/GhostAcademySilver,Tyrador=16921
Skin/Name/GhostAlternateBase,FantasmaBaseAlternativa=16922
Skin/Name/GhostBase,Fantasma Básico /// Ghost Base=16923
Skin/Name/GhostCovertOps,Forças Especiais /// Special Forces=16924
Skin/Name/GhostEidolon,Eidolon /// Eidolon=16925
Skin/Name/GhostGhostAlternateBase,GhostGhostAlternateBase=16926
Skin/Name/GhostJunker,Demolidores de Mira /// Mira's Marauders=16927
Skin/Name/GhostNova,Agente Secreta /// Covert Operative=16928
Skin/Name/GhostSilver,Tyrador=16929
Skin/Name/GhostUmojan,Umojano /// Umojan=16930
Skin/Name/Hatchery,Padrão /// Default=16931
Skin/Name/HatcheryBase,Incubadora Básica /// Hatchery Base=16932
Skin/Name/HatcheryMecha,Simulante /// Simulant=16933
Skin/Name/HatcheryRCZ,Cerberus=16934
Skin/Name/HatcheryRemastered,Clássica=16935
Skin/Name/Hellion,Padrão /// Default=16936
Skin/Name/HellionBase,Endiabrado Básico /// Hellion Base=16937
Skin/Name/HellionCovertOps,Forças Especiais /// Special Forces=16938
Skin/Name/HellionJunker,Sucateiro /// Junker=16939
Skin/Name/HellionJunkerMM,Demolidores de Mira /// Mira's Marauders=16940
Skin/Name/HellionSilver,Tyrador=16941
Skin/Name/HellionUmojan,Umojano /// Umojan=16942
Skin/Name/HighTemplar,Padrão /// Default=16943
Skin/Name/HighTemplarBase,TemplárioSupremoBase=16944
Skin/Name/HighTemplarGolden,Era de Ouro /// Golden Age=16945
Skin/Name/HighTemplarIhanrii,Ihan-rii=16946
Skin/Name/HighTemplarPurifier,Purificador /// Purifier=16947
Skin/Name/HighTemplarTaldarim,Forjado /// Forged=16948
Skin/Name/Hydralisk,Padrão /// Default=16949
Skin/Name/HydraliskBase,HydraliskBase=16950
Skin/Name/HydraliskDen,Padrão /// Default=16951
Skin/Name/HydraliskDenBase,Covil de Hidralisca Básico /// Hydralisk Den Base=16952
Skin/Name/HydraliskDenBase2,CovilHidraliscaBásico /// HydraliskDenBase=16953
Skin/Name/HydraliskDenMecha,Simulante /// Simulant=16954
Skin/Name/HydraliskDenRCZ,Cerberus=16955
Skin/Name/HydraliskMecha,Simulante /// Simulant=16956
Skin/Name/HydraliskNoxious,Nóxia /// Noxious=16957
Skin/Name/HydraliskPrimal,Primevo /// Primal=16958
Skin/Name/HydraliskRCZ,Cerberus=16959
Skin/Name/HydraliskRemastered,Clássica=16960
Skin/Name/HydraliskWebby,Casta Leviatã /// Leviathan Brood=16961
Skin/Name/Immortal,Padrão /// Default=16962
Skin/Name/ImmortalAdun,Adun /// Adun=16963
Skin/Name/ImmortalBase,ImortalBase=16964
Skin/Name/ImmortalGolden,Era de Ouro /// Golden Age=16965
Skin/Name/ImmortalIhanrii,Ihan-rii=16966
Skin/Name/ImmortalPurifier,Purificador /// Purifier=16967
Skin/Name/ImmortalTaldarim,Forjado /// Forged=16968
Skin/Name/InfestationPit,Padrão /// Default=16969
Skin/Name/InfestationPitBase,Fosso de Infestação Básico /// Infestation Pit Base=16970
Skin/Name/InfestationPitMecha,Simulante /// Simulant=16971
Skin/Name/InfestationPitRCZ,Cerberus=16972
Skin/Name/Infestor,Padrão /// Default=16973
Skin/Name/InfestorBase,InfestorBase=16974
Skin/Name/InfestorMecha,Simulante /// Simulant=16975
Skin/Name/InfestorPrimal,Primevo /// Primal=16976
Skin/Name/InfestorRCZ,Cerberus=16977
Skin/Name/InfestorWebby,Casta Leviatã /// Leviathan Brood=16978
Skin/Name/Larva,Padrão /// Default=16979
Skin/Name/LarvaBase,Larva Básica /// Larva Base=16980
Skin/Name/LarvaMecha,Simulante /// Simulant=16981
Skin/Name/LarvaRCZ,Cerberus=16982
Skin/Name/Liberator,Padrão /// Default=16983
Skin/Name/LiberatorBase,LiberatorBase=16984
Skin/Name/LiberatorCovertOps,Forças Especiais /// Special Forces=16985
Skin/Name/LiberatorJunker,Demolidores de Mira /// Mira's Marauders=16986
Skin/Name/LiberatorSilver,Tyrador=16987
Skin/Name/LiberatorUmojan,Umojano /// Umojan=16988
Skin/Name/LukerDenBase,Covil de Furtivo Básico /// Luker Den Base=16989
Skin/Name/Lurker,Padrão /// Default=16990
Skin/Name/LurkerBase,LurkerBase=16991
Skin/Name/LurkerDen,Padrão /// Default=16992
Skin/Name/LurkerDenBase,Covil de Furtivo Básico /// Lurker Den Base=16993
Skin/Name/LurkerDenMecha,Simulante /// Simulant=16994
Skin/Name/LurkerDenRCZ,Cerberus=16995
Skin/Name/LurkerMecha,Simulante /// Simulant=16996
Skin/Name/LurkerPrimal,Primevo /// Primal=16997
Skin/Name/LurkerRCZ,Cerberus=16998
Skin/Name/LurkerWebby,Casta Leviatã /// Leviathan Brood=16999
Skin/Name/Marauder,Padrão /// Default=17000
Skin/Name/MarauderBase,MarauderBase=17001
Skin/Name/MarauderCovertOps,Forças Especiais /// Special Forces=17002
Skin/Name/MarauderDeluxe,Aprimorado /// Upgraded=17003
Skin/Name/MarauderJunker,Demolidores de Mira /// Mira's Marauders=17004
Skin/Name/MarauderSilver,Tyrador=17005
Skin/Name/MarauderUmojan,Umojano /// Umojan=17006
Skin/Name/Marine,Padrão /// Default=17007
Skin/Name/MarineBase,Soldado Básico /// Marine Base=17008
Skin/Name/MarineCovertOps,Forças Especiais /// Special Forces=17009
Skin/Name/MarineJunker,Demolidores de Mira /// Mira's Marauders=17010
Skin/Name/MarineRemastered,Clássico=17011
Skin/Name/MarineSilver,Tyrador=17012
Skin/Name/MarineUmojan,Umojano /// Umojan=17013
Skin/Name/MarineXPR,Mercenário /// Mercenary=17014
Skin/Name/Medivac,Padrão /// Default=17015
Skin/Name/MedivacBase,MedivacBase =17016
Skin/Name/MedivacCovertOps,Forças Especiais /// Special Forces=17017
Skin/Name/MedivacJunker,Demolidores de Mira /// Mira's Marauders=17018
Skin/Name/MedivacSilver,Tyrador=17019
Skin/Name/MedivacUmojan,Umojana /// Umojan=17020
Skin/Name/MissileTurret,Padrão /// Default=17021
Skin/Name/MissileTurretBase,Torre de Mísseis Básica /// Missile Turret Base=17022
Skin/Name/MissileTurretCovertOps,Forças Especiais /// Special Forces=17023
Skin/Name/MissileTurretSilver,Tyrador=17024
Skin/Name/Mothership,Padrão /// Default=17025
Skin/Name/MothershipBase,MothershipBase=17026
Skin/Name/MothershipGolden,Era de Ouro /// Golden Age=17027
Skin/Name/MothershipIhanrii,Ihan-rii=17028
Skin/Name/MothershipPurifier,Purificador /// Purifier=17029
Skin/Name/MothershipTaldarim,Forjado /// Forged=17030
Skin/Name/Mutalisk,Padrão /// Default=17031
Skin/Name/MutaliskBase,Mutalisk Base=17032
Skin/Name/MutaliskMecha,Simulante /// Simulant=17033
