AUTHENTICATION_BETA_REGION,Beta=0
TerrainTex/Name/DesertWorld5,Phaethon - Erde, dunkel /// Phaethon Dirt Dark=20167
TerrainTex/Name/DesertWorld6,Phaethon - Sand, dunkel /// Phaethon Sand Dark=20168
TerrainTex/Name/DesertWorld7,Phaethon - Dünen /// Phaethon Dunes=20169
TerrainTex/Name/DesertWorld8,Phaethon - Sand, hell /// Phaethon Sand Light=20170
TerrainTex/Name/DominionLab1,Umoja - Paneele, mittel, hell /// Umoja Panels Medium Light=20171
TerrainTex/Name/DominionLab2,Umoja - Paneele, klein, dunkel /// Umoja Panels Small Dark=20172
TerrainTex/Name/DominionLab3,Umoja - Paneele, klein, hell /// Umoja Panels Small Light=20173
TerrainTex/Name/DominionLab4,Umoja - Gitternetz, klein /// Umoja Grid Small=20174
TerrainTex/Name/DominionLab5,Umoja - Paneele, groß, dunkel /// Umoja Panels Large Dark=20175
TerrainTex/Name/DominionLab6,Umoja - Paneele, mittel, dunkel /// Umoja Panels Medium Dark=20176
TerrainTex/Name/DominionLab7,Umoja - Erde /// Umoja Dirt=20177
TerrainTex/Name/DominionLab8,Umoja - Fels /// Umoja Rock=20178
TerrainTex/Name/HeliosCrackedDirt,Helios - Rissige Erde /// Helios Cracked Dirt=20179
TerrainTex/Name/HeliosCrackedRock,Helios - Rissiger Fels /// Helios Cracked Rock=20180
TerrainTex/Name/HeliosDirtDark,Helios - Erde, dunkel /// Helios Dirt Dark=20181
TerrainTex/Name/HeliosDirtLight,Helios - Erde, hell /// Helios Dirt Light=20182
TerrainTex/Name/HeliosDirtMedium,Helios - Erde, mittel /// Helios Dirt Medium=20183
TerrainTex/Name/HeliosDirtRocky,Helios - Erde, felsig /// Helios Dirt Rocky=20184
TerrainTex/Name/HeliosGrass,Helios - Gras /// Helios Grass=20185
TerrainTex/Name/HeliosSand,Helios - Sand /// Helios Sand=20186
TerrainTex/Name/HybridLabInner1,Skygeirr-Labor - Erde /// Skygeirr Lab Dirt=20187
TerrainTex/Name/HybridLabInner2,Skygeirr-Labor - Innen - Fels, rissig /// Skygeirr Lab Inner Rock Cracked=20188
TerrainTex/Name/HybridLabInner3,Skygeirr-Labor - Innen - Paneele, Details /// Skygeirr Lab Inner Panel Details=20189
TerrainTex/Name/HybridLabInner4,Skygeirr-Labor - Innen - Paneele /// Skygeirr Lab Inner Panels=20190
TerrainTex/Name/HybridLabInner5,Skygeirr-Labor - Innen - Platten /// Skygeirr Lab Inner Plates=20191
TerrainTex/Name/HybridLabInner6,Skygeirr-Labor - Innen - Gitternetz, klein /// Skygeirr Lab Inner Grid Small=20192
TerrainTex/Name/HybridLabInner7,Skygeirr-Labor - Innen - Paneele, dunkel /// Skygeirr Lab Inner Panels Dark=20193
TerrainTex/Name/HybridLabInner8,Skygeirr-Labor - Innen - Gitternetz, mittel /// Skygeirr Lab Inner Grid Medium=20194
TerrainTex/Name/HybridLabOuter1,Skygeirr-Labor - Plattform - Paneele<sp/> /// Skygeirr Platform Panels =20195
TerrainTex/Name/HybridLabOuter2,Skygeirr-Labor - Plattform - Paneele, groß /// Skygeirr Platform Panels Large=20196
TerrainTex/Name/HybridLabOuter3,Skygeirr-Labor - Plattform - Paneele, mittel<sp/> /// Skygeirr Platform Panels Medium =20197
TerrainTex/Name/HybridLabOuter4,Skygeirr-Labor - Plattform - Paneele, abgenutzt /// Skygeirr Platform Panels Worn=20198
TerrainTex/Name/HybridLabOuter5,Skygeirr-Labor - Plattform - Paneele, sauber /// Skygeirr Platform Panels Clean=20199
TerrainTex/Name/HybridLabOuter6,Skygeirr-Labor - Plattform - Kacheldetails /// Skygeirr Platform Panels Detailed=20200
TerrainTex/Name/HybridLabOuter7,Skygeirr-Labor - Plattform - Paneele, dunkel /// Skygeirr Platform Panels Dark=20201
TerrainTex/Name/HybridLabOuter8,Skygeirr-Labor - Plattform - Gitternetz, mittel /// Skygeirr Platform Grid Medium=20202
TerrainTex/Name/HybridLabXelNaga1,Unsterblicher - Schmiede - Gitternetz, klein /// Immortal Forge Grid Small=20203
TerrainTex/Name/HybridLabXelNaga2,Unsterblicher - Schmiede - Paneele, dick /// Immortal Forge Panels Thick=20204
TerrainTex/Name/HybridLabXelNaga3,Unsterblicher - Schmiede - Gitternetz, mittel /// Immortal Forge Grid Medium=20205
TerrainTex/Name/HybridLabXelNaga4,Unsterblicher - Schmiede - Paneele, dunkel /// Immortal Forge Panels Dark=20206
TerrainTex/Name/HybridLabXelNaga5,Unsterblicher - Schmiede - Schotter /// Immortal Forge Gravel=20207
TerrainTex/Name/HybridLabXelNaga6,Unsterblicher - Schmiede - Beton, rissig /// Immortal Forge Concrete Cracked=20208
TerrainTex/Name/HybridLabXelNaga7,Unsterblicher - Schmiede - Beton /// Immortal Forge Concrete=20209
TerrainTex/Name/HybridLabXelNaga8,Unsterblicher - Schmiede - Fels /// Immortal Forge Rock=20210
TerrainTex/Name/IceWorld1,Kaldir - Eis, hell /// Kaldir Ice Light=20211
TerrainTex/Name/IceWorld2,Kaldir - Eis, rissig /// Kaldir Ice Cracked=20212
TerrainTex/Name/IceWorld3,Kaldir - Schnee, pulvrig /// Kaldir Snow Powdered=20213
TerrainTex/Name/IceWorld4,Kaldir - Schnee, vereist /// Kaldir Snow Icy=20214
TerrainTex/Name/IceWorld5,Kaldir - Schwamm /// Kaldir Sponge=20215
TerrainTex/Name/IceWorld6,Kaldir - Fels /// Kaldir Rock=20216
TerrainTex/Name/IceWorld7,Kaldir - Eis, dunkel /// Kaldir Ice Dark=20217
TerrainTex/Name/IceWorld8,Kaldir - Eis, zerbröckelt /// Kaldir Ice Crumbled=20218
TerrainTex/Name/KorhalCity1,Korhal - Stadt - Erde, hell /// Korhal City Dirt Light=20219
TerrainTex/Name/KorhalCity2,Korhal - Stadt - Kacheln, groß /// Korhal City Tiles Large=20220
TerrainTex/Name/KorhalCity3,Korhal - Stadt - Kacheln, mittel /// Korhal City Tiles Medium=20221
TerrainTex/Name/KorhalCity4,Korhal - Stadt - Kacheln, klein /// Korhal City Tiles Small=20222
TerrainTex/Name/KorhalCity5,Korhal - Stadt - Erde, dunkel /// Korhal City Dirt Dark=20223
TerrainTex/Name/KorhalCity6,Korhal - Stadt - Beton, rissig /// Korhal City Concrete Cracked=20224
TerrainTex/Name/KorhalCity7,Korhal - Stadt - Gras /// Korhal City Grass=20225
TerrainTex/Name/KorhalCity8,Korhal - Stadt - Fels, rau /// Korhal City Rock Rough=20226
TerrainTex/Name/KorhalOutskirts1,Korhal - Ödnis - Erde, hell /// Korhal Wastes Dirt Light=20227
TerrainTex/Name/KorhalOutskirts2,Korhal - Ödnis - Fels, rau /// Korhal Wastes Rock Rough=20228
TerrainTex/Name/KorhalOutskirts3,Korhal - Ödnis - Fels, rissig /// Korhal Wastes Rock Cracked=20229
TerrainTex/Name/KorhalOutskirts4,Korhal - Ödnis - Erde, dunkel /// Korhal Wastes Dirt Dark=20230
TerrainTex/Name/KorhalOutskirts5,Korhal - Ödnis - Sand /// Korhal Wastes Sand=20231
TerrainTex/Name/KorhalOutskirts6,Korhal - Ödnis - Beton, rissig /// Korhal Wastes Concrete Cracked=20232
TerrainTex/Name/KorhalOutskirts7,Korhal - Ödnis - Gras /// Korhal Wastes Grass=20233
TerrainTex/Name/KorhalOutskirts8,Korhal - Ödnis - Kacheln, groß /// Korhal Wastes Tiles Large=20234
TerrainTex/Name/KorhalPlatform1,Korhal - Plattform - Paneele, klein, hell /// Korhal Platform Panels Small Light=20235
TerrainTex/Name/KorhalPlatform2,Korhal - Plattform - Paneele, groß, dunkel /// Korhal Platform Panels Large Dark=20236
TerrainTex/Name/KorhalPlatform3,Korhal - Plattform - Paneele, Details /// Korhal Platform Panel Details=20237
TerrainTex/Name/KorhalPlatform4,Korhal - Plattform - Paneele, groß, hell /// Korhal Platform Panels Large Light=20238
TerrainTex/Name/KorhalPlatform5,Korhal - Plattform - Paneele, klein, dunkel /// Korhal Platform Panels Small Dark=20239
TerrainTex/Name/KorhalPlatform6,Korhal - Plattform - Paneele, mittel /// Korhal Platform Panels Medium=20240
TerrainTex/Name/KorhalPlatform7,Korhal - Plattform - Kacheln /// Korhal Platform Tiles=20241
TerrainTex/Name/KorhalPlatform8,Korhal - Plattform - Gitter /// Korhal Platform Grating=20242
TerrainTex/Name/NiflheimDirt,Niflheim - Erde /// Niflheim Dirt=20243
TerrainTex/Name/NiflheimIceCracked,Niflheim - Eis, rissig /// Niflheim Ice Cracked=20244
TerrainTex/Name/NiflheimIceFrosty,Niflheim - Eis, frostig /// Niflheim Ice Frosty=20245
TerrainTex/Name/NiflheimIceSmooth,Niflheim - Eis, glatt /// Niflheim Ice Smooth=20246
TerrainTex/Name/NiflheimRock,Niflheim - Fels /// Niflheim Rock=20247
TerrainTex/Name/NiflheimSnow,Niflheim - Schnee /// Niflheim Snow=20248
TerrainTex/Name/NiflheimSnowCracked,Niflheim - Schnee, rissig /// Niflheim Snow Cracked=20249
TerrainTex/Name/NiflheimSnowRough,Niflheim - Schnee, rau /// Niflheim Snow Rough=20250
TerrainTex/Name/PrisonShip1,Moros - Kacheln, groß /// Moros Tiles Large=20251
TerrainTex/Name/PrisonShip2,Moros - Paneele, mittel /// Moros Panels Medium=20252
TerrainTex/Name/PrisonShip3,Moros - Paneele, klein /// Moros Panels Small=20253
TerrainTex/Name/PrisonShip4,Moros - Paneele, groß /// Moros Panels Large=20254
TerrainTex/Name/PrisonShip5,Moros - Metall /// Moros Metal=20255
TerrainTex/Name/PrisonShip6,Moros - Gitter, dunkel /// Moros Grating Dark=20256
TerrainTex/Name/PrisonShip7,Moros - Kacheln, klein /// Moros Tiles Small=20257
TerrainTex/Name/PrisonShip8,Moros - Erde /// Moros Dirt=20258
TerrainTex/Name/Starship1,Daelaam - Metall, dunkel /// Daelaam Ark Metal Dark=20259
TerrainTex/Name/Starship2,Daelaam - Paneele, hell /// Daelaam Ark Panels Light=20260
TerrainTex/Name/Starship3,Daelaam - Hexagonalgitter, groß /// Daelaam Ark Hex Grid Large=20261
TerrainTex/Name/Starship4,Daelaam - Hexagonalgitter, mittel /// Daelaam Ark Hex Grid Medium=20262
TerrainTex/Name/Starship5,Daelaam - Metall, hell /// Daelaam Ark Metal Light=20263
TerrainTex/Name/Starship6,Daelaam - Platten /// Daelaam Ark Plates=20264
TerrainTex/Name/Starship7,Daelaam - Hexagonalgitter, klein /// Daelaam Ark Hex Grid Small=20265
TerrainTex/Name/Starship8,Daelaam - Paneele, dunkel /// Daelaam Ark Panels Dark=20266
TerrainTex/Name/Zerus1,Zerus - Erde, mittel /// Zerus Dirt Medium=20267
TerrainTex/Name/Zerus2,Zerus - Erde, dunkel /// Zerus Dirt Dark=20268
TerrainTex/Name/Zerus3,Zerus - Algen /// Zerus Algae=20269
TerrainTex/Name/Zerus4,Zerus - Fels /// Zerus Rock=20270
TerrainTex/Name/Zerus5,Zerus - Wurzeln /// Zerus Roots=20271
TerrainTex/Name/Zerus6,Zerus - Kiesel /// Zerus Pebbles=20272
TerrainTex/Name/Zerus7,Zerus - Gras /// Zerus Grass=20273
TerrainTex/Name/Zerus8,Zerus - Schleim /// Zerus Slime=20274
UI/TechTreeMorphedFromMothershipCore,Aus dem Mutterschiffkern gemorpht /// Morphed from Mothership Core=20275
Unit/InfoText/MultiplayerResources,Setzen Sie eine beliebige Bodeneinheit ein, um diese Ressourcen aufzusammeln. /// Use any ground unit to collect these resources.=20276
Unit/LifeArmorName/MineralShields,Mineralienschild /// Mineral Shield=20277
Unit/Name/Anteplott,Tastelope /// Tastelope=20278
Unit/Name/Artosilope,Artosilope /// Artosilope=20279
Unit/Name/CleaningBot,Putzbot /// Cleaning Bot=20280
Unit/Name/CollapsibleRockTower,Felshaufen /// Rock Tower=20281
Unit/Name/CollapsibleRockTowerDebris,Felsen /// Rocks=20282
Unit/Name/CollapsibleRockTowerDebrisRampLeft,Felsen /// Rocks=20283
Unit/Name/CollapsibleRockTowerDebrisRampRight,Felsen /// Rocks=20284
Unit/Name/CollapsibleRockTowerDiagonal,Felshaufen /// Rock Tower=20285
Unit/Name/CollapsibleRockTowerPushUnit,Felsen /// Rocks=20286
Unit/Name/CollapsibleRockTowerPushUnitRampLeft,Zerstörbares Felsgeröll - Einheit wegschieben (Rampe, links) /// Collapsible Rock Tower Debris Push Unit (Ramp Left)=20287
Unit/Name/CollapsibleRockTowerPushUnitRampRight,Zerstörbares Felsgeröll - Einheit wegschieben (Rampe, rechts) /// Collapsible Rock Tower Debris Push Unit (Ramp Right)=20288
Unit/Name/CollapsibleRockTowerRampLeft,Felshaufen /// Rock Tower=20289
Unit/Name/CollapsibleRockTowerRampRight,Felshaufen /// Rock Tower=20290
Unit/Name/CollapsibleTerranTower,Kühlturm /// Cooling Tower=20291
Unit/Name/CollapsibleTerranTowerDebris,Trümmer /// Debris=20292
Unit/Name/CollapsibleTerranTowerDiagonal,Kühlturm /// Cooling Tower=20293
Unit/Name/CollapsibleTerranTowerPushUnit,Zerstörbarer terranischer Turm - Einheit stoßen /// Collapsible Terran Tower Push Unit=20294
Unit/Name/CollapsibleTerranTowerPushUnitRampLeft,Zerstörbarer terranischer Turm - Einheit wegschieben (Linke Rampe) /// Collapsible Terran Tower Push Unit (Ramp Left)=20295
Unit/Name/CollapsibleTerranTowerPushUnitRampRight,Zerstörbarer terranischer Turm - Einheit wegschieben (Rechte Rampe) /// Collapsible Terran Tower Push Unit (Ramp Right)=20296
Unit/Name/CollapsibleTerranTowerRampLeft,Kühlturm /// Cooling Tower=20297
Unit/Name/CollapsibleTerranTowerRampRight,Kühlturm /// Cooling Tower=20298
Unit/Name/Crabeetle,Krebskäfer /// Crab Beetle=20299
Unit/Name/CreepBlocker4x4,Dynamischer Kriecher und Gebäudeblockierer 4x4=20300
Unit/Name/CreepBlocker8x8,Dynamischer Kriecherblockierer 8x8=20301
Unit/Name/CreepTumorMissile,Kriechertumorgeschoss /// Creep Tumor Missile=20302
Unit/Name/CycloneMissilesWeapon,Zyklonraketen /// Cyclone Missiles=20303
Unit/Name/DebrisRampLeft,Trümmer /// Debris=20304
Unit/Name/DebrisRampRight,Trümmer /// Debris=20305
Unit/Name/DesertPlanetSearchlight,Suchscheinwerfer=20306
Unit/Name/DesertPlanetStreetlight,Straßenbeleuchtung=20307
Unit/Name/DestructibleCityDebris2x4Horizontal,Trümmer /// Debris=20308
Unit/Name/DestructibleCityDebris2x4Vertical,Trümmer /// Debris=20309
Unit/Name/DestructibleCityDebris2x6Horizontal,Trümmer /// Debris=20310
Unit/Name/DestructibleCityDebris2x6Vertical,Trümmer /// Debris=20311
Unit/Name/DestructibleCityDebris4x4,Trümmer /// Debris=20312
Unit/Name/DestructibleCityDebris6x6,Trümmer /// Debris=20313
Unit/Name/DestructibleCityDebrisHugeDiagonalBLUR,Trümmer /// Debris=20314
Unit/Name/DestructibleCityDebrisHugeDiagonalULBR,Trümmer /// Debris=20315
Unit/Name/DestructibleIce2x4Horizontal,Eis=20316
Unit/Name/DestructibleIce2x4Vertical,Eis=20317
Unit/Name/DestructibleIce2x6Horizontal,Eis=20318
Unit/Name/DestructibleIce2x6Vertical,Eis=20319
Unit/Name/DestructibleIce4x4,Eis=20320
Unit/Name/DestructibleIce6x6,Eis=20321
Unit/Name/DestructibleIce6x6HighlightTooltip,Angreifen, um das Hindernis zu zerstören /// Attack this to destroy it=20322
Unit/Name/DestructibleIceDiagonalHugeBLUR,Eis=20323
Unit/Name/DestructibleIceDiagonalHugeULBR,Eis=20324
Unit/Name/DestructibleIceHorizontalHuge,Eis=20325
Unit/Name/DestructibleIceVerticalHuge,Eis /// Ice=20326
Unit/Name/DestructibleRock6x6Weak,Felsen /// Rocks=20327
Unit/Name/DestructibleRockEx12x4Horizontal,Felsen /// Rocks=20328
Unit/Name/DestructibleRockEx12x4Vertical,Felsen /// Rocks=20329
Unit/Name/DestructibleRockEx12x6Horizontal,Felsen /// Rocks=20330
Unit/Name/DestructibleRockEx12x6Vertical,Felsen /// Rocks=20331
Unit/Name/DestructibleRockEx14x4,Felsen /// Rocks=20332
Unit/Name/DestructibleRockEx16x6,Felsen /// Rocks=20333
Unit/Name/DestructibleRockEx1DiagonalHugeBLUR,Felsen /// Rocks=20334
Unit/Name/DestructibleRockEx1DiagonalHugeULBR,Felsen /// Rocks=20335
Unit/Name/DestructibleRockEx1HorizontalHuge,Felsen /// Rocks=20336
Unit/Name/DestructibleRockEx1VerticalHuge,Felsen /// Rocks=20337
Unit/Name/DestructibleStatue4x4,Statue=20338
Unit/Name/DestructibleStatueHighlightTooltip,Angreifen, um das Hindernis zu zerstören /// Attack this to destroy it=20339
Unit/Name/DestructibleStatueRubble,Geröll=20340
Unit/Name/DestructibleStatueRubbleHighlightTooltip,Angreifen, um das Hindernis zu zerstören /// Attack this to destroy it=20341
Unit/Name/DestructibleWall45,Weg=20342
Unit/Name/DestructibleWall45GateEast,Weg=20343
Unit/Name/DestructibleWall45GateWest,Weg=20344
Unit/Name/DestructibleWall45Inner,Weg=20345
Unit/Name/DestructibleWall45Outer,Weg=20346
Unit/Name/DestructibleWall45Ramp,Weg=20347
Unit/Name/DestructibleWall90,Weg=20348
Unit/Name/DestructibleWall90Inner,Weg=20349
Unit/Name/DestructibleWall90Outer,Weg=20350
Unit/Name/DestructibleZerusTree,Baum=20351
Unit/Name/DigesterCreepSprayMissile,Verdauer - Kriecher spucken, Geschoss /// Digester Creep Spray Missile=20352
Unit/Name/ExtendingBridge,Ausfahrbare Brücke /// Extending Bridge=20353
Unit/Name/ExtendingBridgeNEWide10,Ausfahrbare Brücke - NO - Höhe 10 - breit - eingezogen /// Extending Bridge - NE - Height 10 - Wide - Retracted=20354
Unit/Name/ExtendingBridgeNEWide10Out,Ausfahrbare Brücke - NO - Höhe 10 - breit - ausgefahren /// Extending Bridge - NE - Height 10 - Wide - Extended=20355
Unit/Name/ExtendingBridgeNEWide12,Ausfahrbare Brücke - NO - Höhe 12 - breit - eingezogen /// Extending Bridge - NE - Height 12 - Wide - Retracted=20356
Unit/Name/ExtendingBridgeNEWide12Out,Ausfahrbare Brücke - NO - Höhe 12 - breit - ausgefahren /// Extending Bridge - NE - Height 12 - Wide - Extended=20357
Unit/Name/ExtendingBridgeNEWide8,Ausfahrbare Brücke - NO - Höhe 8 - breit - eingezogen /// Extending Bridge - NE - Height 8 - Wide - Retracted=20358
Unit/Name/ExtendingBridgeNEWide8Out,Ausfahrbare Brücke - NO - Höhe 8 - breit - ausgefahren /// Extending Bridge - NE - Height 8 - Wide - Extended=20359
Unit/Name/ExtendingBridgeNWWide10,Ausfahrbare Brücke - NW - Höhe 10 - breit - eingezogen /// Extending Bridge - NW - Height 10 - Wide - Retracted=20360
Unit/Name/ExtendingBridgeNWWide10Out,Ausfahrbare Brücke - NW - Höhe 10 - breit - ausgefahren /// Extending Bridge - NW - Height 10 - Wide - Extended=20361
Unit/Name/ExtendingBridgeNWWide12,Ausfahrbare Brücke - NW - Höhe 12 - breit - eingezogen /// Extending Bridge - NW - Height 12 - Wide - Retracted=20362
Unit/Name/ExtendingBridgeNWWide12Out,Ausfahrbare Brücke - NW - Höhe 12 - breit - ausgefahren /// Extending Bridge - NW - Height 12 - Wide - Extended=20363
Unit/Name/ExtendingBridgeNWWide8,Ausfahrbare Brücke - NW - Höhe 8 - breit - eingezogen /// Extending Bridge - NW - Height 8 - Wide - Retracted=20364
Unit/Name/ExtendingBridgeNWWide8Out,Ausfahrbare Brücke - NW - Höhe 8 - breit - ausgefahren /// Extending Bridge - NW - Height 8 - Wide - Extended=20365
Unit/Name/EyeStalkWeapon,Augenstiehlwaffe /// Eye Stalk Weapon=20366
Unit/Name/HellionTank,Kampfhellion /// Hellbat=20367
Unit/Name/Ice2x2NonConjoined,Eis /// Ice=20368
Unit/Name/IceProtossCrates,Protoss - Kiste /// Protoss Crate=20369
Unit/Name/InvisibleTargetDummy,Unsichtbarer Zieldummy /// Invisible Target Dummy=20370
Unit/Name/LabBot,Laborbot 1-X /// Lab Bot 1-X=20371
Unit/Name/LabMineralField,Mineralienfeld /// Mineral Field=20372
Unit/Name/LeechResourcesDummyWeapon,Ressourcen abzapfen - Dummywaffe /// Leech Resources Dummy Weapon=20373
Unit/Name/LeechResourcesWeapon,Ressourcen abzapfen /// Leech Resources=20374
Unit/Name/LocustMP,Schrecke /// Locust=20375
Unit/Name/LocustMPBurrowed,Schrecke /// Locust=20376
Unit/Name/LocustMPEggAMissileWeapon,Schrecke - Mehrspieler, Ei - Geschoss, Waffe - A /// Locust MPEgg AMissile Weapon=20377
Unit/Name/LocustMPEggBMissileWeapon,Schrecke - Mehrspieler, Ei - Geschoss, Waffe - B /// Locust MPEgg BMissile Weapon=20378
Unit/Name/LocustMPWeapon,Schrecke - Mehrspieler, Waffe /// Locust MPWeapon=20379
Unit/Name/MarinePhysicsTest,Space-Marine /// Marine=20380
Unit/Name/MineLayerCharge,Minenlegeraufladung /// Mine Layer Charge=20381
Unit/Name/MothershipCore,Mutterschiffkern /// Mothership Core=20382
Unit/Name/MothershipCoreWeaponWeapon,Mutterschiffkern - Waffe, Waffe /// Mothership Core Weapon Weapon=20383
Unit/Name/MultiplayerResources,Ressourcenspeicher /// Resource Cache=20384
Unit/Name/NullUnit,Nulleinheit /// Null Unit=20385
Unit/Name/NydusCanalAttackerWeapon,Nyduszerstörer /// Nydus Destroyer=20386
Unit/Name/ObeliskMP,Obelisk /// Obelisk=20387
Unit/Name/Oracle,Orakel /// Oracle=20388
Unit/Name/OracleRevelation,Orakel /// Oracle=20389
Unit/Name/PathingBlockerRadius1,Dynamische Wegfindungsblockierung (Keine Grundfläche, Radius 1) /// Dynamic Pathing Blocker (No footprint, Radius 1)=20390
Unit/Name/PhysicsCapsule,Physik - Kapsel /// Physics Capsule=20391
Unit/Name/PhysicsCube,Physik - Kubus /// Physics Cube=20392
Unit/Name/PhysicsCylinder,Physik - Zylinder /// Physics Cylinder=20393
Unit/Name/PhysicsKnot,Physik - Knoten /// Physics Knot=20394
Unit/Name/PhysicsL,Physik - L /// Physics L=20395
Unit/Name/PhysicsPrimitiveParent,Physik - Primitive Eltern /// Physics Primitive Parent=20396
Unit/Name/PhysicsPrimitives,Physik - Primitiv /// Physics Primitives=20397
Unit/Name/PhysicsSphere,Physik - Sphäre /// Physics Sphere=20398
Unit/Name/PhysicsStar,Physik - Stern /// Physics Star=20399
Unit/Name/PickupPalletGas,Gaslager /// Gas Pallet=20400
Unit/Name/PickupPalletMinerals,Mineralienlager /// Mineral Pallet=20401
Unit/Name/PickupScrapSalvage1x1,Kleine Schrottverwertung /// Small Scrap Salvage=20402
Unit/Name/PickupScrapSalvage2x2,Große Schrottverwertung /// Large Scrap Salvage=20403
Unit/Name/PickupScrapSalvage3x3,Riesige Schrottverwertung /// Huge Scrap Salvage=20404
Unit/Name/ProtossCrates,Protoss - Kiste /// Protoss Crate=20405
Unit/Name/ProtossSnakeSegmentDemo,Protoss-Schlange - Segment, Demo /// Protoss Snake Segment Demo=20406
Unit/Name/RepulsorCannonWeapon,Schubkanone - Waffe=20407
Unit/Name/ResourceBlocker,Mineralienschild /// Mineral Shield=20408
Unit/Name/ResourceRaider,Ressourcenplünderer /// Resource Raider=20409
Unit/Name/RoughTerrain,Raues Terrain /// Rough Terrain=20410
Unit/Name/SmokeScreen,Rauchwand /// Smoke Screen=20411
Unit/Name/SwarmHostBurrowedMP,Schwarmwirt /// Swarm Host=20412
Unit/Name/SwarmHostCocoon,Schwarmwirt /// Swarm Host=20413
Unit/Name/SwarmHostMP,Schwarmwirt /// Swarm Host=20414
Unit/Name/TalonsMissileWeapon,Klauen - Geschoss /// Talons Missile=20415
Unit/Name/Tempest,Tempest /// Tempest=20416
Unit/Name/TempestWeapon,Tempest - Waffe /// Tempest Weapon=20417
Unit/Name/TerranAntiAirVehicle,Terranisches Flakfahrzeug /// Terran Anti-Air Vehicle=20418
Unit/Name/TerranAntiAirVehicleWeapon,Plünderer /// Pillager=20419
Unit/Name/TerranAntiAirWalker,Plünderer /// Pillager=20420
Unit/Name/TerranAntiAirWalkerWeapon,Terranischer Flakkampfläufer /// Terran Anti Air Walker=20421
Unit/Name/TerrazineGeyser,Terrazingeysir /// Terrazine Geyser=20422
Unit/Name/TestZerg,Test-Zerg /// Test Zerg=20423
Unit/Name/TornadoMissileDummyWeapon,Tornadorakete - Dummy /// Tornado Missile Dummy=20424
Unit/Name/TornadoMissileWeapon,Tornadorakete /// Tornado Missile=20425
Unit/Name/TowerMine,Turmmine /// Tower Mine=20426
Unit/Name/UnbuildableBricksSmallUnit,Unbebaubare Ziegelsteine /// Unbuildable Bricks=20427
Unit/Name/UnbuildableBricksUnit,Unbebaubare Ziegelsteine /// Unbuildable Bricks=20428
Unit/Name/UnbuildablePlatesSmallUnit,Unbebaubare Platten /// Unbuildable Plates=20429
Unit/Name/UnbuildablePlatesUnit,Unbebaubare Platten /// Unbuildable Plates=20430
Unit/Name/UnbuildableRocksSmallUnit,Unbebaubare Felsen /// Unbuildable Rocks=20431
Unit/Name/UnbuildableRocksUnit,Unbebaubare Felsen /// Unbuildable Rocks=20432
Unit/Name/Viper,Viper /// Viper=20433
Unit/Name/ViperCocoon,Viper-Kokon /// Viper Cocoon=20434
Unit/Name/ViperConsumeMissile,Viper - Fressen, Geschoss /// Viper Consume Missile=20435
Unit/Name/ViperConsumeStructureWeapon,Viper - Gebäude fressen /// Viper Consume Structure=20436
Unit/Name/WarHound,Kriegshund /// Warhound=20437
Unit/Name/WarHoundWeapon,Kriegshund /// Warhound=20438
Unit/Name/WidowMine,Arachnomine /// Widow Mine=20439
Unit/Name/WidowMineAirWeapon,Arachnomine - Luft /// Widow Mine Air=20440
Unit/Name/WidowMineBurrowed,Arachnomine /// Widow Mine=20441
Unit/Name/WidowMineWeapon,Arachnomine /// Widow Mine=20442
Unit/Name/WreckageCargoTruck,Wrack eines Lasters /// Cargo Truck Wreckage=20443
Unit/Name/WreckageLoot,Wrack /// Wreckage=20444
Unit/Name/XelNagaHealingShrine,Heilschrein der Xel'Naga /// Xel'Naga Healing Shrine=20445
Unit/Name/XelNagaHealingShrineHighlightTooltip,Darauf stellen, um Einheiten zu heilen. /// Stand on this to heal units=20446
Unit/Name/XelNaga_Caverns_Door,Xel'Naga-Höhle - Tor=20447
Unit/Name/XelNaga_Caverns_DoorE,Xel'Naga-Höhle - Tor Osten=20448
Unit/Name/XelNaga_Caverns_DoorEOpened,Xel'Naga-Höhlen - Tor Ost, Geöffnet=20449
Unit/Name/XelNaga_Caverns_DoorN,Xel'Naga-Höhlen - Tor Nord=20450
Unit/Name/XelNaga_Caverns_DoorNE,Xel'Naga-Höhlen - Tor Nordost=20451
Unit/Name/XelNaga_Caverns_DoorNEOpened,Xel'Naga-Höhlen - Tor Nordost, Geöffnet=20452
Unit/Name/XelNaga_Caverns_DoorNOpened,Xel'Naga-Höhlen - Tor Nord, Geöffnet=20453
Unit/Name/XelNaga_Caverns_DoorNW,Xel'Naga-Höhlen - Tor Nordwest=20454
Unit/Name/XelNaga_Caverns_DoorNWOpened,Xel'Naga-Höhlen - Tor Nordwest, Geöffnet=20455
Unit/Name/XelNaga_Caverns_DoorS,Xel'Naga-Höhlen - Tor Süd=20456
Unit/Name/XelNaga_Caverns_DoorSE,Xel'Naga-Höhlen - Tor Südost=20457
Unit/Name/XelNaga_Caverns_DoorSEOpened,Xel'Naga-Höhlen - Tor Südost, Geöffnet=20458
Unit/Name/XelNaga_Caverns_DoorSOpened,Xel'Naga-Höhlen - Tor Süd, Geöffnet=20459
Unit/Name/XelNaga_Caverns_DoorSW,Xel'Naga-Höhlen - Tor Südwest=20460
