Actor/Name/IndicatorMissilePhaseChange,Indicator Missile Phase Change=0
Sound/Name/Terran_ConstantFireLarge,Terran_ConstantFireLarge=10834
Sound/Name/Terran_ConstantFireMedium,Terran_ConstantFireMedium=10835
Sound/Name/Terran_ConstantFireSmall,Terran_ConstantFireSmall=10836
Sound/Name/Terran_ConstructionEnd,Terran_ConstructionEnd=10837
Sound/Name/Terran_ConstructionEndSmall,Terran_ConstructionEndSmall=10838
Sound/Name/Terran_ConstructionStage1,Terran_ConstructionStage1=10839
Sound/Name/Terran_ConstructionStage1Small,Terran_ConstructionStage1Small=10840
Sound/Name/Terran_ConstructionStage2,Terran_ConstructionStage2=10841
Sound/Name/Terran_ConstructionStage2Small,Terran_ConstructionStage2Small=10842
Sound/Name/Terran_ConstructionStart,Terran_ConstructionStart=10843
Sound/Name/Terran_ConstructionStartSmall,Terran_ConstructionStartSmall=10844
Sound/Name/Terran_ConstructionWhat,Terran_ConstructionWhat=10845
Sound/Name/Terran_ExplosionLarge,Terran_ExplosionLarge=10846
Sound/Name/Terran_ExplosionMedium,Terran_ExplosionMedium=10847
Sound/Name/Terran_ExplosionSmall,Terran_ExplosionSmall=10848
Sound/Name/Terran_FireLarge,Terran_FireLarge=10849
Sound/Name/Terran_FireMedium,Terran_FireMedium=10850
Sound/Name/Terran_FireSmall,Terran_FireSmall=10851
Sound/Name/Terran_FlameLoopLarge,Terran_FlameLoopLarge=10852
Sound/Name/Terran_FlameLoopMedium,Terran_FlameLoopMedium=10853
Sound/Name/Terran_FlameLoopSmall,Terran_FlameLoopSmall=10854
Sound/Name/Terran_MultipleBulletAttackImpact,Terran_MultipleBulletAttackImpact=10855
Sound/Name/Terran_PreExplosionSmall,Terran_PreExplosionSmall=10856
Sound/Name/Terran_SingleBulletAttackImpact,Terran_SingleBulletAttackImpact=10857
Sound/Name/Terran_Veterancy,Terran_Veterancy=10858
Sound/Name/TestMusicMain,TestMusicMain=10859
Sound/Name/TestSyncPoints1,TestSyncPoints1=10860
Sound/Name/TestSyncPoints2,TestSyncPoints2=10861
Sound/Name/ThorWreckage_What,ThorWreckage_What=10862
Sound/Name/Thor_250mmCannonAttackImpact,Thor_250mmCannonAttackImpact=10863
Sound/Name/Thor_250mmCannonMorph,Thor_250mmCannonMorph=10864
Sound/Name/Thor_250mmCannonUnMorph,Thor_250mmCannonUnMorph=10865
Sound/Name/Thor_AntiAirAttackImpact,Thor_AntiAirAttackImpact=10866
Sound/Name/Thor_AntiAirAttackLaunch,Thor_AntiAirAttackLaunch=10867
Sound/Name/Thor_Attack,Thor_Attack=10868
Sound/Name/Thor_Attack_NP,Thor_Attack_NP=10869
Sound/Name/Thor_Build,Thor_Build=10870
Sound/Name/Thor_Death,Thor_Death=10871
Sound/Name/Thor_Death_NP,Thor_Death_NP=10872
Sound/Name/Thor_Explode,Thor_Explode=10873
Sound/Name/Thor_HandGunAttackImpact,Thor_HandGunAttackImpact=10874
Sound/Name/Thor_HandGunAttackLaunch,Thor_HandGunAttackLaunch=10875
Sound/Name/Thor_Help,=10876
Sound/Name/Thor_Movement,Thor_Movement=10877
Sound/Name/Thor_NeuralParasiteAttack,Thor_NeuralParasiteAttack=10878
Sound/Name/Thor_NeuralParasiteDeath,Thor_NeuralParasiteDeath=10879
Sound/Name/Thor_NeuralParasiteReady,Thor_NeuralParasiteReady=10880
Sound/Name/Thor_NeuralParasiteWhat,Thor_NeuralParasiteWhat=10881
Sound/Name/Thor_Pissed,Thor_Pissed=10882
Sound/Name/Thor_Ready,Thor_Ready=10883
Sound/Name/Thor_Ready_NP,Thor_Ready_NP=10884
Sound/Name/Thor_Repaired,Thor_Repaired=10885
Sound/Name/Thor_What,Thor_What=10886
Sound/Name/Thor_What_NP,Thor_What_NP=10887
Sound/Name/Thor_Yes,Thor_Yes=10888
Sound/Name/TutorialAdjutant00001,TutorialAdjutant00001=10889
Sound/Name/TutorialAdjutant00002,TutorialAdjutant00002=10890
Sound/Name/TutorialAdjutant00003,TutorialAdjutant00003=10891
Sound/Name/TutorialAdjutant00004,TutorialAdjutant00004=10892
Sound/Name/TutorialAdjutant00005,TutorialAdjutant00005=10893
Sound/Name/TutorialAdjutant00006,TutorialAdjutant00006=10894
Sound/Name/TutorialAdjutant00007,TutorialAdjutant00007=10895
Sound/Name/TutorialAdjutant00008,TutorialAdjutant00008=10896
Sound/Name/TutorialAdjutant00009,TutorialAdjutant00009=10897
Sound/Name/TutorialAdjutant00010,TutorialAdjutant00010=10898
Sound/Name/TutorialAdjutant00011,TutorialAdjutant00011=10899
Sound/Name/TutorialAdjutant00012,TutorialAdjutant00012=10900
Sound/Name/TutorialAdjutant00013,TutorialAdjutant00013=10901
Sound/Name/TutorialAdjutant00014,TutorialAdjutant00014=10902
Sound/Name/TutorialAdjutant00015,TutorialAdjutant00015=10903
Sound/Name/TutorialAdjutant00016,TutorialAdjutant00016=10904
Sound/Name/TutorialAdjutant00017,TutorialAdjutant00017=10905
Sound/Name/TutorialAdjutant00018,TutorialAdjutant00018=10906
Sound/Name/TutorialAdjutant00019,TutorialAdjutant00019=10907
Sound/Name/TutorialAdjutant00020,TutorialAdjutant00020=10908
Sound/Name/TutorialAdjutant00021,TutorialAdjutant00021=10909
Sound/Name/TutorialAdjutant00022,TutorialAdjutant00022=10910
Sound/Name/TutorialAdjutant00023,TutorialAdjutant00023=10911
Sound/Name/TutorialAdjutant00024,TutorialAdjutant00024=10912
Sound/Name/TutorialAdjutant00025,TutorialAdjutant00025=10913
Sound/Name/TutorialAdjutant00026,TutorialAdjutant00026=10914
Sound/Name/TutorialAdjutant00027,TutorialAdjutant00027=10915
Sound/Name/TutorialAdjutant00028,TutorialAdjutant00028=10916
Sound/Name/TutorialAdjutant00029,TutorialAdjutant00029=10917
Sound/Name/TutorialAdjutant00030,TutorialAdjutant00030=10918
Sound/Name/TutorialAdjutant00031,TutorialAdjutant00031=10919
Sound/Name/TutorialAdjutant00032,TutorialAdjutant00032=10920
Sound/Name/TutorialAdjutant00033,TutorialAdjutant00033=10921
Sound/Name/TutorialAdjutant00034,TutorialAdjutant00034=10922
Sound/Name/TutorialAdjutant00035,TutorialAdjutant00035=10923
Sound/Name/TutorialAdjutant00036,TutorialAdjutant00036=10924
Sound/Name/TutorialAdjutant00037,TutorialAdjutant00037=10925
Sound/Name/TutorialAdjutant00038,TutorialAdjutant00038=10926
Sound/Name/TutorialAdjutant00039,TutorialAdjutant00039=10927
Sound/Name/TutorialAdjutant00040,TutorialAdjutant00040=10928
Sound/Name/TutorialAdjutant00041,TutorialAdjutant00041=10929
Sound/Name/TutorialAdjutant00042,TutorialAdjutant00042=10930
Sound/Name/TutorialAdjutant00043,TutorialAdjutant00043=10931
Sound/Name/TutorialAdjutant00044,TutorialAdjutant00044=10932
Sound/Name/TutorialAdjutant00045,TutorialAdjutant00045=10933
Sound/Name/TutorialAdjutant00046,TutorialAdjutant00046=10934
Sound/Name/TutorialAdjutant00047,TutorialAdjutant00047=10935
Sound/Name/TutorialAdjutant00048,TutorialAdjutant00048=10936
Sound/Name/TutorialAdjutant00049,TutorialAdjutant00049=10937
Sound/Name/TutorialAdjutant00050,TutorialAdjutant00050=10938
Sound/Name/TutorialAdjutant00051,TutorialAdjutant00051=10939
Sound/Name/TutorialAdjutant00052,TutorialAdjutant00052=10940
Sound/Name/TutorialAdjutant00053,TutorialAdjutant00053=10941
Sound/Name/TutorialAdjutant00054,TutorialAdjutant00054=10942
Sound/Name/TutorialAdjutant00055,TutorialAdjutant00055=10943
Sound/Name/TutorialAdjutant00056,TutorialAdjutant00056=10944
Sound/Name/TutorialAdjutant00057,TutorialAdjutant00057=10945
Sound/Name/TutorialAdjutant00058,TutorialAdjutant00058=10946
Sound/Name/TutorialAdjutant00059,TutorialAdjutant00059=10947
Sound/Name/TutorialAdjutant00060,TutorialAdjutant00060=10948
Sound/Name/TutorialAdjutant00061,TutorialAdjutant00061=10949
Sound/Name/TutorialAdjutant00062,TutorialAdjutant00062=10950
Sound/Name/TutorialAdjutant00063,TutorialAdjutant00063=10951
Sound/Name/TutorialAdjutant00064,TutorialAdjutant00064=10952
Sound/Name/TutorialAdjutant00065,TutorialAdjutant00065=10953
Sound/Name/TutorialAdjutant00066,TutorialAdjutant00066=10954
Sound/Name/TutorialAdjutant00067,TutorialAdjutant00067=10955
Sound/Name/TutorialAdjutant00068,TutorialAdjutant00068=10956
Sound/Name/TutorialAdjutant00069,TutorialAdjutant00069=10957
Sound/Name/TutorialAdjutant00070,TutorialAdjutant00070=10958
Sound/Name/TutorialAdjutant00071,TutorialAdjutant00071=10959
Sound/Name/TutorialAdjutant00072,TutorialAdjutant00072=10960
Sound/Name/TutorialAdjutant00073,TutorialAdjutant00073=10961
Sound/Name/TutorialAdjutant00074,TutorialAdjutant00074=10962
Sound/Name/TutorialAdjutant00075,TutorialAdjutant00075=10963
Sound/Name/TutorialAdjutant00076,TutorialAdjutant00076=10964
Sound/Name/TutorialAdjutant00077,TutorialAdjutant00077=10965
Sound/Name/TutorialAdjutant00078,TutorialAdjutant00078=10966
Sound/Name/TutorialAdjutant00079,TutorialAdjutant00079=10967
Sound/Name/TutorialAdjutant00080,TutorialAdjutant00080=10968
Sound/Name/TutorialAdjutant00081,TutorialAdjutant00081=10969
Sound/Name/TutorialAdjutant00082,TutorialAdjutant00082=10970
Sound/Name/TutorialAdjutant00083,TutorialAdjutant00083=10971
Sound/Name/TutorialAdjutant00084,TutorialAdjutant00084=10972
Sound/Name/TutorialAdjutant00085,TutorialAdjutant00085=10973
Sound/Name/TutorialAdjutant00086,TutorialAdjutant00086=10974
Sound/Name/TutorialAdjutant00087,TutorialAdjutant00087=10975
Sound/Name/TutorialAdjutant00088,TutorialAdjutant00088=10976
Sound/Name/TutorialAdjutant00089,TutorialAdjutant00089=10977
Sound/Name/TutorialAdjutant00090,TutorialAdjutant00090=10978
Sound/Name/TutorialAdjutant00091,TutorialAdjutant00091=10979
Sound/Name/TutorialAdjutant00092,TutorialAdjutant00092=10980
Sound/Name/TutorialAdjutant00093,TutorialAdjutant00093=10981
Sound/Name/TutorialAdjutant00094,TutorialAdjutant00094=10982
Sound/Name/TutorialAdjutant00095,TutorialAdjutant00095=10983
Sound/Name/TutorialAdjutant00096,TutorialAdjutant00096=10984
Sound/Name/TutorialAdjutant00097,TutorialAdjutant00097=10985
Sound/Name/TutorialAdjutant00098,TutorialAdjutant00098=10986
Sound/Name/TutorialAdjutant00099,TutorialAdjutant00099=10987
Sound/Name/TutorialAdjutant00100,TutorialAdjutant00100=10988
Sound/Name/TutorialAdjutant00101,TutorialAdjutant00101=10989
Sound/Name/TutorialAdjutant00102,TutorialAdjutant00102=10990
Sound/Name/TutorialAdjutant00103,TutorialAdjutant00103=10991
Sound/Name/TutorialAdjutant00104,TutorialAdjutant00104=10992
Sound/Name/TutorialAdjutant00105,TutorialAdjutant00105=10993
Sound/Name/TutorialAdjutant00106,TutorialAdjutant00106=10994
Sound/Name/TutorialAdjutant00107,TutorialAdjutant00107=10995
Sound/Name/TutorialAdjutant00119,TutorialAdjutant00119=10996
Sound/Name/TutorialAdjutant00120,TutorialAdjutant00120=10997
Sound/Name/TutorialAdjutant00121,TutorialAdjutant00121=10998
Sound/Name/TutorialAdjutant00122,TutorialAdjutant00122=10999
Sound/Name/TutorialAdjutant00123,TutorialAdjutant00123=11000
Sound/Name/TutorialAdjutant00124,TutorialAdjutant00124=11001
Sound/Name/TutorialAdjutant00125,TutorialAdjutant00125=11002
Sound/Name/TutorialAdjutant00126,TutorialAdjutant00126=11003
Sound/Name/TutorialAdjutant00127,TutorialAdjutant00127=11004
Sound/Name/TutorialAdjutant00128,TutorialAdjutant00128=11005
Sound/Name/TutorialAdjutant00139,TutorialAdjutant00139=11006
Sound/Name/TutorialAdjutant00144,TutorialAdjutant00144=11007
Sound/Name/TutorialAdjutant00145,TutorialAdjutant00145=11008
Sound/Name/TutorialAdjutant00146,TutorialAdjutant00146=11009
Sound/Name/TutorialAdjutant00147,TutorialAdjutant00147=11010
Sound/Name/TutorialAdjutant00148,TutorialAdjutant00148=11011
Sound/Name/TutorialAdjutant00149,TutorialAdjutant00149=11012
Sound/Name/TutorialAdjutant00150,TutorialAdjutant00150=11013
Sound/Name/TutorialAdjutant00161,TutorialAdjutant00161=11014
Sound/Name/TutorialAdjutant00162,TutorialAdjutant00162=11015
Sound/Name/TutorialAdjutant00165,TutorialAdjutant00165=11016
Sound/Name/TutorialAdjutant00166,TutorialAdjutant00166=11017
Sound/Name/TutorialAdjutant00167,TutorialAdjutant00167=11018
Sound/Name/TutorialAdjutant00168,TutorialAdjutant00168=11019
Sound/Name/TutorialAdjutant00169,TutorialAdjutant00169=11020
Sound/Name/TutorialAdjutant00170,TutorialAdjutant00170=11021
Sound/Name/TutorialAdjutant00171,TutorialAdjutant00171=11022
Sound/Name/TutorialAdjutant00172,TutorialAdjutant00172=11023
Sound/Name/TutorialAdjutant00173,TutorialAdjutant00173=11024
Sound/Name/TutorialAdjutant00174,TutorialAdjutant00174=11025
Sound/Name/TutorialAdjutant00175,TutorialAdjutant00175=11026
Sound/Name/TutorialAdjutant00176,TutorialAdjutant00176=11027
Sound/Name/TutorialAdjutant00177,TutorialAdjutant00177=11028
Sound/Name/TutorialAdjutant00178,TutorialAdjutant00178=11029
Sound/Name/TutorialAdjutant00179,TutorialAdjutant00179=11030
Sound/Name/TutorialAdjutant00180,TutorialAdjutant00180=11031
Sound/Name/TutorialAdjutant00181,TutorialAdjutant00181=11032
Sound/Name/TutorialAdjutant00182,TutorialAdjutant00182=11033
Sound/Name/TutorialAdjutant00183,TutorialAdjutant00183=11034
Sound/Name/TutorialAdjutant00187,TutorialAdjutant00187=11035
Sound/Name/TutorialAdjutant00191,TutorialAdjutant00191=11036
Sound/Name/TutorialAdjutant00192,TutorialAdjutant00192=11037
Sound/Name/TutorialAdjutant00193,TutorialAdjutant00193=11038
Sound/Name/TutorialAdjutant00194,TutorialAdjutant00194=11039
Sound/Name/TutorialAdjutant00197,TutorialAdjutant00197=11040
Sound/Name/TutorialAdjutant00199,TutorialAdjutant00199=11041
Sound/Name/TutorialAdjutant00203,TutorialAdjutant00203=11042
Sound/Name/TutorialAdjutant00204,TutorialAdjutant00204=11043
Sound/Name/TutorialAdjutant00205,TutorialAdjutant00205=11044
Sound/Name/TutorialAdjutant00207,TutorialAdjutant00207=11045
Sound/Name/TutorialAdjutant00208,TutorialAdjutant00208=11046
Sound/Name/TutorialAdjutant00209,TutorialAdjutant00209=11047
Sound/Name/TutorialAdjutant00210,TutorialAdjutant00210=11048
Sound/Name/TutorialAdjutant00211,TutorialAdjutant00211=11049
Sound/Name/TutorialExecutor00078,TutorialExecutor00078=11050
Sound/Name/TutorialExecutor00079,TutorialExecutor00079=11051
Sound/Name/TutorialExecutor00080,TutorialExecutor00080=11052
Sound/Name/TutorialExecutor00081,TutorialExecutor00081=11053
Sound/Name/TutorialExecutor00082,TutorialExecutor00082=11054
Sound/Name/TutorialExecutor00083,TutorialExecutor00083=11055
Sound/Name/TutorialExecutor00140,TutorialExecutor00140=11056
Sound/Name/TutorialExecutor00141,TutorialExecutor00141=11057
Sound/Name/TutorialExecutor00142,TutorialExecutor00142=11058
Sound/Name/TutorialExecutor00143,TutorialExecutor00143=11059
Sound/Name/TutorialExecutor00151,TutorialExecutor00151=11060
Sound/Name/TutorialExecutor00152,TutorialExecutor00152=11061
Sound/Name/TutorialExecutor00153,TutorialExecutor00153=11062
Sound/Name/TutorialExecutor00154,TutorialExecutor00154=11063
Sound/Name/TutorialExecutor00155,TutorialExecutor00155=11064
Sound/Name/TutorialExecutor00156,TutorialExecutor00156=11065
Sound/Name/TutorialExecutor00157,TutorialExecutor00157=11066
Sound/Name/TutorialExecutor00158,TutorialExecutor00158=11067
Sound/Name/TutorialExecutor00159,TutorialExecutor00159=11068
Sound/Name/TutorialExecutor00160,TutorialExecutor00160=11069
Sound/Name/TutorialExecutor00184,TutorialExecutor00184=11070
Sound/Name/TutorialExecutor00185,TutorialExecutor00185=11071
Sound/Name/TutorialExecutor00186,TutorialExecutor00186=11072
Sound/Name/TutorialExecutor00188,TutorialExecutor00188=11073
Sound/Name/TutorialExecutor00189,TutorialExecutor00189=11074
Sound/Name/TutorialExecutor00190,TutorialExecutor00190=11075
Sound/Name/TutorialMovieTemplate,TutorialMovieTemplate=11076
Sound/Name/TutorialQueen00060,TutorialQueen00060=11077
Sound/Name/TutorialQueen00068,TutorialQueen00068=11078
Sound/Name/TutorialQueen00069,TutorialQueen00069=11079
Sound/Name/TutorialQueen00070,TutorialQueen00070=11080
Sound/Name/TutorialQueen00071,TutorialQueen00071=11081
Sound/Name/TutorialQueen00072,TutorialQueen00072=11082
Sound/Name/TutorialQueen00073,TutorialQueen00073=11083
Sound/Name/TutorialQueen00074,TutorialQueen00074=11084
Sound/Name/TutorialQueen00088,TutorialQueen00088=11085
Sound/Name/TutorialQueen00089,TutorialQueen00089=11086
Sound/Name/TutorialQueen00090,TutorialQueen00090=11087
Sound/Name/TutorialQueen00108,TutorialQueen00108=11088
Sound/Name/TutorialQueen00109,TutorialQueen00109=11089
Sound/Name/TutorialQueen00110,TutorialQueen00110=11090
Sound/Name/TutorialQueen00111,TutorialQueen00111=11091
Sound/Name/TutorialQueen00112,TutorialQueen00112=11092
Sound/Name/TutorialQueen00113,TutorialQueen00113=11093
Sound/Name/TutorialQueen00114,TutorialQueen00114=11094
Sound/Name/TutorialQueen00115,TutorialQueen00115=11095
Sound/Name/TutorialQueen00116,TutorialQueen00116=11096
Sound/Name/TutorialQueen00117,TutorialQueen00117=11097
Sound/Name/TutorialQueen00118,TutorialQueen00118=11098
Sound/Name/TutorialQueen00129,TutorialQueen00129=11099
Sound/Name/TutorialQueen00130,TutorialQueen00130=11100
Sound/Name/TutorialQueen00131,TutorialQueen00131=11101
Sound/Name/TutorialQueen00132,TutorialQueen00132=11102
Sound/Name/TutorialQueen00133,TutorialQueen00133=11103
Sound/Name/TutorialQueen00134,TutorialQueen00134=11104
Sound/Name/TutorialQueen00135,TutorialQueen00135=11105
Sound/Name/TutorialQueen00136,TutorialQueen00136=11106
Sound/Name/TutorialQueen00137,TutorialQueen00137=11107
Sound/Name/TutorialQueen00138,TutorialQueen00138=11108
Sound/Name/TutorialQueen00163,TutorialQueen00163=11109
Sound/Name/TutorialQueen00164,TutorialQueen00164=11110
Sound/Name/TutorialQueen00195,TutorialQueen00195=11111
Sound/Name/TutorialQueen00196,TutorialQueen00196=11112
Sound/Name/TutorialQueen00198,TutorialQueen00198=11113
Sound/Name/TutorialQueen00200,TutorialQueen00200=11114
Sound/Name/TutorialQueen00201,TutorialQueen00201=11115
Sound/Name/TutorialQueen00202,TutorialQueen00202=11116
Sound/Name/TutorialQueen00206,TutorialQueen00206=11117
Sound/Name/Tutorial_Adjutant_211,Tutorial_Adjutant_211=11118
Sound/Name/TwilightArchon_Death,TwilightArchon_Death=11119
Sound/Name/TwilightArchon_Pissed,TwilightArchon_Pissed=11120
Sound/Name/TwilightArchon_Ready,TwilightArchon_Ready=11121
Sound/Name/TwilightArchon_What,TwilightArchon_What=11122
Sound/Name/TwilightArchon_Yes,TwilightArchon_Yes=11123
Sound/Name/TwilightCouncil_Explode,TwilightCouncil_Explode=11124
Sound/Name/TwilightCouncil_Ready,TwilightCouncil_Ready=11125
Sound/Name/TwilightCouncil_What,TwilightCouncil_What=11126
Sound/Name/TychusTossGrenadeImpact,TychusTossGrenadeImpact=11127
Sound/Name/UI_AC_Artanis_AllyReady,=11128
Sound/Name/UI_AC_Artanis_Birth,=11129
Sound/Name/UI_AC_Artanis_Ready,=11130
Sound/Name/UI_AC_Artanis_ReadyArmDown,=11131
Sound/Name/UI_AC_Artanis_ReadyArmRaise,=11132
Sound/Name/UI_AC_Artanis_ReadyFistPumps,=11133
Sound/Name/UI_AC_Karax_AllyReadyNod1,=11134
Sound/Name/UI_AC_Karax_ArmSpinner_loop,=11135
Sound/Name/UI_AC_Karax_Birth,=11136
Sound/Name/UI_AC_Karax_Ready,=11137
Sound/Name/UI_AC_Kerrigan_AllyReady,=11138
Sound/Name/UI_AC_Kerrigan_Birth,=11139
Sound/Name/UI_AC_Kerrigan_Ready,=11140
Sound/Name/UI_AC_Kerrigan_ReadyVox,=11141
Sound/Name/UI_AC_Raynor_AllyReady,=11142
Sound/Name/UI_AC_Raynor_Birth,=11143
Sound/Name/UI_AC_Raynor_Ready,=11144
Sound/Name/UI_AC_Swann_AllyReady,=11145
Sound/Name/UI_AC_Swann_Birth,=11146
Sound/Name/UI_AC_Swann_Ready,=11147
Sound/Name/UI_AC_Vorazun_AllyReady,=11148
Sound/Name/UI_AC_Vorazun_Birth,=11149
Sound/Name/UI_AC_Vorazun_Ready,=11150
Sound/Name/UI_AC_Zagara_AllyReady,=11151
Sound/Name/UI_AC_Zagara_Birth,=11152
Sound/Name/UI_AC_Zagara_Ready,=11153
Sound/Name/UI_AIComm_MiniMapArrow,UI_AIComm_MiniMapArrow=11154
Sound/Name/UI_AI_Com_MiniMapPing,UI_AIComm_MiniMapPing=11155
Sound/Name/UI_Achievement,UI_Achievement=11156
Sound/Name/UI_ActionButtonSelect,UI_ActionButtonSelect=11157
Sound/Name/UI_AllianceTab,UI_AllianceTab=11158
Sound/Name/UI_AllianceTabCheckBox,UI_AllianceTabCheckBox=11159
Sound/Name/UI_ArcadeSelect,UI_ArcadeSelect=11160
Sound/Name/UI_Archive_Birth,=11161
Sound/Name/UI_BNet_Achievement,UI_BNet_Achievement=11162
Sound/Name/UI_BNet_ProgressionCounter_Loop1,=11163
Sound/Name/UI_BNet_Promote,=11164
Sound/Name/UI_BeaconProtossDeath,UI_BeaconProtossDeath=11165
Sound/Name/UI_BeaconTerranDeath,UI_BeaconTerranDeath=11166
Sound/Name/UI_BeaconZergDeath,UI_BeaconZergDeath=11167
Sound/Name/UI_BnetChangeChat,UI=11168
Sound/Name/UI_BnetClick,UI_BnetClick=11169
Sound/Name/UI_BnetCloseWindow,UI_BnetCloseWindow=11170
Sound/Name/UI_BnetCountdown,UI_BnetCountdown=11171
Sound/Name/UI_BnetCountdown321,UI_BnetCountdown321=11172
Sound/Name/UI_BnetCountdownBeep,UI_BnetCountdownBeep=11173
Sound/Name/UI_BnetCountdownLoop,UI_BnetCountdownLoop=11174
Sound/Name/UI_BnetDefaultClick,UI_BnetDefaultClick=11175
Sound/Name/UI_BnetDockMessage,UI_BnetDockMessage=11176
Sound/Name/UI_BnetDownloadContentOpen,UI_BnetDownloadContentOpen=11177
Sound/Name/UI_BnetDropdownClose,UI_BnetDropdownClose=11178
Sound/Name/UI_BnetDropdownOpen,UI_BnetDropdownOpen=11179
Sound/Name/UI_BnetError,UI_BnetError=11180
Sound/Name/UI_BnetExperienceCounter,UI_BnetExperienceCounter=11181
Sound/Name/UI_BnetGameFound,UI_BnetGameFound=11182
Sound/Name/UI_BnetIntroAnimation,UI_BnetIntroAnimation=11183
Sound/Name/UI_BnetJoinChat,UI_BnetJoinChat=11184
Sound/Name/UI_BnetLeaveChat,UI_BnetLeaveChat=11185
Sound/Name/UI_BnetLevelUp,UI_BnetLevelUp=11186
Sound/Name/UI_BnetLevelUpFadeOut,UI_BnetLevelUpFadeOut=11187
Sound/Name/UI_BnetLevelUpStinger_Protoss,UI_BnetLevelUpStinger_Protoss=11188
Sound/Name/UI_BnetLevelUpStinger_Terran,UI_BnetLevelUpStinger_Terran=11189
Sound/Name/UI_BnetLevelUpStinger_Zerg,UI_BnetLevelUpStinger_Zerg=11190
Sound/Name/UI_BnetPanelTransition,UI_BnetPanelTransition=11191
Sound/Name/UI_BnetSearchClose,UI_BnetSearchClose=11192
Sound/Name/UI_BnetSearchLoop,UI_BnetSearchLoop=11193
Sound/Name/UI_BnetSearchOpen,UI_BnetSearchOpen=11194
Sound/Name/UI_BnetSearchTransition,UI_BnetSearchTransition=11195
Sound/Name/UI_BnetSelect01,UI_BnetSelect01 (button action positive)=11196
Sound/Name/UI_BnetSelect02,UI_BnetSelect02 (Nav buttons)=11197
Sound/Name/UI_BnetSelect03,UI_BnetSelect03 (dropdown list select)=11198
Sound/Name/UI_BnetSelectNegative,UI_BnetSelectNegative=11199
Sound/Name/UI_BnetToast,UI_BnetToast=11200
Sound/Name/UI_BnetWindowOpen,UI_BnetWindowOpen=11201
Sound/Name/UI_Bnet_GameModeBig,UI_Bnet_GameModeBig=11202
Sound/Name/UI_Bnet_MatchCountdown1,UI_Bnet_MatchCountdown1=11203
Sound/Name/UI_Bnet_MatchCountdown2,UI_Bnet_MatchCountdown2=11204
Sound/Name/UI_Bnet_MatchCountdown3,UI_Bnet_MatchCountdown3=11205
Sound/Name/UI_Bnet_MatchCountdownGo,UI_Bnet_MatchCountdownGo=11206
Sound/Name/UI_Bnet_PopUpNewUserHelp,UI_Bnet_PopUpNewUserHelp=11207
Sound/Name/UI_Bnet_PopUpNewUserHelp_Alt,UI_Bnet_PopUpNewUserHelp_Alt=11208
Sound/Name/UI_Bnet_PopUpPartyJoin,UI_Bnet_PopUpPartyJoin=11209
Sound/Name/UI_Bnet_PopUpPartyJoin_Alt,UI_Bnet_PopUpPartyJoin_Alt=11210
Sound/Name/UI_Bnet_PopUpPartyLeave,UI_Bnet_PopUpPartyLeave=11211
Sound/Name/UI_Bnet_PopUp_Generic,UI_Bnet_PopUp_Generic=11212
Sound/Name/UI_Bnet_ScorescreenWipes,UI_Bnet_ScorescreenWipes=11213
Sound/Name/UI_BriefingUnitSelect,UI_BriefingUnitSelect=11214
Sound/Name/UI_CampaignHintNotify,UI_CampaignHintNotify=11215
Sound/Name/UI_CampaignNPCSelect,UI_CampaignNPCSelect=11216
Sound/Name/UI_CampaignSelection_ButtonClick01,=11217
Sound/Name/UI_CampaignSelection_MouseOver01,=11218
Sound/Name/UI_ChallengeCountdown,UI_ChallengeCountdown=11219
Sound/Name/UI_ChatMessageReceived,UI_ChatMessageReceived=11220
Sound/Name/UI_CheckboxSelect,UI_CheckboxSelect=11221
Sound/Name/UI_CommandCardButtonSelect,UI_CommandCardButtonSelect=11222
Sound/Name/UI_ConsoleIn_Prot,UI_ConsoleIn_Prot=11223
Sound/Name/UI_ConsoleIn_Terr,UI_ConsoleIn_Terr=11224
Sound/Name/UI_ConsoleIn_Zerg,UI_ConsoleIn_Zerg=11225
Sound/Name/UI_ConsoleOut_Prot,UI_ConsoleOut_Prot=11226
Sound/Name/UI_ConsoleOut_Terr,UI_ConsoleOut_Terr=11227
Sound/Name/UI_ConsoleOut_Zerg,UI_ConsoleOut_Zerg=11228
Sound/Name/UI_ControlGroupButtonSelect,UI_ControlGroupButtonSelect=11229
Sound/Name/UI_DoorMenu_ListSelect,UI_DoorMenu_ListSelect=11230
Sound/Name/UI_DoorMenu_Popup,UI_DoorMenu_Popup=11231
Sound/Name/UI_DropdownClose,UI_DropdownClose=11232
Sound/Name/UI_DropdownListSelect,UI_DropdownListSelect=11233
Sound/Name/UI_DropdownSelect,UI_DropdownSelect=11234
Sound/Name/UI_FileSelectionSelect,UI_FileSelectionSelect=11235
Sound/Name/UI_GenericButton,UI_GenericButton=11236
Sound/Name/UI_GenericError,UI_GenericError=11237
Sound/Name/UI_GenericTransitionEnter_Normal,UI_GenericTransitionEnter_Normal=11238
Sound/Name/UI_GenericTransitionExit_Normal,UI_GenericTransitionExit_Normal=11239
Sound/Name/UI_GenericTransition_Quick,UI_GenericTransition_Quick=11240
Sound/Name/UI_Horner05sTerminalButton,UI_Horner05sTerminalButton=11241
Sound/Name/UI_IdleWorkerNotify,UI_IdleWorkerNotify=11242
Sound/Name/UI_IdleWorkerSelect,UI_IdleWorkerSelect=11243
