Button/Hotkey/Taunt,T=0
Button/Hotkey/ProtossGroundWeaponsLevel1_USD,G=1640
Button/Hotkey/ProtossGroundWeaponsLevel1_USDL,G=1641
Button/Hotkey/ProtossGroundWeaponsLevel2,G=1642
Button/Hotkey/ProtossGroundWeaponsLevel2_SC1,W=1643
Button/Hotkey/ProtossGroundWeaponsLevel2_USD,G=1644
Button/Hotkey/ProtossGroundWeaponsLevel2_USDL,G=1645
Button/Hotkey/ProtossGroundWeaponsLevel3,G=1646
Button/Hotkey/ProtossGroundWeaponsLevel3_SC1,W=1647
Button/Hotkey/ProtossGroundWeaponsLevel3_USD,G=1648
Button/Hotkey/ProtossGroundWeaponsLevel3_USDL,G=1649
Button/Hotkey/ProtossShieldsLevel1,S=1650
Button/Hotkey/ProtossShieldsLevel1_USD,S=1651
Button/Hotkey/ProtossShieldsLevel1_USDL,S=1652
Button/Hotkey/ProtossShieldsLevel2,S=1653
Button/Hotkey/ProtossShieldsLevel2_USD,S=1654
Button/Hotkey/ProtossShieldsLevel2_USDL,S=1655
Button/Hotkey/ProtossShieldsLevel3,S=1656
Button/Hotkey/ProtossShieldsLevel3_USD,S=1657
Button/Hotkey/ProtossShieldsLevel3_USDL,S=1658
Button/Hotkey/PsiStorm,T=1659
Button/Hotkey/PsiStorm_NRS,I=1660
Button/Hotkey/PsiStorm_USD,T=1661
Button/Hotkey/PsiStorm_USDL,I=1662
Button/Hotkey/Pylon,E=1663
Button/Hotkey/Pylon_NRS,P=1664
Button/Hotkey/Pylon_SC1,P=1665
Button/Hotkey/Pylon_USD,E=1666
Button/Hotkey/Pylon_USDL,P=1667
Button/Hotkey/Queen,Q=1668
Button/Hotkey/Queen_NRS,U=1669
Button/Hotkey/Queen_SC1,E=1670
Button/Hotkey/Queen_USD,Q=1671
Button/Hotkey/Queen_USDL,U=1672
Button/Hotkey/Raise,R=1673
Button/Hotkey/Raise_NRS,O=1674
Button/Hotkey/Raise_USD,R=1675
Button/Hotkey/Raise_USDL,O=1676
Button/Hotkey/Rally,Y=1677
Button/Hotkey/RallyEgg,G=1678
Button/Hotkey/RallyEgg_SC1,W=1679
Button/Hotkey/RallyEgg_USD,G=1680
Button/Hotkey/RallyEgg_USDL,G=1681
Button/Hotkey/Rally_SC1,R=1682
Button/Hotkey/Rally_USD,Y=1683
Button/Hotkey/Rally_USDL,Y=1684
Button/Hotkey/Raven,R=1685
Button/Hotkey/Raven_NRS,V=1686
Button/Hotkey/Raven_SC1,V=1687
Button/Hotkey/Raven_USD,R=1688
Button/Hotkey/Raven_USDL,V=1689
Button/Hotkey/Reactor,C=1690
Button/Hotkey/Reactor_NRS,SemiColon=1691
Button/Hotkey/Reactor_SC1,X=1692
Button/Hotkey/Reactor_USD,C=1693
Button/Hotkey/Reactor_USDL,SemiColon=1694
Button/Hotkey/Reaper,R=1695
Button/Hotkey/ReaperSpeed,N=1696
Button/Hotkey/ReaperSpeed_USD,N=1697
Button/Hotkey/ReaperSpeed_USDL,N=1698
Button/Hotkey/Reaper_NRS,P=1699
Button/Hotkey/Reaper_SC1,E=1700
Button/Hotkey/Reaper_USD,R=1701
Button/Hotkey/Reaper_USDL,P=1702
Button/Hotkey/Refinery,R=1703
Button/Hotkey/Refinery_NRS,I=1704
Button/Hotkey/Refinery_USD,R=1705
Button/Hotkey/Refinery_USDL,I=1706
Button/Hotkey/Repair,R=1707
Button/Hotkey/Repair_NRS,I=1708
Button/Hotkey/Repair_USD,R=1709
Button/Hotkey/Repair_USDL,I=1710
Button/Hotkey/ResearchBansheeCloak,C=1711
Button/Hotkey/ResearchBansheeCloak_NRS,L=1712
Button/Hotkey/ResearchBansheeCloak_USD,C=1713
Button/Hotkey/ResearchBansheeCloak_USDL,L=1714
Button/Hotkey/ResearchBattlecruiserEnergyUpgrade,B=1715
Button/Hotkey/ResearchBattlecruiserEnergyUpgrade_SC1,C=1716
Button/Hotkey/ResearchBattlecruiserEnergyUpgrade_USD,B=1717
Button/Hotkey/ResearchBattlecruiserEnergyUpgrade_USDL,B=1718
Button/Hotkey/ResearchBattlecruiserSpecializations,R=1719
Button/Hotkey/ResearchBattlecruiserSpecializations_SC1,Y=1720
Button/Hotkey/ResearchBattlecruiserSpecializations_USD,R=1721
Button/Hotkey/ResearchBattlecruiserSpecializations_USDL,R=1722
Button/Hotkey/ResearchBurrow,B=1723
Button/Hotkey/ResearchBurrow_USD,B=1724
Button/Hotkey/ResearchBurrow_USDL,B=1725
Button/Hotkey/ResearchCharge,C=1726
Button/Hotkey/ResearchCharge_SC1,L=1727
Button/Hotkey/ResearchCharge_USD,C=1728
Button/Hotkey/ResearchCharge_USDL,C=1729
Button/Hotkey/ResearchDurableMaterials,D=1730
Button/Hotkey/ResearchDurableMaterials_SC1,M=1731
Button/Hotkey/ResearchDurableMaterials_USD,D=1732
Button/Hotkey/ResearchDurableMaterials_USDL,D=1733
Button/Hotkey/ResearchExtendedThermalLance,E=1734
Button/Hotkey/ResearchExtendedThermalLance_NRS,T=1735
Button/Hotkey/ResearchExtendedThermalLance_SC1,T=1736
Button/Hotkey/ResearchExtendedThermalLance_USD,E=1737
Button/Hotkey/ResearchExtendedThermalLance_USDL,T=1738
Button/Hotkey/ResearchGhostEnergyUpgrade,M=1739
Button/Hotkey/ResearchGhostEnergyUpgrade_USD,M=1740
Button/Hotkey/ResearchGhostEnergyUpgrade_USDL,M=1741
Button/Hotkey/ResearchGraviticBooster,B=1742
Button/Hotkey/ResearchGraviticBooster_SC1,G=1743
Button/Hotkey/ResearchGraviticBooster_USD,B=1744
Button/Hotkey/ResearchGraviticBooster_USDL,B=1745
Button/Hotkey/ResearchGraviticDrive,G=1746
Button/Hotkey/ResearchGraviticDrive_SC1,D=1747
Button/Hotkey/ResearchGraviticDrive_USD,G=1748
Button/Hotkey/ResearchGraviticDrive_USDL,G=1749
Button/Hotkey/ResearchHallucination,H=1750
Button/Hotkey/ResearchHallucination_USD,H=1751
Button/Hotkey/ResearchHallucination_USDL,H=1752
Button/Hotkey/ResearchHiSecAutoTracking,H=1753
Button/Hotkey/ResearchHiSecAutoTracking_USD,H=1754
Button/Hotkey/ResearchHiSecAutoTracking_USDL,H=1755
Button/Hotkey/ResearchHighCapacityBarrels,I=1756
Button/Hotkey/ResearchHighCapacityBarrels_USD,I=1757
Button/Hotkey/ResearchHighCapacityBarrels_USDL,I=1758
Button/Hotkey/ResearchHighTemplarEnergyUpgrade,K=1759
Button/Hotkey/ResearchHighTemplarEnergyUpgrade_USD,K=1760
Button/Hotkey/ResearchHighTemplarEnergyUpgrade_USDL,K=1761
Button/Hotkey/ResearchIncreasedRange,Z=1762
Button/Hotkey/ResearchIncreasedRange_USD,Z=1763
Button/Hotkey/ResearchIncreasedRange_USDL,Z=1764
Button/Hotkey/ResearchInterceptorLaunchSpeedUpgrade,G /// G=1765
Button/Hotkey/ResearchInterceptorLaunchSpeedUpgrade_SC1,C=1766
Button/Hotkey/ResearchInterceptorLaunchSpeedUpgrade_USD,G /// G=1767
Button/Hotkey/ResearchInterceptorLaunchSpeedUpgrade_USDL,G /// G=1768
Button/Hotkey/ResearchJotunBoosters,E=1769
Button/Hotkey/ResearchJotunBoosters_USD,E=1770
Button/Hotkey/ResearchJotunBoosters_USDL,E=1771
Button/Hotkey/ResearchMedivacEnergyUpgrade,A=1772
Button/Hotkey/ResearchMedivacEnergyUpgrade_SC1,D=1773
Button/Hotkey/ResearchMedivacEnergyUpgrade_USD,A=1774
Button/Hotkey/ResearchMedivacEnergyUpgrade_USDL,A=1775
Button/Hotkey/ResearchNeosteelFrame,N=1776
Button/Hotkey/ResearchNeosteelFrame_USD,N=1777
Button/Hotkey/ResearchNeosteelFrame_USDL,N=1778
Button/Hotkey/ResearchNeuralParasite,E=1779
Button/Hotkey/ResearchNeuralParasite_NRS,N=1780
Button/Hotkey/ResearchNeuralParasite_USD,E=1781
Button/Hotkey/ResearchNeuralParasite_USDL,N=1782
Button/Hotkey/ResearchPersonalCloaking,C=1783
Button/Hotkey/ResearchPersonalCloaking_NRS,L=1784
Button/Hotkey/ResearchPersonalCloaking_USD,C=1785
Button/Hotkey/ResearchPersonalCloaking_USDL,L=1786
Button/Hotkey/ResearchPsiStorm,T=1787
Button/Hotkey/ResearchPsiStorm_NRS,I=1788
Button/Hotkey/ResearchPsiStorm_SC1,P=1789
Button/Hotkey/ResearchPsiStorm_USD,T=1790
Button/Hotkey/ResearchPsiStorm_USDL,I=1791
Button/Hotkey/ResearchPunisherGrenades,G=1792
Button/Hotkey/ResearchPunisherGrenades_USD,G=1793
Button/Hotkey/ResearchPunisherGrenades_USDL,G=1794
Button/Hotkey/ResearchRavenEnergyUpgrade,T=1795
Button/Hotkey/ResearchRavenEnergyUpgrade_USD,T=1796
Button/Hotkey/ResearchRavenEnergyUpgrade_USDL,T=1797
Button/Hotkey/ResearchSeekerMissile,R=1798
Button/Hotkey/ResearchSeekerMissile_NRS,K=1799
Button/Hotkey/ResearchSeekerMissile_USD,R=1800
Button/Hotkey/ResearchSeekerMissile_USDL,K=1801
Button/Hotkey/ResearchShieldWall,C=1802
Button/Hotkey/ResearchShieldWall_USD,C=1803
Button/Hotkey/ResearchShieldWall_USDL,C=1804
Button/Hotkey/ResearchSiegeTech,S=1805
Button/Hotkey/ResearchSiegeTech_USD,S=1806
Button/Hotkey/ResearchSiegeTech_USDL,S=1807
Button/Hotkey/ResearchStalkerTeleport,B=1808
Button/Hotkey/ResearchStalkerTeleport_USD,B=1809
Button/Hotkey/ResearchStalkerTeleport_USDL,B=1810
Button/Hotkey/ResearchStrikeCannons,C=1811
Button/Hotkey/ResearchStrikeCannons_USD,C=1812
Button/Hotkey/ResearchStrikeCannons_USDL,C=1813
Button/Hotkey/ResearchVoidRaySpeedUpgrade,F=1814
Button/Hotkey/ResearchVoidRaySpeedUpgrade_SC1,G=1815
Button/Hotkey/ResearchVoidRaySpeedUpgrade_USD,F=1816
Button/Hotkey/ResearchVoidRaySpeedUpgrade_USDL,F=1817
Button/Hotkey/ResearchWarpGate,G=1818
Button/Hotkey/ResearchWarpGate_USD,G=1819
Button/Hotkey/ResearchWarpGate_USDL,G=1820
Button/Hotkey/ReturnCargo,C=1821
Button/Hotkey/ReturnCargo_USD,C=1822
Button/Hotkey/ReturnCargo_USDL,C=1823
Button/Hotkey/Roach,R=1824
Button/Hotkey/RoachWarren,R=1825
Button/Hotkey/RoachWarren_NRS,N=1826
Button/Hotkey/RoachWarren_USD,R=1827
Button/Hotkey/RoachWarren_USDL,N=1828
Button/Hotkey/Roach_NRS,K=1829
Button/Hotkey/Roach_USD,R=1830
Button/Hotkey/Roach_USDL,K=1831
Button/Hotkey/RoboticsBay,B=1832
Button/Hotkey/RoboticsBay_USD,B=1833
Button/Hotkey/RoboticsBay_USDL,B=1834
Button/Hotkey/RoboticsFacility,R=1835
Button/Hotkey/RoboticsFacility_NRS,O=1836
Button/Hotkey/RoboticsFacility_USD,R=1837
Button/Hotkey/RoboticsFacility_USDL,O=1838
Button/Hotkey/SCV,S=1839
Button/Hotkey/SCV_NRS,J=1840
Button/Hotkey/SCV_USD,S=1841
Button/Hotkey/SCV_USDL,J=1842
Button/Hotkey/Salvage,V=1843
Button/Hotkey/Salvage_USD,V=1844
Button/Hotkey/Salvage_USDL,V=1845
Button/Hotkey/SapStructure,C=1846
Button/Hotkey/SapStructure_NRS,I=1847
Button/Hotkey/SapStructure_USD,C=1848
Button/Hotkey/SapStructure_USDL,I=1849
Button/Hotkey/Scan,C=1850
Button/Hotkey/Scan_NRS,N=1851
Button/Hotkey/Scan_USD,C=1852
Button/Hotkey/Scan_USDL,N=1853
Button/Hotkey/SelectBuilder,Q=1854
Button/Hotkey/SelectBuilder_NRS,Z=1855
Button/Hotkey/SelectBuilder_SC1,I=1856
Button/Hotkey/SelectBuilder_USD,Q=1857
Button/Hotkey/SelectBuilder_USDL,Z=1858
Button/Hotkey/SensorTower,N=1859
Button/Hotkey/SensorTower_NRS,O=1860
Button/Hotkey/SensorTower_USD,N=1861
Button/Hotkey/SensorTower_USDL,O=1862
Button/Hotkey/Sentry,E=1863
Button/Hotkey/Sentry_NRS,N=1864
Button/Hotkey/Sentry_USD,E=1865
Button/Hotkey/Sentry_USDL,N=1866
Button/Hotkey/SetBunkerRallyPoint,Y=1867
Button/Hotkey/SetBunkerRallyPoint_SC1,R=1868
Button/Hotkey/SetBunkerRallyPoint_USD,Y=1869
Button/Hotkey/SetBunkerRallyPoint_USDL,Y=1870
Button/Hotkey/SetRallyPoint,Y=1871
Button/Hotkey/SetRallyPoint2,Y=1872
Button/Hotkey/SetRallyPoint2_SC1,R=1873
Button/Hotkey/SetRallyPoint2_USD,Y=1874
Button/Hotkey/SetRallyPoint2_USDL,Y=1875
Button/Hotkey/SetRallyPoint_SC1,R=1876
Button/Hotkey/SetRallyPoint_USD,Y=1877
Button/Hotkey/SetRallyPoint_USDL,Y=1878
Button/Hotkey/SiegeMode,E=1879
Button/Hotkey/SiegeMode_NRS,I=1880
Button/Hotkey/SiegeMode_SC1,O=1881
Button/Hotkey/SiegeMode_USD,E=1882
Button/Hotkey/SiegeMode_USDL,I=1883
Button/Hotkey/SiegeTank,S=1884
Button/Hotkey/SiegeTank_NRS,I=1885
Button/Hotkey/SiegeTank_SC1,T=1886
Button/Hotkey/SiegeTank_USD,S=1887
Button/Hotkey/SiegeTank_USDL,I=1888
Button/Hotkey/Siphon,E=1889
Button/Hotkey/Siphon_USD,E=1890
Button/Hotkey/Siphon_USDL,E=1891
Button/Hotkey/Snipe,R=1892
Button/Hotkey/Snipe_NRS,I=1893
Button/Hotkey/Snipe_USD,R=1894
Button/Hotkey/Snipe_USDL,I=1895
Button/Hotkey/SpawnChangeling,C /// C=1896
Button/Hotkey/SpawnChangeling_NRS,N /// N=1897
Button/Hotkey/SpawnChangeling_USD,X /// X=1898
Button/Hotkey/SpawnChangeling_USDL,N /// N=1899
Button/Hotkey/SpawningPool,S=1900
Button/Hotkey/SpawningPool_NRS,P=1901
Button/Hotkey/SpawningPool_USD,S=1902
Button/Hotkey/SpawningPool_USDL,P=1903
Button/Hotkey/SpineCrawler,C=1904
Button/Hotkey/SpineCrawlerRoot,D=1905
Button/Hotkey/SpineCrawlerRoot_NRS,D=1906
Button/Hotkey/SpineCrawlerRoot_SC1,D=1907
Button/Hotkey/SpineCrawlerRoot_USD,D=1908
Button/Hotkey/SpineCrawlerRoot_USDL,D=1909
Button/Hotkey/SpineCrawlerUproot,R=1910
Button/Hotkey/SpineCrawlerUproot_NRS,U=1911
Button/Hotkey/SpineCrawlerUproot_SC1,U=1912
Button/Hotkey/SpineCrawlerUproot_USD,R=1913
Button/Hotkey/SpineCrawlerUproot_USDL,U=1914
Button/Hotkey/SpineCrawler_NRS,I=1915
Button/Hotkey/SpineCrawler_USD,C=1916
Button/Hotkey/SpineCrawler_USDL,I=1917
Button/Hotkey/Spire,S=1918
Button/Hotkey/Spire_NRS,P=1919
Button/Hotkey/Spire_USD,S=1920
Button/Hotkey/Spire_USDL,P=1921
Button/Hotkey/SporeCrawler,A=1922
Button/Hotkey/SporeCrawlerRoot,D=1923
Button/Hotkey/SporeCrawlerRoot_NRS,D=1924
Button/Hotkey/SporeCrawlerRoot_SC1,D=1925
Button/Hotkey/SporeCrawlerRoot_USD,D=1926
Button/Hotkey/SporeCrawlerRoot_USDL,D=1927
Button/Hotkey/SporeCrawlerUproot,R=1928
Button/Hotkey/SporeCrawlerUproot_NRS,U=1929
Button/Hotkey/SporeCrawlerUproot_SC1,U=1930
Button/Hotkey/SporeCrawlerUproot_USD,R=1931
Button/Hotkey/SporeCrawlerUproot_USDL,U=1932
Button/Hotkey/SporeCrawler_NRS,O=1933
Button/Hotkey/SporeCrawler_SC1,O=1934
Button/Hotkey/SporeCrawler_USD,A=1935
Button/Hotkey/SporeCrawler_USDL,O=1936
Button/Hotkey/Spray,Y=1937
Button/Hotkey/Spray_NRS,Y=1938
Button/Hotkey/Spray_SC1,Y=1939
Button/Hotkey/Spray_USD,Y=1940
Button/Hotkey/Spray_USDL,Y=1941
Button/Hotkey/Stalker,S=1942
Button/Hotkey/StalkerHallucination,S=1943
Button/Hotkey/StalkerHallucination_NRS,L=1944
Button/Hotkey/StalkerHallucination_SC1,D=1945
Button/Hotkey/StalkerHallucination_USD,S=1946
Button/Hotkey/StalkerHallucination_USDL,L=1947
Button/Hotkey/Stalker_NRS,L=1948
Button/Hotkey/Stalker_SC1,D=1949
Button/Hotkey/Stalker_USD,S=1950
Button/Hotkey/Stalker_USDL,L=1951
Button/Hotkey/Stargate,S=1952
Button/Hotkey/Stargate_NRS,G=1953
Button/Hotkey/Stargate_USD,S=1954
Button/Hotkey/Stargate_USDL,G=1955
Button/Hotkey/Starport,S=1956
Button/Hotkey/Starport_NRS,P=1957
Button/Hotkey/Starport_USD,S=1958
Button/Hotkey/Starport_USDL,P=1959
Button/Hotkey/Stim,T=1960
Button/Hotkey/StimMarauder,T=1961
Button/Hotkey/StimMarauder_NRS,I=1962
Button/Hotkey/StimMarauder_USD,T=1963
Button/Hotkey/StimMarauder_USDL,I=1964
Button/Hotkey/StimRedirect,T=1965
Button/Hotkey/StimRedirect_NRS,I=1966
Button/Hotkey/StimRedirect_USD,T=1967
Button/Hotkey/StimRedirect_USDL,I=1968
Button/Hotkey/Stim_NRS,I=1969
Button/Hotkey/Stim_USD,T=1970
Button/Hotkey/Stim_USDL,I=1971
Button/Hotkey/Stimpack,T=1972
Button/Hotkey/Stimpack_USD,T=1973
Button/Hotkey/Stimpack_USDL,I=1974
Button/Hotkey/Stop,S=1975
Button/Hotkey/StopGenerateCreep,C=1976
Button/Hotkey/StopGenerateCreep_NRS,T=1977
Button/Hotkey/StopGenerateCreep_SC1,G=1978
Button/Hotkey/StopGenerateCreep_USD,C=1979
Button/Hotkey/StopGenerateCreep_USDL,T=1980
Button/Hotkey/StopPlanetaryFortress,P=1981
Button/Hotkey/StopPlanetaryFortress_USD,P=1982
Button/Hotkey/StopPlanetaryFortress_USDL,P=1983
Button/Hotkey/StopRoachBurrowed,S=1984
Button/Hotkey/StopRoachBurrowed_USD,S=1985
Button/Hotkey/StopRoachBurrowed_USDL,S=1986
Button/Hotkey/StopSpecial,S=1987
Button/Hotkey/StopSpecial_USD,S=1988
Button/Hotkey/StopSpecial_USDL,S=1989
Button/Hotkey/Stop_NRS,O=1990
Button/Hotkey/Stop_USD,S=1991
Button/Hotkey/Stop_USDL,O=1992
Button/Hotkey/SummonNydusWorm,N=1993
Button/Hotkey/SummonNydusWorm_SC1,N=1994
Button/Hotkey/SummonNydusWorm_USD,N=1995
Button/Hotkey/SummonNydusWorm_USDL,N=1996
Button/Hotkey/SupplyDepot,S=1997
Button/Hotkey/SupplyDepot_NRS,P=1998
Button/Hotkey/SupplyDepot_USD,S=1999
Button/Hotkey/SupplyDepot_USDL,P=2000
Button/Hotkey/SupplyDrop,X=2001
Button/Hotkey/SupplyDrop_NRS,L=2002
Button/Hotkey/SupplyDrop_USD,X=2003
Button/Hotkey/SupplyDrop_USDL,L=2004
Button/Hotkey/TechLabBarracks,X=2005
Button/Hotkey/TechLabBarracks_NRS,L=2006
Button/Hotkey/TechLabBarracks_SC1,Z=2007
Button/Hotkey/TechLabBarracks_USD,X=2008
Button/Hotkey/TechLabBarracks_USDL,L=2009
Button/Hotkey/TechLabFactory,X=2010
Button/Hotkey/TechLabFactory_NRS,L=2011
Button/Hotkey/TechLabFactory_SC1,Z=2012
Button/Hotkey/TechLabFactory_USD,X=2013
Button/Hotkey/TechLabFactory_USDL,L=2014
Button/Hotkey/TechLabStarport,X=2015
Button/Hotkey/TechLabStarport_NRS,L=2016
Button/Hotkey/TechLabStarport_SC1,Z=2017
Button/Hotkey/TechLabStarport_USD,X=2018
Button/Hotkey/TechLabStarport_USDL,L=2019
Button/Hotkey/TemplarArchive,T=2020
Button/Hotkey/TemplarArchive_NRS,P=2021
Button/Hotkey/TemplarArchive_USD,T=2022
Button/Hotkey/TemplarArchive_USDL,P=2023
Button/Hotkey/TemporalRift,R=2024
Button/Hotkey/TemporalRift_USD,R=2025
Button/Hotkey/TemporalRift_USDL,R=2026
Button/Hotkey/TerranBuild,B=2027
Button/Hotkey/TerranBuildAdvanced,V=2028
Button/Hotkey/TerranBuildAdvanced_NRS,N=2029
Button/Hotkey/TerranBuildAdvanced_USD,V=2030
Button/Hotkey/TerranBuildAdvanced_USDL,N=2031
Button/Hotkey/TerranBuild_USD,B=2032
Button/Hotkey/TerranBuild_USDL,B=2033
Button/Hotkey/TerranInfantryArmorLevel1,A=2034
Button/Hotkey/TerranInfantryArmorLevel1_USD,A=2035
Button/Hotkey/TerranInfantryArmorLevel1_USDL,A=2036
Button/Hotkey/TerranInfantryArmorLevel2,A=2037
Button/Hotkey/TerranInfantryArmorLevel2_USD,A=2038
Button/Hotkey/TerranInfantryArmorLevel2_USDL,A=2039
Button/Hotkey/TerranInfantryArmorLevel3,A=2040
Button/Hotkey/TerranInfantryArmorLevel3_USD,A=2041
Button/Hotkey/TerranInfantryArmorLevel3_USDL,A=2042
Button/Hotkey/TerranInfantryWeaponsLevel1,E=2043
Button/Hotkey/TerranInfantryWeaponsLevel1_NRS,I=2044
Button/Hotkey/TerranInfantryWeaponsLevel1_SC1,W=2045
Button/Hotkey/TerranInfantryWeaponsLevel1_USD,E=2046
Button/Hotkey/TerranInfantryWeaponsLevel1_USDL,I=2047
Button/Hotkey/TerranInfantryWeaponsLevel2,E=2048
Button/Hotkey/TerranInfantryWeaponsLevel2_NRS,I=2049
Button/Hotkey/TerranInfantryWeaponsLevel2_SC1,W=2050
Button/Hotkey/TerranInfantryWeaponsLevel2_USD,E=2051
Button/Hotkey/TerranInfantryWeaponsLevel2_USDL,I=2052
Button/Hotkey/TerranInfantryWeaponsLevel3,E=2053
Button/Hotkey/TerranInfantryWeaponsLevel3_NRS,I=2054
Button/Hotkey/TerranInfantryWeaponsLevel3_SC1,W=2055
Button/Hotkey/TerranInfantryWeaponsLevel3_USD,E=2056
Button/Hotkey/TerranInfantryWeaponsLevel3_USDL,I=2057
Button/Hotkey/TerranShipPlatingLevel1,P=2058
Button/Hotkey/TerranShipPlatingLevel1_SC1,H=2059
Button/Hotkey/TerranShipPlatingLevel1_USD,P=2060
Button/Hotkey/TerranShipPlatingLevel1_USDL,P=2061
Button/Hotkey/TerranShipPlatingLevel2,P=2062
Button/Hotkey/TerranShipPlatingLevel2_SC1,H=2063
Button/Hotkey/TerranShipPlatingLevel2_USD,P=2064
Button/Hotkey/TerranShipPlatingLevel2_USDL,P=2065
Button/Hotkey/TerranShipPlatingLevel3,P=2066
Button/Hotkey/TerranShipPlatingLevel3_SC1,H=2067
Button/Hotkey/TerranShipPlatingLevel3_USD,P=2068
Button/Hotkey/TerranShipPlatingLevel3_USDL,P=2069
Button/Hotkey/TerranShipWeaponsLevel1,S=2070
Button/Hotkey/TerranShipWeaponsLevel1_USD,S=2071
Button/Hotkey/TerranShipWeaponsLevel1_USDL,S=2072
Button/Hotkey/TerranShipWeaponsLevel2,S=2073
Button/Hotkey/TerranShipWeaponsLevel2_USD,S=2074
Button/Hotkey/TerranShipWeaponsLevel2_USDL,S=2075
Button/Hotkey/TerranShipWeaponsLevel3,S=2076
Button/Hotkey/TerranShipWeaponsLevel3_USD,S=2077
Button/Hotkey/TerranShipWeaponsLevel3_USDL,S=2078
Button/Hotkey/TerranVehiclePlatingLevel1,V=2079
Button/Hotkey/TerranVehiclePlatingLevel1_SC1,P=2080
Button/Hotkey/TerranVehiclePlatingLevel1_USD,V=2081
Button/Hotkey/TerranVehiclePlatingLevel1_USDL,V=2082
Button/Hotkey/TerranVehiclePlatingLevel2,V=2083
Button/Hotkey/TerranVehiclePlatingLevel2_SC1,P=2084
Button/Hotkey/TerranVehiclePlatingLevel2_USD,V=2085
Button/Hotkey/TerranVehiclePlatingLevel2_USDL,V=2086
Button/Hotkey/TerranVehiclePlatingLevel3,V=2087
Button/Hotkey/TerranVehiclePlatingLevel3_SC1,P=2088
Button/Hotkey/TerranVehiclePlatingLevel3_USD,V=2089
Button/Hotkey/TerranVehiclePlatingLevel3_USDL,V=2090
Button/Hotkey/TerranVehicleWeaponsLevel1,E=2091
Button/Hotkey/TerranVehicleWeaponsLevel1_NRS,A=2092
Button/Hotkey/TerranVehicleWeaponsLevel1_SC1,W=2093
Button/Hotkey/TerranVehicleWeaponsLevel1_USD,E=2094
Button/Hotkey/TerranVehicleWeaponsLevel1_USDL,A=2095
Button/Hotkey/TerranVehicleWeaponsLevel2,E=2096
Button/Hotkey/TerranVehicleWeaponsLevel2_NRS,A=2097
Button/Hotkey/TerranVehicleWeaponsLevel2_SC1,W=2098
Button/Hotkey/TerranVehicleWeaponsLevel2_USD,E=2099
Button/Hotkey/TerranVehicleWeaponsLevel2_USDL,A=2100
Button/Hotkey/TerranVehicleWeaponsLevel3,E=2101
Button/Hotkey/TerranVehicleWeaponsLevel3_NRS,A=2102
Button/Hotkey/TerranVehicleWeaponsLevel3_SC1,W=2103
Button/Hotkey/TerranVehicleWeaponsLevel3_USD,E=2104
Button/Hotkey/TerranVehicleWeaponsLevel3_USDL,A=2105
Button/Hotkey/Thor,T=2106
Button/Hotkey/Thor_NRS,O=2107
Button/Hotkey/Thor_SC1,G=2108
Button/Hotkey/Thor_USD,T=2109
Button/Hotkey/Thor_USDL,O=2110
Button/Hotkey/TimeWarp,C=2111
Button/Hotkey/TimeWarp_NRS,N=2112
Button/Hotkey/TimeWarp_USD,C=2113
Button/Hotkey/TimeWarp_USDL,N=2114
Button/Hotkey/Transfusion,T=2115
Button/Hotkey/Transfusion_USD,T=2116
Button/Hotkey/Transfusion_USDL,T=2117
Button/Hotkey/TransportMode,T=2118
Button/Hotkey/TransportMode_NRS,N=2119
Button/Hotkey/TransportMode_USD,T=2120
Button/Hotkey/TransportMode_USDL,N=2121
Button/Hotkey/Turn,T=2122
Button/Hotkey/Turn_USD,T=2123
Button/Hotkey/Turn_USDL,T=2124
Button/Hotkey/TwilightCouncil,C=2125
Button/Hotkey/TwilightCouncil_NRS,I=2126
Button/Hotkey/TwilightCouncil_USD,C=2127
Button/Hotkey/TwilightCouncil_USDL,I=2128
Button/Hotkey/Ultralisk,U=2129
Button/Hotkey/UltraliskCavern,U=2130
Button/Hotkey/UltraliskCavern_USD,U=2131
Button/Hotkey/UltraliskCavern_USDL,U=2132
Button/Hotkey/Ultralisk_NRS,T=2133
Button/Hotkey/Ultralisk_USD,U=2134
Button/Hotkey/Ultralisk_USDL,T=2135
Button/Hotkey/Unsiege,D=2136
Button/Hotkey/Unsiege_NRS,U=2137
Button/Hotkey/Unsiege_SC1,O=2138
Button/Hotkey/Unsiege_USD,D=2139
Button/Hotkey/Unsiege_USDL,U=2140
Button/Hotkey/UpgradeBuildingArmorLevel1,B=2141
Button/Hotkey/UpgradeBuildingArmorLevel1_USD,B=2142
Button/Hotkey/UpgradeBuildingArmorLevel1_USDL,B=2143
Button/Hotkey/UpgradeToPlanetaryFortress,P=2144
Button/Hotkey/UpgradeToPlanetaryFortress_USD,P=2145
Button/Hotkey/UpgradeToPlanetaryFortress_USDL,P=2146
Button/Hotkey/UpgradeToWarpGate,G=2147
Button/Hotkey/UpgradeToWarpGate_USD,G=2148
Button/Hotkey/UpgradeToWarpGate_USDL,G=2149
Button/Hotkey/VikingFighter,V=2150
Button/Hotkey/VikingFighter_NRS,K=2151
Button/Hotkey/VikingFighter_SC1,W=2152
Button/Hotkey/VikingFighter_USD,V=2153
Button/Hotkey/VikingFighter_USDL,K=2154
Button/Hotkey/VoidRay,V=2155
Button/Hotkey/VoidRayHallucination,V=2156
Button/Hotkey/VoidRayHallucination_SC1,O=2157
